,X1,pros_page1,pros_page_rating_value,
1007,113,there are lots of benefits,4,#N/A
1008,113,"Good compensation
Good culture
Good benefits

The culture is good, the company really values internal hiring and promoting. If you’re willing to get to the grind you can make a decent career working here. It all depends on what you’re looking for.",4,#N/A
1009,113,Good work atomosphere and very friendly,2,#N/A
1010,113,Great place to get started and build out a sold base of work experience that you can leverage in your later career.  Overall pretty easy job if you don't want to work very hard. ie High base salary and little to no performance based compensation for salespeople until higher levels.,4,#VALUE!
1011,115,Factset is extremely laid back and a great place to be if you want to have a life outside of work. The projects are interesting and there are tools to help develop your skills.,3,#N/A
1012,115,good compensation and medical benefits not only to employees but to their dependent(s) as well... very good door-to-door transportation service.,3,#N/A
1013,115,"Friendly atmosphere, multicultural environment but",4,#N/A
1014,115,"Love work with this company , good place to start career here .Excellent work culture and  Employee friendly",4,#N/A
1015,115,Awesome work culture and great stuff to work on. The benefits are awesome too.,4,#N/A
1016,115,Work culture is really positive and exciting,4,#N/A
1017,115,"Good place to work, transportation, canteen etc",4,#N/A
1018,115,All kind of benefits. Flexible hours. Excellent work life balance.,4,#N/A
1019,115,Overall great experience! Good environment Flexible,2,#N/A
1020,115,"flexible work timings
challenging work tasks
friendly co-workers
good transport facility",4,#N/A
1021,116,"low stress environment
friendly coworkers
good upper management",3,#N/A
1022,116,"Positive work culture
Best company to work as a fresher
Good learning experience",3,#N/A
1023,116,"Love the atmosphere and the culture at FactSet, very welcoming",4,#N/A
1024,116,"work balance, good medical benefit",4,#N/A
1025,116,"They have a process in place. which sometimes helps.
Can learn a lot if you interact with us teams.
good work life balance.",4,#N/A
1026,116,"-Good company perks/benefits (subsidized lunch, snacks, 401k, stock options, PTO)
-Young and energetic environment, good for recent college grads
-People are really friendly and are always willing to help. The culture is not cutthroat at all.
-There",4,#N/A
1027,116,Good Working Ethic & Positive Environment to start a Career,4,#N/A
1028,116,Has a Good working environment,4,#N/A
1029,116,The company has great benefits,2,#N/A
1030,116,Great company to start your career,4,#N/A
1031,117,"Working hour expectations are very reasonable - no pressure to come in early or stay late, in fact it is discouraged. Colleagues are amiable, social, and very helpful. Extremely collaborative environment. Proper working environment and facilities.",3,#N/A
1032,117,Learned a ton of financial knowledge on the job and built lasting relationships,3,#N/A
1033,117,"Free sodas, drinks, shuttle service from Makati to Taguig",4,#N/A
1034,117,"good work life balance
Hike in Salary for every six months
Good Insurance Policies
Transport Facility
Good Communication from Higher Management
Good Work Environment",4,#N/A
1035,117,Takes care of their employees and community is nice,4,#N/A
1036,117,"Great Company to work with, lots of opportunities",4,#N/A
1037,117,"Free drinks in the office
Free shuttle in the office
great company to work for",4,#N/A
1038,117,"Good place to start your career but staying for more than 2 years is not recommended.
Felxi-Shift hours based on business needs
New campus is under-construction and could expect a better amenities
Flexible holidays",4,#N/A
1039,117,Good benefits and work life balance,2,#N/A
1040,117,Great people and solid perks,4,#N/A
1041,118,Great people.  Challenging work.  Reasonable workload in most positions.  Awesome benefits.,3,#N/A
1042,118,Work and Life Balance are definitely amazing,3,#N/A
1043,118,"Great coworkers, kitchen is well stocked",4,#N/A
1044,118,"Good work life balance
Young, energetic atmosphere 
High energy job
Great exposure to clients across the finance sector (buy side, sell side, junior analyst to CIO level)
Good for building relationships in the industry
Challenging job",4,#N/A
1045,118,I've been working for 3 years and I got 2 promotions already. This company really values the welfare and skills of it's employees. They know how to retain the employees.,4,#N/A
1046,118,"Great work life Balance.
Excellent work culture.
Decent half yearly hike.",4,#N/A
1047,118,"Great compensation and benefits.
Good working environment and lots of career growth opportunity.",4,#N/A
1048,118,"lot to learn, no work pressure, good work life balance",4,#N/A
1049,118,"Strong consistent growth
Strong business model",2,#N/A
1050,118,Cab facility and  subsidized meals,4,#N/A
1051,120,"Employee friendly, great work-life balance.
Hard work and creativity are appreciated and recognized timely.",3,#N/A
1052,120,"Good work culture, flexible timings",3,#N/A
1053,120,"Great work culture
Bi-annual appraisal
Good for Engineers",4,#N/A
1054,120,"Comfortable working space with good cubicles.
Adequately relaxed atmosphere with smart casual dresscode.",4,#N/A
1055,120,"Good benefits
Young, friendly environment
Good work life balance",4,#N/A
1056,120,Great pay and nice perks,4,#N/A
1057,120,"The workforce is young and vibrant, so you will work with people you truly get on with. Management structure is also very flat with promotions based on ability rather than age.
Additionally, you'll be given very early exposure to some of the most senior people and firms within the Asset Management industry.",4,#VALUE!
1058,120,Best place to learn and grow.,4,#N/A
1059,120,Good Place to work for Engineers,2,#N/A
1060,120,"Culture, opportunity, promotion, ability to learn on the job,",4,#N/A
1061,121,lots of benefits/perks  provided by the company,3,#N/A
1062,121,"Work life balance, shuttle service and drinks perks",3,#N/A
1063,121,Good working environment and good camaraderie,4,#N/A
1064,121,"Best work culture, economical pay, transportation, good HR department.",4,#N/A
1065,121,Good & Comfortable work life balance,4,#N/A
1066,121,"- They file for H1b
- They apply for GC
- Good environment, good work, decent pay, good benefits and good people",4,#N/A
1067,121,"Work-life balance,environment  and culture",4,#N/A
1068,121,"I've worked at other competitors in the past and find FDS employees to be smart and hardworking.  I think the flexible work life balance is beneficial, but also think that a regular FactSet employee gets done in a day what other firms do in a week - so it is a win/win.  The program for new employees starting is excellent and I'm impressed with the amount of opportunity provided to everyone out of the gate.",4,#VALUE!
1069,121,Work Life Balance and chilled environment,2,#N/A
1070,121,"Good benefits
Good work/life balance
Smart colleagues
Good Management",4,#N/A
1071,122,"Shuttle service, free drinks and trainings",3,#N/A
1072,122,"flexible working hour, great lunch options, peaceful working environment, suitable for those who want a work-life balance with no pressure at all",3,#N/A
1073,122,Great employee benefit and retirement package,4,#N/A
1074,122,"FactSet is a great to build a career, friendly people, interesting work, what more could you want.",4,#N/A
1075,122,good environment to work,4,#N/A
1076,122,Forte croissance. Rôle du challenger par rapport aux grand Bloomberg et Reuters,4,#N/A
1077,122,"Amazing work life balance
Amazing work culture
Exposure to multiple technology
flexible working hours",4,#N/A
1078,122,High pay and great work environment,4,#N/A
1079,122,Work Life balance. Good package.,2,#N/A
1080,122,"Freedom to set your own pace of work (within reasonable boundaries)
Opportunities to learn various technologies
Freedom of movement internally (ability varies based on position needed)
Helpful employees, always willing to lend a hand/advice when needed
Well managed company - putting employees first
Relaxed environment
Community outreach
Compensation and benefits are good (probably a bit over the industry... average)",4,#VALUE!
1081,123,Offers a positive and young environment. Everyone is passionate to do more.,3,#N/A
1082,123,Good entry level job in terms of experience and salary,3,#N/A
1083,123,Great people and smart employees,4,#N/A
1084,123,Top management is brilliant. They respect your knowledge and provide valuable feedback for growth.,4,#N/A
1085,123,the only pro i can say is that my workmates are all nice,4,#N/A
1086,123,A lot of information and learning to gain both on finance and IT side.,4,#N/A
1087,123,"1.Work-life balance is awesome!
2.Supportive environment.",4,#N/A
1088,123,"Work Life Balance, Healthy Competition",5,#N/A
1089,123,"Transport
Support Staff
Admin
If anyone from village, non-locals, new to hyderabad city then this is best place for you to start your career, trust me you will feel like you are at home
No corporate culture etc, everyone is free and open to approach",2,#VALUE!
1090,123,"Good exposure
excellent culture
and some very good carrom and tt players",4,#N/A
1091,125,"good benefits, good work life balance",3,#N/A
1092,125,"Great benefits (medical, dental, vision, HSA, free lunch 4 days per week),  down-to-earth people, good work-life balance,  they provide employees with good laptops and spacious desks, great office location (right next to Grand Central Terminal).",3,#N/A
1093,125,Environment and employees are nice,4,#N/A
1094,125,Good start for beginners and engineers,4,#N/A
1095,125,Work life balance like no others,5,#N/A
1096,125,"Work-Life Balance
Heavy on training employees
Equal opportunity to get promoted
Free Coffee and other drinks",4,#N/A
1097,125,Work form home and half yearly raise,4,#N/A
1098,125,"1. Amazing projects to work with. I worked on projects related to Machine Learning and Automation - the current market trend. Good exposure of learning and involvement. When a project is assigned, you own it completely. Having said so, not everyone gets such projects - you have to continually prove your worth to have these. 
2. The team in general (esp Senior managers) have very flexible work hours.
3. The core... team of Project Leads are the only ones driving the team.
4. Good Package for only few resources (they hire 1 good candidate for 100 below average resources)",4,#VALUE!
1099,125,Helpul managers and flexible time,2,#N/A
1100,125,"Friendly environment,  Hike,  approachable, Transport, leaves",4,#N/A
1101,127,"Work/life balanace, culture, healthcare, benefits",3,#N/A
1102,127,"Transport facility, work culture,  Career Development",3,#N/A
1103,127,Good Work environment and internal promotions are very good,4,#N/A
1104,127,Health Benefits and Lunch Benefits,4,#N/A
1105,127,great place to work here,5,great place to work here
1106,127,work life balance is good. encouraging environment,4,#N/A
1107,127,Comfortable office with reasonable hours and some good people to work with.,4,#N/A
1108,127,"Employee Benefits, Inclusive culture, Great Leadership",4,#N/A
1109,127,"Friendly, knowledgeable, encouraging, career oriented, professional",2,#N/A
1110,127,Structured and well organised firm,4,#N/A
1111,128,"Best Internal Tools made by Factset.
Facilities, New management, Fun activities, Equal work distribution",3,#N/A
1112,128,Transportation is provided for employees so they can be on time to office. This has set a discipline in the company and most of the employees have fixed shifts.,3,#N/A
1113,128,Customer Focused (again). Filled with great and intelligent people. Pay generally competitive. Good Mission. good snacks. stipend lunch. home/life balance. great benefits.,4,#N/A
1114,128,No much work pressure in company,4,#N/A
1115,128,"Excellent work life balance, pleasant team to work with",4,#N/A
1116,128,Free drinks and snacks every month,4,#N/A
1117,128,"Positive and young work environment.
Challenging summer-long projects that you present to senior management teach you so much about FactSet as a company, their software, industry competition, and client workflows.",4,#N/A
1118,128,Good work balance and Good management,5,Good work balance and Good management
1119,128,Work life balance. Free lunch.,2,#N/A
1120,128,"Work life balance, latest technologies",4,#N/A
1121,129,"Employee engagement, bonus, free shuttle, free drinks",3,#N/A
1122,129,"-Very creative in hiring talent. Which is missing in most organization. Especially in India.
-Excellent ground for talent to grow through formal and informal means.",3,#N/A
1123,129,Good Work/life balance and benefits,4,#N/A
1124,129,There is a Good work/life balance,4,#N/A
1125,129,"Very good pay, scope to learn a lot of new technologies.",5,"Very good pay, scope to learn a lot of new technologies."
1126,129,"Fantastic coworkers, free lunch, excellent (if long) training program, and some interesting problems to tackle",4,#N/A
1127,129,Work-life balance and benefits are superb . Plenty of opportunities to work with a wide array of technologies.,4,#N/A
1128,129,"-culture is great
-finance and client management knowledge",4,#N/A
1129,129,"Overall great company , great benefits",2,#N/A
1130,129,Work life balance is good,5,Work Life balance is good
1131,130,"Easy environment, low stress for most of the projects. Good for retirement and people who just looking to settle down.",3,#N/A
1132,130,"*People are nice and friendly. Minimum drama and toxicity. You can have friends for life here. 
*Competitive salary and benefits.  
*Free drinks until you develop diabetes so you can use your health card
*Good work-life balance.
*Great career starter for fresh graduates",3,#VALUE!
1133,130,The facilities of factset are very good,5,The facilities of factset are very good
1134,130,"Free drinks and door-to-door shuttle service, medical reimbursement, and Intellicare benefits for employees plus two dependents",4,#N/A
1135,130,"• Good Transportation services (Shuttle will fetch you from home if you're in GY shift)
• Free drinks (from soda to juices to fresh  milk)
• New regional headquarters on the way to completion in 2020
• Fresh career opportunities since the company is in an expansion phase
•",4,#VALUE!
1136,130,"pas de cantine, ticket restau au minimum, locaux vieux et étroits",4,#N/A
1137,130,The work/life balance was great.,4,#N/A
1138,130,"cab facility,  no targets, no threshold,  nice people and culture, fast growing",4,#N/A
1139,130,"Good benefits
Shuttle service for midshift",2,#N/A
1140,130,Good work life balance and great co-workers,4,#N/A
1141,131,"Culture, dynamics, inclusion and diversity (though still has ways to go), retirement package, provident fund, insurance, 2x/year salary appraisal, 2x/year performance bonus, free drinks, lots of freebies, autonomy on most roles.",3,#N/A
1142,131,Good benefits. Free merienda and shuttle service. Work-life balance although in peak seasons there's required OT during weekdays and weekends.,3,#N/A
1143,131,"FactSet is a good company with lots of benefits such as free food,  paid internet, cell phone, lots and free transportation",4,#N/A
1144,131,"1. Great learning experience as a fresher.
2. Cab facility.
3. Meal Options.
4. Great growth prospects.",4,#N/A
1145,131,Working culture free food and transport,4,#N/A
1146,131,"Good company, good compensation, great atmosphere to work in.",4,#N/A
1147,131,"•Best Work life balance
•Very professional management around 
•Team leads understand each and every situation of your's
•Friendly atmosphere with co-worker 
•Annually day celebration 
•Hire archly",4,#N/A
1148,131,Open path to  progression and management positions for high-energy and positive people. Overall great people working there.,4,#N/A
1149,131,"Flexibility
Learning opportunities 
Exposure to asset managers in the industry",2,#N/A
1150,131,"Good Place to work.
Friendly Environment.
Good scope for learning new things.
 Great culture and treat employees very well
Provide great flexibility to the employees",4,#N/A
1151,132,"1. Extreme work life balance.
2. There is no limits on In and Out time.
3. No work pressure at all.",3,#N/A
1152,132,"1. Good accounting knowledge would help you to clear the interview
2.  Very friendly managers.
3.  HRs are very approachable
4. They provide two way cab facility",3,#N/A
1153,132,"Management is very good. Training is provided for all new hires so prepare them with all they need before they proceed with the actual work, and gets closely guided by more experienced people. People are very friendly. You get flexible work hours.",4,#N/A
1154,132,Facilities are good like transport to and fro,4,#N/A
1155,132,"Good benefits package
Free snacks
Shuttle services",4,#N/A
1156,132,"Work Environment,  free lunch, ability to work with those around you.",4,#N/A
1157,132,Friendly atmosphere. Decent perks and remuneration.,4,#N/A
1158,132,CFA fees are paid and rewarded,4,#N/A
1159,132,"Transport,  Food, Work environment .",2,#N/A
1160,132,"Compensation and Benefits
Work-life balance
Flexible schedule",4,#N/A
1161,133,"CFA paid for, good colleagues",3,#N/A
1162,133,"If you don’t get selected by your first choice out of college, FactSet is a great opportunity to work alongside those types of firms and transition to them after a year.

No disrespect intended (hey, I work here too), but if you’re a B- or below talent then you can find a stable and safe career here. 9-5 job and very little in terms of stress or repercussions in non-sales career paths.

Better perks (not pay)... than most of our clients (healthcare, snacks, happy hours, vacation, etc.) but laughably less than comparable tech firms in the same cities.",3,#VALUE!
1163,133,"Friendly to fresh graduates. They usually stay for 1-2 year and move on to giant tech companies. Factset is a great place if you don’t care about base salary and that’s exactly what you are planning to do in the next 1-2 years.
Health insurance is nice.
Lunch Monday- Thursday. But you may have to pay 1-2 dollars to buy a full meal.
Generous PTO days",4,#VALUE!
1164,133,Amazing time off and free lunch,4,#N/A
1165,133,There are lot of pros,5,There are lot of pros
1166,133,"FactSet provides outstanding compensation and benefits packages.  Aside from monetary compensation it maintains an excellent work-life balance while always presenting challenging work.  If you work hard and excel in the role you are in, doors will open and you can carve out a diverse and flexible career being exposed to different teams and departments.

The people are what make the company great and its no... surprise many in senior leadership have stayed at the firm for so long.  It's a great culture, thriving company and something many here are proud of.",4,#VALUE!
1167,133,Everything is good in the company,5,Everything is good in the company
1168,133,Work life balance and colleagues are available to help,4,#N/A
1169,133,"Laid back environment, super flexible work working hours, great people to work with, convenient location",2,#N/A
1170,133,"Good salary as a Fresher.
Two way transport provided by the company 
Food provided by the company which will deduct from our salary at once in a month",4,#N/A
1171,134,Awesome place to work. management encourages you a lot.,3,#N/A
1172,134,"I came to FactSet several years ago to launch a career.  At the time, my plan was to build the necessary skill sets that would allow me the opportunity  to eventually work for a FactSet client. However,  having worked in other organizations prior to taking a job at FactSet, I came to realize what an incredible culture and opportunity I had walked into. I determined relatively quickly that FactSet was a place where I... would  build a career. Several years later, I have never been more confident that I made the right decision. FactSet continues to be a place where I have challenged myself and grown personally and professionally. 

FactSet is at the forefront of Finance and Technology and is well positioned for growth, despite a challenging market for many of its clients.  Senior Management has a sound game plan to capitalize on increasing market share and driving the company forward. 

As the organization has grown and evolved, career advancement opportunities have accelerated for employees. 

The opportunity to work with smart, intelligent, driven, and team oriented individuals across management and individual contributor roles is the backbone of a strong and innovative culture.",3,#VALUE!
1173,134,"Good benefits 
Flexible Hours & PTO
Free Lunch & Stocked Kitchens",4,#N/A
1174,134,"flexbility, friendly, work life balance",4,#N/A
1175,134,"Subsided food, free transportation, no work pressure,",4,#N/A
1176,134,Good work culture and cab facilities,4,#N/A
1177,134,"Spacious and Hygiene Work Environment, Mingled Work Culture, Facilities are Good",4,#N/A
1178,134,"- great start for fresh graduates
- good benefits
- friendly work environment",4,#N/A
1179,134,Good working environment and benefits,2,#N/A
1180,134,Constructive and happy work environment,4,#N/A
1181,135,Good company culture with great associates at lower levels,3,#N/A
1182,135,The work was a secondary research on the base of 10k and amendments to provide financial data to investors for decision making all over the world.,5,The work was a secondary research on the base of 10k and amendments to provide financial data to investors for decision making all over the world.
1183,135,Lots of opportunity to learn in a challenging environment,4,#N/A
1184,135,Friendly and helping team members,4,#N/A
1185,135,"- Friendly environment; people are all very nice
- Great work-life balance and PTO
- Lunch subsidy from Monday to Thursday and bagel Friday",4,#N/A
1186,135,"Proper work-life balance, Good perks and very convenient.",4,#N/A
1187,135,"Entreprise en croissance
Liberté laissée aux salariés
Bienveillance",4,#N/A
1188,135,"Benefits, Work Life Balance, Free Transportation",4,#N/A
1189,135,"Work hours are relatively flexible for engineers, but your mileage may vary depending on your manager.

Good work life balance - option to work remotely. Rarely any hard deadlines, rarely (if ever) need to work late. 

Good benefits - you get the full package: good health insurance (medical, dental, vision), flexible spending account, commuter pretax deductions, life insurance, 401k matching, stock purchase plan",2,#VALUE!
1190,135,"Great Benefits, HMO for employee plus 2 dependents, Shuttle service, Free drinks, Free healthy snacks once a month, Company outings, Great working environment, Semi Annual performance bonus and Increase,",4,#N/A
1191,136,Best corporate culture in here,5,Best corporate culture in here
1192,136,"Great Benefits,Good training program,Great people to work with",3,#N/A
1193,136,"Fun, laid back, good starting comp",4,#N/A
1194,136,"Decent working hours, not as good as they claim especially when compared to compensation. 
Generally very nice people and nice collaborative environment.",4,#N/A
1195,136,Did not see helpful information.,4,#N/A
1196,136,Great place to work. Friendly environment and lot of scope for learning,5,Great place to work. Friendly environment and lot of scope for learning
1197,136,"A good kick-start company for starters
Excellent work-life balance
No strict timings
Flexible holidays (best thing)",4,#N/A
1198,136,Good management and work environment,4,#N/A
1199,136,"great benefits. free shuttle to work & home drop-off.  depending on your shift.  free drinks (coffee, tea, soda, milk).",2,#N/A
1200,136,Good place to have a decent job and great and smart people.,4,#N/A
1201,137,"Nothing Specific
Needs lot of changes in the policies 
 A clear no for freshers",3,#N/A
1202,137,"- Great work environment
- Learn a lot about the business industry, buy vs sell side and different user types",3,#N/A
1203,137,Good employee relations and preferences. Great place for opportunity. Very good for Software engineers.,4,#N/A
1204,137,"Free drinks
Good benefits and salary",4,#N/A
1205,137,"Facilities, Work Culture, Work Transparency, Hiking process, IJPs, Safety for Women",5,"Facilities, Work Culture, Work Transparency, Hiking process, IJPs, Safety for Women"
1206,137,"Most of people working here are very nice, and welling to teach. Depends on the team, but most teams have good work and life balance.",4,#N/A
1207,137,"Great environment, people and perks",4,#N/A
1208,137,"Good Healthcare Benefits
No one seems to have to work more than 20 hours per week
Show up and leave whenever you want
Free lunch",4,#N/A
1209,137,Free drinks like juice and coffee and shuttle from work to home and relatively very easy job its  like finishing   your job in span of 4-5 hours a day,2,#N/A
1210,137,". Place where we can learn lot about Product/Project Management in one umbrella.
. Work culture",4,#N/A
1211,138,"Good benefits, software and finance departments are large and growing",3,#N/A
1212,138,Great people to work with,3,#N/A
1213,138,"1. East to get in (just follow the interview questions on glassdoor)
2. If lucky you get to work with latest javascript frameworks on most of the teams
3. Free Food from Monday to Thursday
4. Good work life balance
4. Headquarter close to NYC",4,#N/A
1214,138,Work-life balance is not too bad. .,4,#N/A
1215,138,"1. Decent Compensation.
2. Quarterly (Operations) and Half Yearly(Rest) Appraisal cycles.
3. Average yearly salary growth is at least around 13%.
4. Annual Bonus
5. Subsidized lunch with options of fruit, bakery and live counter.
6. Depending upon projects, there are opportunities to work on newer technologies
7. Free Transportation",4,#VALUE!
1216,138,You will learn different market scenarios and there financial reporting,4,#N/A
1217,138,Provides good benefits and hikes,5,Provides good benefits and hikes
1218,138,Open door system. You can talk any Top management without restrictions,4,#N/A
1219,138,Facilities. Cab  snacks 6 month hike,2,#N/A
1220,138,"Great work/life balance
Challenging
Opportunity for growth",4,#N/A
1221,139,benefits are more to employees,3,#N/A
1222,139,"Have a good beneftits, medical, transportation, double pay, bonus",3,#N/A
1223,139,Benefits Free Drinks Home Drop Off Reimbursements Bonus,4,#N/A
1224,139,"Work life balance
Employee perks
Free cab facility",4,#N/A
1225,139,"Great People, Fun, Opportunites to move up",4,#N/A
1226,139,"Great benefits: transportation, semi-annual performance bonus, etc.",4,#N/A
1227,139,"Now I understand why Employees like to work here. It's because you can take unlimited breaks unnoticed, you can extend whenever you want to, you can bring your bags inside the production floor, you can bring your cellphones with you inside the production floor, you can eat inside, you can watch YouTube videos while working, you can even watch movies, there are team who can finish their work early and just pretending... that they are doing something. (I am not sure what the leaders are doing about this but you can actually maximise this time by helping other teams, evaluation is just based on numbers, the organization is results oriented - numbers-driven. There are free snacks and shuttle, In fairness they provide a lot of benefits to their employees.",4,#VALUE!
1228,139,"Work/Life balance. 
Most of the people at the organization are nice people.",4,#N/A
1229,139,"free lunch,  good health care",2,#N/A
1230,139,"Great environment, great benefits, non toxic workplace",4,#N/A
1231,140,"There are free shuttles and drinks.
Great company parties too.",3,#N/A
1232,140,"Salary, Benefits and Leaves:
Salary is great for starters with no experience. You can stay for at least 2 years to boost your salary as appraisal happens twice a year. Depending on your team, promotion cycles also happen twice a year and I can guarantee that promotion is fast. Benefits are also great (e.g. Medical, Internet, etc. Reimbursements, Health Benefits [HMO], dependencies, etc.). Work-Life Balance is... highly practiced by the people too. You'll be granted 30 days of leave (can be used as SL or VL) not counting other types of leaves (e.g. Maternity/Paternity, Bereavement, etc.). For software engineers, you will be on-call which allows you to garner time offs or offsets which are multiplied (e.g. 1.5 times during weekdays and 2 times during weekends/holidays). This means if you work as on-call during the holidays for 1 hour, you can offset 2 hours in one of your next shifts. This is accumulating so if you have 8 hours worth of offset, you can use it as a 1 day leave (without using your original pool of leaves). Working overtime is also strictly prohibited and highly discouraged. If you work overtime, it reflects negatively in your performance. Sick leaves are convertible to cash (at most 10,000 pesos) and unused VLs (max 5 days) can be carried over to the next year.

Career Opportunities:
Depending on your team, you will be exposed in different programming tech stacks. Some teams offers a wide range of programming tech stacks while some use in-house tools instead. Not only your technical skills will grow, your soft skills will also be improved and worked on as the management focuses both on productivity for the clients as well as people skills to maintain a healthy work environment. This helps maintain a positive culture with the minimum corporate politics and less work toxicity. 

Management:
If you aim to be an individual contributor, your technical skills will be greatly sharpened and your manager will surely help you on that. If you aim to be a team lead or manager, your manager will also coach you on how to be one by providing leadership opportunities as you work with your job. Managers will also assess you objectively (or at least minimum subjectivity).

Minor Stuff:
Free shuttle (from glorietta to its offices and back, for 10 PM - 6 AM, a home-drop door-to-door service is provided). Unlimited Drinks, Free Snacks, Workshops, Sportsfests, etc. Company phone for on-call engineers with unlimited calls/text/internet.",3,#VALUE!
1233,140,Good work life balance; Good working environment; relatively good health plan and other benefits.,4,#N/A
1234,140,"Great Supportive Culture
Smart colleagues
Free Lunches
Trusted to manage your own time
Good work life balance
Encouraged to do CSR 
CFA and other qualifications supported",4,#N/A
1235,140,its a good company to work. great workplace to work. its a good company to start for freshers.,4,#N/A
1236,140,"General absence of jerks, managers support their reports, good place to start your career",4,#N/A
1237,140,"Great Benefits
Free Lunch
Lots of Potential
Great People",4,#N/A
1238,140,"Good work experience
Transport is good",4,#N/A
1239,140,"Work/life balance
Flexible schedule possible once you have earned trust",2,#N/A
1240,140,"- Flexibility in shifts
- Open environment",4,#N/A
1241,141,"Good work life balance ,work culture,team,benefits",3,#N/A
1242,141,"Smart People
Fast paced industry
Problem-solving culture
Great benefits - ESPP, post-tax 401k, Dependent Care FSA etc.",3,#N/A
1243,141,"Worked here as a new graduate, there was a good training introductory period and staff were friendly and supportive. 
Range of languages used
Working environment was friendly and more relaxed than other workplaces",4,#N/A
1244,141,Good upper management and Manageable Workload,4,#N/A
1245,141,"Free drinks, shuttle service and free merienda every last tue of the month",4,#N/A
1246,141,Good  work culture. This is what I can say,4,#N/A
1247,141,"Best work culture, technology, Pay",5,"Best work culture, technology, Pay"
1248,141,"Good experience, good to learn",4,#N/A
1249,141,Good office space. Good cab facility.,2,#N/A
1250,141,Best work nature & No pressure,4,#N/A
1251,142,Work Environment is very good,3,#N/A
1252,142,The environment of helping out others is great & the work/life balance is superb.,3,#N/A
1253,142,Aside from monetary compensation it maintains an excellent work-life balance while always presenting challenging work,4,#N/A
1254,142,"- Good work environment
-  Senors helping nature",4,#N/A
1255,142,Awesome perks and benefits!,4,#N/A
1256,142,"There are many Pros:
1. Good work-life balance.
2.  Appraisal twice a year.
3. Friendly and supportive colleagues and management.
4. Yearly cultural fest on a grand scale.
5. Yearly hackathon and other competitions.
6. Subsidized meals and free evening snacks/breakfast as per your shift timings. 
7. Free of cost transportation.",4,#VALUE!
1257,142,Good for fresh grads. Very technical,4,#N/A
1258,142,"Good pay, interesting work, fun people",4,#N/A
1259,142,For career growth prospective its a good organisation,5,For career growth prospective its a good organisation
1260,142,Good place to work without any pressure,4,#N/A
1261,143,Working environment is very friendly,5,Working environment is very friendly
1262,143,Good work life balance. Good compensation. Technical training included,3,#N/A
1263,143,"Good place to start for freshers in finance field.
Low pressure work environment for freshers 
Good company 
Food and travel will be provided",4,#N/A
1264,143,Plenty of benefits and good entry point,4,#N/A
1265,143,"-Awesome office culture
-Great health insurance
-Numerous opportunities for internal advancement",4,#N/A
1266,143,Getting to know lots of different client types in the financial industry,4,#N/A
1267,143,Best company to start career as fresher.,5,Best company to start career as fresher.
1268,143,"Dynamic environment, good work life balance.",4,#N/A
1269,143,"Flexible timing, Good management",2,#N/A
1270,143,"Free lunch, good pension, medica insurance, great peers",4,#N/A
1271,144,"Free lunch, correspondence with C level suite at clients, overall willingness for people to help. 

FactSet is a great place to begin your career - from both a Consulting and Sales side of things, Regular correspondence with C level clients will begin early, allowing you to build up your sales and consulting skills (transferrable). Free lunch is pretty awesome too. Generally, the people you work with are smart,... driven, and like to have fun. Some of my better friends  were from FactSet. The managers I had were superb. Overall, a great experience.",3,#VALUE!
1272,144,Good place to work For freshers,3,#N/A
1273,144,Company is based on finance,4,#N/A
1274,144,Career growths and Financial increments,5,Career growths and Financial increments
1275,144,"Great culture and like-minded employees, free lunch",4,#N/A
1276,144,Good workplace with the required facilities,4,#N/A
1277,144,Great work place  at factset,4,#N/A
1278,144,"Best Place to Work for freshers
Work-Life Balance
Cab Facility",4,#N/A
1279,144,"- Good work/life balance
- Helpful environment",2,#N/A
1280,144,Best place to work For freshers.,4,#N/A
1281,145,"cab facility,food facility,life event celebrations",3,#N/A
1282,145,They promote work and life balance,3,#N/A
1283,145,"Good working culture, work life balance, people are good.",4,#N/A
1284,145,Challenging technical problems. Environment is collaborative.  Investments in employees skills.,4,#N/A
1285,145,Benefits are  adequate. And salary is competitive for an entry level job,4,#N/A
1286,145,Work Life balance is good,5,Work Life balance is good
1287,145,Nice place to work,4,#N/A
1288,145,"- Great benefits


- Generally relaxed environment


- Great employees who make it easy to get involved in clubs and activities",4,#N/A
1289,145,Good balance of work and social life,2,#N/A
1290,145,"People, perks (food and snacks, work events)",4,#N/A
1291,147,"good technology, good work life balance",3,#N/A
1292,147,It WAS a good company,3,#N/A
1293,147,The peers are extremely helpful and always give their opinions,4,#N/A
1294,147,High salary and great benefits,4,#N/A
1295,147,Work life balance is superb,4,#N/A
1296,147,Awesome place to gain experience on web development.,4,#N/A
1297,147,"Colleagues, Shift Timings, Cab Facility",4,#N/A
1298,147,The company has lots of benefits/perks that the employees would consider before leaving,4,#N/A
1299,147,A good place to work to set the career.,5,A good place to work to set the career.
1300,147,No workload. Free snacks. Salary on time.,4,#N/A
1301,148,"I felt very about the work culture of Factset, one will get substantial amount of support and guidance to improve within the organisation",3,#N/A
1302,148,"Good benefits, free drinks, monthly merienda, and home drop shuttle",3,#N/A
1303,148,Work culture and benefits are good.,4,#N/A
1304,148,Great company to work for with various opportunities throughout your career,4,#N/A
1305,148,"good work life balance
friendly colleagues
understanding sales management
nice flexibility and good values",4,#N/A
