"","cons_page1"
"1563","some what work pressure is there"
"1564","need to be i mprovement"
"1565","not as well known as some companies"
"1566","keep the momentum"
"1567","Great place to start a career if interested in asset management space, unsure if management is prioritizing correctly (investing in good management and innovation), with large margins its likely a small web-base player will disrupt this model soon."
"1568","Speed up innovation, keep employees engaged, don't become a sales organization, become a financial software innovator, design thinking days with consultants and sales people, consider rebuild of platform  in order to attract better engineering and faster innovation"
"1569","low package, less hikes
experience for some profiles is considered low, when joining other organisation"
"1570","Raises can be below industry standards for average employees
Compensation can also be team-dependent, the system requires a manager that will fight for you
Rampant outsourcing means engineers may not have US jobs within a few years
Some teams stuck working on outdated technologies
C suite has no appreciation of engineering. CEO is a sales guy.
New effort at the company to force all engineering to work the same... way - one language, one set of tools, one type of database, etc totally shuts down innovation"
"1571","Overhaul review and compensation process 
Listen to engineering more
Stop trying to force the entire engineering org into strict technology rules
Stop doing things that obviously hurt morale and then pretend that you care about morale"
"1572","Low salary, there are some incompetent TLs, repetitive work"
"1573","ASV is everything, too much management change"
"1574","Monotonous work. Hike % is less."
"1575","Do not stick to seniority or minimum years criterion for promotions. Reward based on performance only."
"1576","Salary all else is good"
"1577","Turnover is killing the company"
"1578","-lower salary relative to other companies"
"1579","Career guidance must be self driven."
"1580","-Kann am Anfang der Karrier stressig sein"
"1581","good place to work and get experience"
"1582","Management is either very young or removed from the day to day"
"1583","I have nothing negative to say."
"1584","Your job is basically read articles (press releases) and update the database.  Not really a job that needs a lot of analysis.

- Repetitive work
- No room for growth
- Not really what you'd expect with a ""Research Analyst"" job title"
"1585","Company is good but content and technology solutions dept. of Hyderabad follows the hire and fire process. They blindly recruit people and fire them. This is really disgusting. Management should not ruin the career of employees. They need to recruit people if they are sure about them."
"1586","Should not ruin the career ofemployees"
"1587","*slow promotion
*low salary
*no training programs to  further enhance skills"
"1588","corporate politics induced into environment slowly which is not healthy."
"1589","Compensation is low. Work is a lot compared to the salary."
"1590","Promote cohesive work culture."
"1591","only 3 cities in india"
"1592","the only thing that downside working in this company some jobs are routinary"
"1593","keep up the good working environment"
"1594","No cons I found during my tenure."
"1595","Less opportunity to increase position"
"1596","No cone, everything perfect here"
"1597","None to name at the moment"
"1598","Cafeteria food wasn't good enough. Not enough social activities or outings."
"1599","Wages are not competitive enough with other companies
There is no opportunity for growth"
"1600","No cons so far."
"1601","lacks in long term growth"
"1602","Long hours
Sacrifice and extreme dedication
Learning curve

There’s a big learning curve, even with the training that is provided. The hours are long but again it depends on what kind of place you’re looking to work at."
"1603","some legacy code work and oncall"
"1604","Mostly a lot of mid-life pensioners (not all). FactSet is where your career ambitions go to die. Do not stay here longer than 3 or 4 years."
"1605","No cons to specify.
I have enjoyed my working period."
"1606","At Factset the food quality is very bad. And in fundamentals a bit of pressure is there for quality and production."
"1607","Nothing"
"1608","Legacy code, proprietary technology, innovation lags"
"1609","Give more back to employees in terms of benefits as you are losing great engineering talent to companies that offer better salaries and benefits."
"1610","- Some aspects of the internship program felt repetitive at times."
"1611","N/A"
"1612","No cons to mention as such"
"1613","Keep up the good work and keep growing!"
"1614","It is global company and people from over 35 countries but Almost team leaders are Latvian women and not always they are suitable at team lead."
"1615","I think it is necessary to place right person for some positions to motivate worker and take a leadership."
"1616","pays need to be revised"
"1617","a career destination for the best and brightest"
"1618","No reputed process or cross training is given for finance roles city outskirts are not provided with cab facilities that’s all about cons rest are really good"
"1619","Honesty, the compensation for software engineer is way below than market average.  And software engineer need use pretty old tech stacks."
"1620","Instead of continuously hiring new engineer, you should increasing compensation for current employees."
"1621","Not many. FactSet has been very good to me. If I had to say anything it would be this: 

As a company that brands itself as (innovative) Financial Technology, they aren't keeping up with the market trends necessary to remain a ""best place to work"". It is still a great place to work (I would recommend it to anyone), and they have done a lot in the area of social equality, but they haven't made any other tangible... changes to remain on this list."
"1622","Keep up the great work! But, try focusing on innovation not just with your products and services but also in taking care of your employees."
"1623","Progress can be slow."
"1624","the present time shift, though considerate for some employees of advanced age (40 and up) is still not good enough for the well-being of said employee(s)"
"1625","excellent working environment, very good in keeping tab with their employees, very good salary and medical  compensation, etc.. keep up the good work."
"1626","the gap between salaries are quite huge depending on which language you represent."
"1627","In new few processes Night shift will impact more employee's health"
"1628","Avoid night shift which not necessary for process"
"1629","In a yet to develop suburban area but still pretty close to the City."
"1630","Overwhelming at times when you get your own accounts"
"1631","Less concrete work hours"
"1632","Hikes , leave Management, work presure"
"1633","nothing"
"1634","Compensation system in general. No bonus scheme"
"1635","Salaries could be better, under industry average"
"1636","rigid structure
unwillingness to open to creative ideas
plummeting learning curve"
"1637","tech can stack is a bit old or boring depending on team
compensation can be a bit lacking"
"1638","Compensation is a bit lower compared to other companies"
"1639","not the healthiest snack selection"
"1640","limited career path, lack of business mind"
"1641","pay isn’t that great if you stay in the company for more than 2 years. work isn’t that exciting after sometime.
a bit more politics"
"1642","increase pay"
"1643","-The job is stressful because the work is very unpredictable. Oftentimes, urgent deadlines appear and it is difficult to predict when you will be able to leave that day. 
-You must put in 45+ hrs/week for this job. To excel as a consultant, expect to put in 50+ hrs/week. There is no overtime.
-The technical skills you learn do not translate well to other industries. Much of the work includes building things with... internal coding languages, which are not recognized outside of the company. 
-I have noticed that there is a high turnover rate at the 2 year mark. Though this isn't necessarily a bad thing, it should be something to keep in mind."
"1644","Hikes and Market Structure Revision"
"1645","More Employee Retention Policies needed to keep Senior Employees in the Firm"
"1646","Heavy workload depending on team"
"1647","Keep it up"
"1648","Progression is very slow.  The company does not take advantage of valuable employees and utilizing them to their top potential.  It's very sad.  Senior management needs to focus more on efficiency, accuracy and productivity and less on micromanaging it's employees."
"1649","Be more proactive in terms of using employee resources inside of the company."
"1650","Upward mobility options are limited"
"1651","Low salary compared to industry standard, with no bonuses or overtime paid for on-call duties. Benefits fail to compensate for this."
"1652","Pay people more and in turn expect more from them."
"1653","Future direction of product seems short sighted"
"1654","Salary is very low, the job is not challenging and doea not make you think, most of the jobs are IT-related"
"1655","Fix the workflow and process"
"1656","Bell Curve
Career growth for persons with low rating"
"1657","Need to look into revision of bell curve"
"1658","a a a a a"
"1659","NA"
"1660","Weak Leadership, Perhaps HR staff is under staffed"
"1661","none so far... will check if there's any.."
"1662","Keep up the good work"
"1663","Firing has become a common trend
No respect for senior employees
Higher management don't want to retain people neither they want you to come back
Work from home is just on papers
No work life balance
Health insurance for a group you get is just a peanut
High resource curnch but managers don't care and waiting for right moment to fire existing employees too
No collaboration and teams want to work in... isolation
Policies are not transparent and is not made available to all employees
Open door policy is a Joke"
"1664","Senior employees are with organisation is not because they don't have ability to get job outside but because they wanted to give their dedication and want to grow their processes.
Respect the senior employees and retain them but again not to put the employee in trouble. Very talented people have left the organisation and this will cost the company in running their day to day operations.
Make the policies... transparent and high involvement of HR in every aspect is not good sometimes.
Provide work life balance and give same work from home policy to every employee of the company.
Trust your employees in India as you trust your employees in US."
"1665","Needs to grow in terms of technical improvement. Not updated with new technical advancements"
"1666","Growing company and things are always changing"
"1667","Do a better job retaining top talent"
"1668","Technology is very niche, so after moving to another SaaS company, found my skills weren’t totally transferable/relevant.  Pay growth is slow.  A bit behind the times when it comes to attitudes around WFH."
"1669","Salary is not so good"
"1670","Frequent trips to HQ in Connecticut"
"1671","Good starting salary, but salary growth slow after that. No bonus on the consulting side although it is often the consultants that have to go the extra mile to deliver solutions to clients"
"1672","Put a bonus scheme in place for consultants to keep them motivated. Greater transparency around salaries"
"1673","None that I can think of. I am just so blessed to be inside this growing company."
"1674","Not much to learn. No design rules followed"
"1675","None at this point of time"
"1676","proprietary tools or application. nothing much"
"1677","Leadership/Decision making positions are disproportionately concentrated in the US"
"1678","Less salary, poor management, insecurity in job"
"1679","Increase salary"
"1680","No notification if there are changes in compensation increase"
"1681","Be constant on compensation"
"1682","-Very behind in terms of tech.
-Legacy code base that can be a pain to deal with
-Organization is too top heavy
-If you're not into finance, you will find it very hard to enjoy yourself.
-Problems to solve for engineering are not very challenging/fulfilling. If you're looking to challenge yourself and grow, this isn't the place."
"1683","Focus less on the top heavy part of organization and focus on having teams specialized in rewriting/improving major pieces of the legacy software. The sooner you do this the better."
"1684","I was hired from industry as automation engineer to be part of the QA of the main product of factset.
My journey so far has been full of surprises and disbeliefs about the things that happen in this team
Automation they have implemented is a disaster. Joke is a very small word to use in order to describe it.

Technically incapable and incompetent people are put in place as automation leads. They do not let... people from industry do anything to improve automation, nor they have the capability to do it on their own. They are more worried about job security hence do not let new people with outside experience change things to improve and overshadow them.

About people management aspect, there is absolutely no process or professional approach. There are certain individuals who are at team leader level in QA Analyst teams. They do not have minimum communication skills, product knowledge, QA knowledge and management skills. They have established strong ties with associate directors and senior directors/SVPs from US office in this QA team and influence them. They consistently do not follow of process and professionalism.

People in local QA manager position in this team are hired from outside, and come with strong testing and automation background. But the team leaders bypass the managers to go to Associate Directors and Senior Directors/SVPs in US office, for all matters. The Associate Directors and Senior Director/SVPs are intentionally entertaining these team leaders.

Senior director level people in my SBU QA team are very good as people, but are underskilleed. They spent a decade in the company to build good relations with top management and grown to senior director/SVP level. They do not have QA skills, management skills, and lack automation and computer science background. Because of the lack of skillset, they are being regularly fooled by few individuals in the team"
"1685","Have some professionalism and process in place. Right not the system is disorganized and messed up. Team leaders bypass QA manger and go to associate directors and senior directors/senior VPs to get their stuff done. The associate directors and senior directors are encouraging that approach.
Based the work that is done, to be very honest, you cannot even call this a “Software QA” team. 90% of the management (senior... director, associate director and team leaders) is scrap. 
It is highly recommended to get some people with strong quality engineering background in the top positions of this team.
Give space to people that come with good automation experience in the industry to implement changes for the improvement of automation"
"1686","Poor compensation, no incentives / motivation to go above and beyond goal"
"1687","Tie your sales people to the company, compensate beyond the goal."
"1688","A bit delay in getting promotions"
"1689","Limited growth opportunities hinders growth"
"1690","Do not get support when required"
"1691","Not applicable"
"1692","Salary compared to the work"
"1693","Must have a competitive salary wrt market"
"1694","I was highly disappointed with my experience in Analytics Qa team.  I was asked to report my maternity room usage time and report tasks hour by hour. WFH option is highly discouraged and they create all sorts of issues after that. My Sick days were called as vacation days to be planned beforehand..lol.  Even HR couldnt help much."
"1695","Train managers. They do not own their direct reports but all work for same firm."
"1696","Most of the processes are into night shifts"
"1697","Like any other company in this industry - there are rotational shifts."
"1698","Politics takes a crucial role in deciding the growth."
"1699","Not so good mid level management"
"1700","Absence of bonuses for engineering.
Lower pay rises early on in your career."
"1701","High Turnover
Very corporate, internal politics"
"1702","Hire managers not only on the merit of their quantitative past production, but promote managers who are good with people and care about the people who report to them - that is how you reduce turnover"
"1703","Travel  to work is a pain"
"1704","There is almost permanently a lack of resources, with headcount being gradually reduced rather than increased, making it tricky to always deliver the highest quality of service."
"1705","Keep engaging employees at all levels and make the high level plans transparent and available to everyone. Try not to overextend yourselves with all the acquisitions that have been made."
"1706","Work is a bit slow here."
"1707","Mgmt could be better in handling requirements"
"1708","I don't have any to say at the moment."
"1709","Keep up the good work."
"1710","limited career/opportunites growth in this company."
"1711","career pathing please."
"1712","too much love will kill you.. coz i love this company!"
"1713","Required overtime even on weekends and holidays"
"1714","Listen to your employees"
"1715","Some politics in the promotion"
"1716","N/A"
"1717","Everytime have to meet their expectations"
"1718","- There are a lot of scare stories which almost every international worker has possibly faced at factset's US office.

- Immigration folks are in house and they screw up applications every now and then.

- Recently, they filed for my PERM with an ""EXPIRED JOB"". After 5 months I get a denial and the immigration team projected it as if it was my fault that I didn't sign the application in time. 

- Everybody in... the company feels like a person has a monopoly on the immigration applications and nobody stands up to that person because nobody wants to lose their job"
"1719","- Please outsource the immigration stuff to a proper law firm who can be sued for such screw ups. If you want employees to work good, make sure these folks are held accountable for their screw ups."
"1720","Personal growth is relatively slow"
"1721","Should assess what employee is expecting"
"1722","Outside of the parking lot, I can't think of anything. There has been a lot of reorg lately, but nothing that doesn't make sense with the overall company alignment - which I am in total agreement with."
"1723","I understand there are a lot of changes going on, but I think the company overall is headed in the direction.  I've only been around for 2 years and I'm very impressed with how much the firm has accomplished in this time."
"1724","You will not get vast learning experience."
"1725","Pay is at the low end of competitive
System is very complex -- although it's a priority to make it easier to use."
"1726","More team-building activities"
"1727","Bell curve, uncompetetive salary and weird bonus computation (mid and end of the year)"
"1728","the air in the office is SUPER dry, humidity is lower than requirement and the management doesn't bother to fix it ,slow-path, no learning curve, few to no career progression, high tax in Latvia around 30%"
"1729","employees deserve higher pay"
"1730","Compensation package is below market standards"
"1731","As with any remote office there's a certain amount of being out of the decision making process."
"1732","good place to start a carrer for fresher"
"1733","nothing"
"1734","Tout le monde fait un peu de support mais ça permet de bien connaître les produits."
"1735","Salary is not competitive as compared to top notch company"
"1736","No"
"1737","Technical Job, need heavy knowledge on finance and the product"
"1738","Sometimes issues with higher management"
"1739","Upward progression can be difficult depending on team - some larger, more important teams can see people move up the ranks faster than those in other, smaller teams with similar experience.
Employee events and treats have gone down a bit in recent years"
"1740","Keep the employees happy"
"1741","- Pay pay pay pay pay. Everyone complains about pay, salaries are low compared to the market average, and bonuses are non-existent for consultants and shrinking for Sales. Management decided to take away commission based schemes for Sales people, so no transparency and rewards not at all commensurate with performance.

- Factset is actually quite a political organisation despite being a nice place to work.... Promotions tend to go to people who know the right people, but unlike other companies its not outward or obvious (i.e. people arent constantly front stabbing each other but behind the scenes there is a lot of political manoeuvring).

- Company is constantly expanding, with some big acquisitions but then has no clue what to do with what it has bought hampering the ability for the company to take out the competition.
- CEO has been at the company a long time but struggles with a vision that excites people."
"1742","- Company needs a vision thats not constantly comparing us to Bloomberg
- Company needs to look at what the market wants not just what is convenient or fits with internal structures
- Company needs to be quicker and more agile when it comes to market developments, several opportunities were lost due to us being slow to come to the party with functionality or features.
- Sort out acquisition strategy, Factset... keeps acquiring companies and then not having the faintest clue what to do with that it has bought, which leads to political fights amongst different groups.
- Listen to staff complaints about pay, many many good people are walking out the door because you refuse to do anything about it. Management so far talks the talk but doesnt walk the walk when it comes to paying staff competitively"
"1743","Salary need adjust with market"
"1744","Nothing much happy with management"
"1745","Very different culture across multiple acquisitions and at this time it feels like chaos"
"1746","Need to incorporate acquired companies to be brought in and made a part of the company"
"1747","Low Base Pay. Not enough opportunities"
"1748","Increase the base pay to match industry standards"
"1749","No proper work ethics/ norms/ culture followed by employees and management. 
Target oriented process is evaluated by bell curve
Unpredictable managerment's decisions 
so many scams and frauds but still no action taken by head office."
"1750","Company needs a clean up or a reboot"
"1751","-Compensation relative to other teams internally as well as the industry
-Work distribution and picking up slack from other teams internally
-Limited training and collaboration with prior Analytics Consultants (typically they have already moved to a new role and there is no transition time to get new people up to speed)
-High turnover means more work with each sale for less people
-Limited recognition for... complicated work
-Meeting goals is irrelevant, difference in comp is negligible"
"1752","Re-evaluate comp for both sales & support side technical roles (i.e. Analytics & Quant departments) with high turnover. Someone needs to do the unlimited complex work and they will leave if they are paid the same or less as their peers that are in easier, less stressful roles with greater benefits (i.e. travel) internally. Clients are plucking any talent from this team for 20%+ increases. Perhaps the company... does not need as many people delegating the work in other teams. Increase general consulting knowledge of the products that bring in the most ASV."
"1753","Perforce version control, vms, openfloor plans for new office 2019"
"1754","Ratings
Ranks
promotions
Irrelevant work
They change the rules whenever they want."
"1755","Consider Experience of senior employees while promotions.Adjust employ performance parameters for experienced employees who are dedicated to the company."
"1756","Nothing major to report here"
"1757","Communication from top down could be better"
"1758","boring. if you're not a client-facing person then this is the role for you"
"1759","poor compensation and hire upper management from the outside instead of promotion within"
"1760","Salary growth has stagnated over the past few years, new initiatives from the CTO have created a lot of red tape on the development side,  not many company outings."
"1761","Don't try to shoehorn every development and content management team into a single model.  Different teams have different approaches, technologies, and project management disciplines that work for them; one size doesn't necessarily fit all."
"1762","Nothing to write here really"
"1763","No cons noticed till date"
"1764","Sometimes work is very very less"
"1765","You are doing great"
"1766","Salary is lower than the many other companies"
"1767","Management needs focus and improve"
"1768","Have focus and give importance to research"
"1769","1. Factset biggest losing asset is its Management and Leadership. They have very little to no vision on overall well being of the company. 
2. No Brand value or Negative Brand Value. People sometimes think you work for FAX company. 
3. The culture at Factset is pathetic and best not be discussed. You will crave to find one person who speaks good english leave alone looking for intellectual souls. 
4. Absolutely... zero benefits. No perks whatsoever. 
5. The most boring company i worked for. Everyone is sad, depressed or lost.  Believe me, it affects your well being too.  At a place like this on rough days, Feeling motivated or inspired seems like a distant dream.

Overall, i feel factset is company where you have absolutely nothing to look forward to (in most cases) for few lucky people the work can be driving force but the question is for how long - when that drive dies, everything ends."
"1770","Bring in some zest, do something about your brand. Add some perks and benefits to retain good employees."
"1771","Salary should be more.some Managers are dumb."
"1772","Revise salary"
"1773","Rating system litlle bit not good"
"1774","Change on slight rating system"
"1775","I can't think of any cons really."
"1776","Not a lot of growth opportunities."
"1777","Heavy Work for some time, Shifts"
"1778","Frequent changes in management and new policies are affecting the work culture and bonding of the team.
The open work culture that I have seen when I joined is no longer there.
Not much decision making power is vested with the team leaders. Managers should be consulted for just about everything.
No transition from QA roles to developer roles."
"1779","Please see to it that the management decisions do not break the team culture of the QA department.
Allow people who are interested in transitioning to developer roles to do that by placing a transition plan in place. In my time at FactSet, I have never seen an internal job posting for a developer role even though hiring from outside was going on."
"1780","I wish I had more colleagues in London where I was working"
"1781","Keep the good work up!"
"1782","Salary hikes is the area of improvement"
"1783","Only con I found here is the compensation which could be improved."
"1784","Please make some amendments for the compensation and you can retain 80% employees who are leaving for this sole reason."
"1785","- relatively slow growth
- periods of slow work days (due to lack of projects)
- very relaxed environment (might be a pro for others)
- barriers to breaking into managerial positions may exist"
"1786","- give more independence to senior team members"
"1787","Salary can be more according to company standards and type of engineers they hire."
"1788","No Cons
Management
No work from home option
---
----"
"1789","Slow career growth, review process"
"1790","Offer more insentive to employees"
"1791","I haven't faced any cons during the tenure"
"1792","Low Pay and platforms to showcase skills are less"
"1793","Hire talented people and increase salaries accordingly"
"1794","Passive Aggressive, Laid Back, Many New Senior Managers are Useless"
"1795","not much to say any"
"1796","work is less some times but you can use it for learning new things."
"1797","Raises are very small for a vast majority of employees (2-3%)
Salaries are well below industry standard (10-15%)
High turn over, most people you start with leave within the first year or two."
"1798","Compensate employees better and lean more into the ""start up"" culture that's advertised so heavily, it's currently non-existent."
"1799","Less challenging, slow growth, less opportunity"
"1800","Takes some time to get things to forefront"
"1801","Counselling on and off for those who need it"
"1802","As far as my knowledge everything is good."
"1803","Complicated SOP's but can be learnt as time passes."
"1804","Management is very inefficient in one of the most important SBU's QA team. Team leaders are put in place just to work as mediators for the upper management. Even for leaves, there are people at VP level that take decision and they keep grudge on people who speak up for their leaves. This grudge is being taken out in their performance and promotions. There is so much of scam going on in upper management and the HR... teams. There are heads who support these things and they are least bothered about good people leaving the company. People at VP levels have zero technical knowledge and make unnecessary changes to the process and workflows. If any one questions those workflows, upper management takes out the grudge during their performance review and they are being rated very bad for silly reasons.People at  VP level keep track of break timings as well and take strict actions against employee as well as respective team leader. QA process in the main SBU is a total crap. Upper management can't tolerate if people at associate level go and directly talk to development team. That's the reason they forcibly created some coordinators in middle so people don't directly talk to offshore engineers. Anything they have to say, they need to talk through coordinator. People hired at coordinator level do not even understand the process and workflows in spite of having good experience and they are also just mediators and work like labors for the people at upper level. If anyone speaks up about any challenges or concerns, that's it; they will be out of company. 

Recently Test Driven Development is being implemented in the QA teams. Not sure how effective this change would be but for sure, the unfit people at high levels will have no control and company may grow."
"1805","Company will never survive with such unprofessional and unethical people at upper management level. Bring some professional and ethical people as VPs."
"1806","Weight of multiple acquisitions has taken its toll.  Business needs better alignment with strategy and formerly flat structure has been suctioned to a pyramid. In pursuing Thomson Reuters' size they have unwittingly adopted their bureaucracy."
"1807","Flatten, again."
"1808","Not at all good for freshers"
"1809","salary package not too competitive"
"1810","A little bit toxic for me"
"1811","Focus more on improving your employees"
"1812","Not much feedback from managers throughout the summer."
"1813","You will get Better knowledge over financial data"
"1814","Friendly management and have to celebrate festivals with more concern"
"1815","It's firing people. Be ware.

1.Low salary comparing with the market. 

2.Annual salary increase is getting lower and lower. e.g. This year 1.6% increase. 

3.Poor management"
"1816","food and other perks are less"
"1817","Increase salary and perks"
"1818","management, shift, working overtime, too many drama in work"
"1819","Salary differs varies hugely according to the position you're hired in."
"1820","Salaries are not very competitive"
"1821","Low pay and advancement opportunities"
"1822","Cons are very minor to consider."
"1823","Daily standups had a tendency to run on far too long, have to deal with an enormous amount of legacy code, and basically nothing is documented well"
"1824","Make sure people understand how agile is supposed to work. Standups aren't supposed to run an hour long. Try to enforce some kind of software documentation standard"
"1825","After the new management changes that occurred in FY'16 sales have become the companies main focus rather than  the product which is leading to low compensation and limited internal growth."
"1826","You get what you pay for."
"1827","-salary (55k with ~3-5% raises every 6 months depending on how company does and your personal performance)"
"1828","They need to hire beter"
"1829","Internal communication poor between departments"
"1830","Very bad compensation, 2-3% raise last year and 0 raise this year except juniors on already low comp, major cut in bonus across the board. Ironically, the stock price keeps going up and the c suites getting significant raises."
"1831","Morale is extremely low in most of the engineering departments. People with good talents would not want to continue working here. Only the mediocre will stay. You need to care less about stock price and more about your employee."
"1832","*Rank and yank system which frequently cuts the bottom of the curve. Always have a back up plan when you get a 4 or 5 rating. Which means this company is not for long term career stay unless you can  perform consistently 
* Career progression can be improved
* People come and go because of the two points above"
"1833","Do something to make people stay and appreciated, not just another disposable corporate slave."
"1834","The shifts of working are rotational that may be some consequences"
"1835","Nothing"
"1836","Very low salary compared to Industry average. High turnover. Forced overtime."
"1837","Increase your salary. Those who aren't a graduate of a Business course earn more than us, and this is a Financial company. If you want to have growth in your company regarding Financial knowledge, then invest on your employees, and don't just focus on the Language Analysts."
"1838","• Compensation is well below market average
• Workload is mounting up every month in terms of volume and difficulty, but compensation seems to be at the least of management's priority"
"1839","TURNOVER du personnel trop important. Le bureau de Paris n'est pas du tout décisionnaire. Personnel trop jeune."
"1840","Job is extremely boring! Lots of red tape"
"1841","after getting some  good position growth with stopped."
"1842","Poor management handling
Overwork
Lots of sudden OT"
"1843","Listen to your employees"
"1844","Feedback to management can often fall on deaf ears"
"1845","Change management - when the content/higher managers want change, they want to do it now, no if and buts about it. This is very frustrating for the people who are directly impacted by thw change they want to implement."
"1846","Identify and address the pain points. It's very hard to leave a good company but when people do, it's because something changed that caused too much frustration to make it not worth staying anymore for them."
"1847","Very small salary only good for entry level employee.No growth. No trainings offered for personal development. No specialization. Can't use acquired skills at any job in a different company.There are a lot of bullies.Some employee don't display professionalism and they lack respect to others. Most jokes are green and below the belt."
"1848","Employees with misconduct should be summoned."
"1849","Frequent Management changes , no proper promotion cycle"
"1850","I did not find any"
"1851","N/A"
"1852","Growth and salary package, and recognition"
"1853","Worst HR I have ever seen, they are really incompetent"
"1854","Employ good HR, this is a critical department"
"1855","•Rehiring 
•Commutation sessions for employees
•Hiring employees with good commutation skills"
"1856","I would like to request rehire on the talent not on the previous experience with Factset"
"1857","Easy to be boxed into a certain and limited role unless one really shows pro-activeness and drive."
"1858","Don't be afraid to shake things up. And don't let everything be dictated from the U.S."
"1859","Compensation Transparency
Lots of change
Struggle between start up and corporate vibe"
"1860","I do not have any cons to mention."
"1861","1. All the products are already developed, so you need to fix bug and maintain them.
2. Main work is on frontend only."
"1862","Growth rate of employees is very less"
"1863","Nothing."
"1864","Some teams may require you to do on-call duties which affects work-life balance"
"1865","Salary is less and cant compare with other IT industries in the market"
"1866","Unfair evaluations
Low pay raise
Management is not transparent"
"1867","Not much to move up without going to CT"
"1868","Operation locally rely on  other countries' decision which some countries are less flexible than others. It is a blocker for the company as a whole.

Management are old fashioned and too much talking.

Not so much advancement opportunity meanwhile undergoing through not so interesting responsibility daily. 

All those are based on the observation and experience in a specific location of this company. Other... places could have been different."
"1869","Slow pace environment 
Have to learn internal coding languages"
"1870","Reward the employees based on their sales performance, pro-activity and client support, and not the management' own opinion. The Dubai office management has led to 10 resignations in less than one year, the whole office counts 25 employees."
"1871","Dirty politics and recommendations ."
"1872","Management  should be take the proper feed back from the emoloyees."
"1873","Using some in-house tools for development"
"1874","-Non corporate working environment
-Limited career progression
-As a consultant there is no bonus for maintaining clients and bringing sales leads 
-Autocratic management style and lack of respect for employees lead to Dubai office having 12+ resignations in one year"
"1875","Value employees & nurture talent"
"1876","Offshoring operations to Philippines and India all the while importing bodies from ‘western’ countries to offset lack of internal candidates in the States (lowers EMEA/AsiaPac talent pools as well as domestic morale and wages).

Compensation
* $60K ($70K in SF) domestically to start (college new hire)
* Rated 1-5 every 6M; 1=~$5k, 2=~$3k, 3=~$1.5k, 4=$0, 5=Fired
* Above is rough 3 year averages for raises 

*... Ratings are on a weighted curve; eg: 10% of employees can be rated a “1” and they are trying their best to move to an annual compensation review (already done in the SBUs).

* Can earn near $100k after 5 years at top rating (again only 10% clip due to distribution and no one is rated 1-2 in first year); problem is every coastal start-up, large client, or reputable tech company pays that in 1-2 years for similar Customer Success or Analyst roles.

* Realistically not eligible for bonus until in Sales or as a ‘Senior’ Manager (still <=~$10k); have to crush goal or be fairly senior (10+ years) for anything meaningful. Stock options exist, but in 5+ years of being 1-2 rated I’ve yet to receive any, but your mileage may vary.

Much more not listed, but suffice it to say the cons greatly outweigh the benefits in the 2018/19 economy. Best thing that could happen to FactSet would be another recession."
"1877","Can only speak to GSCS (Sales, Specialty, and Consulting), but FactSet is in many ways analogous to a Ponzi scheme. At a basic level, our client facing model is to bring in 2+ new hires for every lost employee of tenure to ultimately keep costs down and expectations even lower. The company does not care about the client experience, nor are they ultimately concerned with their success as we time and again drive good... people away to essentially subsidize our competition or our clients with relatively seasoned junior talent.

Phil’s stated goals of being a world class risk provider, open platform, etc. are all fantastic but he simply doesn’t have the middle management or tenured contributors with the drive to see these policies through to completion. Too many senior managers are scared of him (he fires people) or complacent because they have families to provide for and they don’t want to rock the boat. In a way, I get it. But it really doesn’t help the company (top line, margins, stock price) or inspire people to stick around and fight the good fight. GSCS lost a huge percentage of employees last year because of comp or people simply not being bought into “leadership” on the ground. Phil can have all the town halls he wants, but until people start feeling invested in and hungry to innovate and try new things… The Street and our shareholders will continue to be agnostic to unimpressed with our performance.

I know Phil reads these periodically and hates the phrase, but FactSet remains a good company to start your career when you have no better alternative. Your early years are vitally important in setting up a prosperous career later – don’t waste away more time than required in finding a better company or opportunities for your late 20s, 30s, and beyond.

Advice: Better industry comps to measure relative compensation (R2C?) as I'm tired of hearing people leave for huge pay increases. Second, take a serious look at management south of JW or KK in GSCS as we're in desperate need of real leaders."
"1878","Factset had great talents but cannot keep them
Hard to archive resources needed for projects. Communication latencies between us team and oversea team is usually 24-48 hours. You have to have 6am/11pm meetings to have a remote face to face conversation with them. And they may or may not get back with what you asked for.
Not a great place for foreign workers who need visa sponsorship because of the internal... immigration team"
"1879","Factset was a great place to work for. Consider to make compensation at least competitive to industry average. Give excellent software engineers who want to contribute to Factset a reason to stay. Some managers are not good at either managing people or managing projects and they tend to stay as managers. I think managers need to be trained on a regular basis."
"1880","Low pay and raises, upward mobility"
"1881","More transparency"
"1882","There are nothing cons about"
"1883","None too impactful to mention"
"1884","Nothing I didn't get anything on that"
"1885","Nothing everthing is all fine and good"
"1886","Dependance on different time zones"
"1887","Invest on potential"
"1888","Dwindling benefits and increased focus on growth over employee satisfaction and retention, periodic shifts in organizational structure, minimal opportunity for growth"
"1889","Hard to clear the training. 
Go through with bail Curve
Rotational Shifts"
"1890","Didnt see any as of my experience"
"1891","The organization is playing a bit of catch up on core corporate functions as it evolves from a small to a larger company."
"1892","Difficult to control career advancement & salary increases since there are protocols in place to determine how many people can be in each job title + salaries are dictated based on department budgets on a yearly basis."
"1893","More transparency with compensation and career advancement"
"1894","politics , unable to enlight the effort and work"
"1895","No growth, less salary, egoistic managers"
"1896","Working for the same process for longer period."
"1897","Stress with negative competition, Increased targets"
"1898","-unpaid OT
- limited growth opportunity"
