Employer.s.Name,Review.Link,Job.Title,Review.Date,Review.City.Town.Name,Review.State.Name,Review.Country.Name,Current.Job,Length.of.Employment,Employment.Status,Overall.Satisfaction,Career.Opportunities,Compensation...Benefits,Senior.Leadership,Work.Life.Balance,Culture...Values,Business.Outlook,Recommend.to.Friend,CEO.Approval,Pros,Cons,Advice.to.Sr..Management,Headline,Employer.Response
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9948497.htm,Senior Software Engineer,3/17/2016,Hyderabad,Telangana,India,Yes,More than 3 years,Full-time,4,2,3,3,4,2,Getting Better,Yes,No Rating,"work life balance
direct interaction with business","Not good hr policies
No future plans for the business",think about employee benefits more,Good one to work, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9875807.htm,Database Administrator/Developer,3/10/2016,Hyderabad,Telangana,India,No,More than a year,Full-time,4,4,3,5,5,4,Getting Better,Yes,No Rating,"- Helpful and experienced managers.
- Flexible timings.
- Diverse and competitive colleagues.
- Competitive pay.","- Not a lot of benefits other than pay.
- Less challenging in terms of innovation.
- Growth is slow.", ,Great Place to start your carrier for a smooth transition from student to professional., 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9815078.htm,JRA,3/6/2016,Hyderabad,Telangana,India,Yes,More than a year,Full-time,4,4,4,3,3,3, , ,No Rating,"Good package, Management Friendly Process, Great allowances for night shift employees","Promotions are Less, Have to prove hard.", ,Its a great platform to start your career., 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9804558.htm,Research Associate,3/4/2016,Hyderabad,Telangana,India,Yes, , ,3,4,3,3,3,4,Getting Better,Yes,Approve,"good work life balance, pay structure average, good career growth","Repetitive work, additional benefits not much", ,Work life balance, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9773187.htm, ,3/2/2016,Hyderabad,Telangana,India,No,More than 3 years,Full-time,3,2,4,1,4,1,Getting Worse,No,No Rating,"Good Work life balance, Cafetaria, Doable work targets and Modest salary",Very slow pace of growth and no equality and level playing field for all employees,Immediate revamp of middle management is very essential to held bright people,Good Work LIfe Balance, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9764806.htm,Research Associate,3/1/2016,Gurgaon,Haryana,India,Yes,More than 3 years,Full-time,3,3,4,4,4,4,Staying the Same,Yes,Approve,"The benefits are endless when it comes to working in this company. Some of these are flexible timings, transport facilities, salaries better than competitiors.
There are numerous portals and platforms that help you grow personally. Internal job portals are also one of the best.","If you are a fresher, then this job is worth only 1-2 years of your career. Beyond this, your work becomes monotonous and boring. There is very little growth if you stay in your current position.",We could have more transparency and better job rotations.,A company growing exponentially can provide employee growth if you are willing to work hard and smart., 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9722055.htm,Quality Engineer,2/27/2016,Gurgaon,Haryana,India,Yes,Less than a year,Full-time,4,5,3,1,5,1,Getting Better,Yes,No Opinion,"Transport,  benefits,  flexi plan, good initial packages,  nice location,  best gender ratio in industry.","Less opportunity to grow,  monotonous work and too many changes.","I know its growing with big names and mergers,  why not let the good old capital iq be alive in there somewhere.",Nice work place but less growth opportunities, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9649928.htm,Quality Engineer,2/21/2016,Hyderabad,Telangana,India,No,More than a year,Full-time,5,4,4,5,5,5,Getting Better,Yes,No Rating,"Work culture, Timings, Flexibility and helping",There are no cons in particular,Very good management,One of the Best, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9630426.htm,Analyst,2/19/2016,Ahmedabad,Gujarat,India,Yes,More than a year,Full-time,5,4,3,5,5,5,Getting Better,Yes,No Rating,"Work culture is great, very professional. Flexible in shifts. Competitive Colleagues.","To much of procedures regarding work flow, and changes the procedure for enhancing the work to be more comprehensive which is a bit tough to get acquainted to it.", ,Analyst in Mergers & Acquisitions, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9623770.htm,Research Associate,2/18/2016,Hyderabad,Telangana,India,Yes,More than 3 years,Full-time,3,3,3,3,3,4, ,Yes,No Rating,"Best company for starters, Salary is good,No work pressure.",No scope for self-development program of employees., ,Good, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9600417.htm,Software Engineer,2/17/2016,Hyderabad,Telangana,India,Yes, , ,3,2,3,2,3,3,Getting Worse,No,Disapprove,Not much stressed work. Depends on you that how much do you want to get involved. If you step into some project then you will be getting more info of current system. Moreover nobody will stop you from or interrupt you in your work.,One of the worst management ever. In less than one year 4 to 5 times higher management is shuffled. Mid level manager have no idea of what they are doing. They are just chilling out there because they will not get job anywhere else. Nobody will understand no matter how much hard you work. Promotion is time dependent.,Keep two managers in performance review. Managers are partial. Take interviews in Telugu.,Software Engineer, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9593655.htm,Senior Associate,2/16/2016,Hyderabad,Telangana,India,Yes,More than 5 years,Full-time,4,3,3,3,4,4, , ,No Rating,"Excellent company for freshers, No work pressure and calm going.",I don't have any cons...., ,Senior Associate, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9490213.htm,MBA Finance,2/8/2016,Hyderabad,Telangana,India,Yes,More than 3 years,Full-time,3,0,0,0,0,0, , ,No Rating,This is one of the reputed company.,I want to prove my capabilities., ,MBA FINANCE, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9422995.htm,Senior Research Associate,2/2/2016,Gurgaon,Haryana,India,No,More than 5 years,Full-time,4,3,4,2,3,3,Staying the Same,No,No Opinion,"Good pay, employee friendly, & good HR policies","too much work pressure, and less holidays granted", ,Good to work at the career start, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9404611.htm,Senior Research Associate,1/31/2016,Gurgaon,Haryana,India,Yes,More than 5 years,Full-time,3,2,5,3,4,5,Getting Better,Yes,No Opinion,Great timing and decent package,work is very boring and bad,kindly do something to either change the work or make it more interesting,Good Company to work for, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9398734.htm,Junior Research Associate,1/31/2016,Hyderabad,Telangana,India,Yes,More than a year,Full-time,2,3,4,4,4,3, ,Yes,Approve,"Best platform to earn as a fresher, Supportive team, helpful Top Management..",Work culture is localised (people speak in native language)..., ,Good to earn more, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9336471.htm,Software Developer I,1/26/2016,Gurgaon,Haryana,India,Yes,Less than a year,Full-time,2,1,2,1,4,2,Getting Worse,No,No Opinion,Good work - life balance and flexible work timings.,"No learning, repetitive work, bad hardware, poor salary.", ,Software Developer 1, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9277926.htm, ,1/21/2016,Hyderabad,Telangana,India,No,More than a year, ,4,4,4,3,4,4, , ,No Rating,"Gives a chance to develop leadership skills, provide regular managerial trainings, attractive pay, nice employee benefits, good organisational structure,","Working in shifts, no secondment opportunities,", ,Enhance yourself, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW9201672.htm,Quality Analyst,1/14/2016,Hyderabad,Telangana,India,No,More than 3 years, ,4,0,0,0,0,0, , ,No Rating,"Work Culture
People
Environment
Managers and the Top Level",No Cons from My Experience,No Advice from My Experience,S&P Capital IQ - The Best company for a Fresher, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8994381.htm,Technology Quality Analyst,12/24/2015,Hyderabad,Telangana,India,No,More than a year, ,4,5,3,4,5,5,Getting Better,Yes,Approve,"1)The Technology division of S&P Capital IQ is fast paced and maintains a positive atmosphere. It was like a home away from home. The company outings happen twice a year and there is a lot of fun activities associated around it. Active participation is encouraged for Annual Day and sports activities that happen in different periods of the year. 
Proper Work Life Balance can be maintained
2) The teams follow agile methodology with a release every 2 and a half months. The short term goals and long term objectives are very clearly set for every team. The team members can also volunteer to suggest a necessary enhancement or project that they think their team could work upon. Initiatives are always encouraged
3) They have flexible timings. What they really care is if you are completing your goals on time or not. 
4) There are ample opportunities on various fronts, QTP testing, UI, back end etc. 
5) We get to take ownership of what we work in which is a great thing.
6) There is special care for ladies with ladies relaxation rooms in every alternate floor.","1) Growth really depends on the team you are in. The bell curve that's in place restricts increments and promotions. It totally depends on your Compensation Manager, which can go either ways. 
2) Onsite opportunities are less. It depends on the team you are in and your experience in the company",Good going. They would know it better.,"Technology Quality Analyst at CIQ, Hyderabad", 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8981490.htm,Senior Financial Modeling Associate,12/22/2015,Hyderabad,Telangana,India,Yes, , ,3,3,2,3,4,3,Staying the Same,Yes,Approve,Good Working Environment and Well maintained work life balance,No problems as such in the company., ,Nice Experience of 2.5 years of my life., 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8954260.htm,Research Associate,12/18/2015,Gurgaon,Haryana,India,Yes,More than a year,Full-time,4,3,4,4,5,4,Getting Better,Yes,No Rating,Comfortable Environment. Easy Work. Fixed Working Hours. Very competitive Salary,Not for building a career. Must switch in 2-3 years. Work can get monotonous., ,Good Place For Beginners, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8925407.htm,Business Systems Analyst,12/15/2015,Gurgaon,Haryana,India,Yes, , ,4,3,4,2,4,4,Getting Better,Yes,No Opinion,"Good environment, work-life balance can be maintained, flexible timings, cabs","ever changing management, no cabs for regular shifts",do not change so often.,Great Environment, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8766690.htm,Business Analyst,11/28/2015,Gurgaon,Haryana,India,No, ,Full-time,4,4,3,4,4,4, ,Yes,Approve,"Good salary, work balance and people. 
Many opportunities.",Not much to learn. Routine work only so not exciting.,Employees should be allowed to work on new and latest technologies like NLP and Machine Learning.,Business Analyst, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8751566.htm,Research Associate,11/25/2015,Gurgaon,Haryana,India,Yes,Less than a year, ,4,4,4,3,5,4, , ,No Rating,Great working environment.... great facilities... People are nice... work is nice... you get to apply your concepts studied in your PG.... flexible working hours....,Lot and Lot of guidelines to be followed relating to your work... which takes lot of time to remember.,provide transport facility for day shifts also.,Research associate, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8732868.htm,Research Associate,11/23/2015,Hyderabad,Telangana,India,Yes,More than 3 years,Full-time,1,1,1,1,1,1,Getting Better,Yes,No Rating,Dealing with Regulatory body filings on daily basis,"Nothing to say, as we are dealing the data from all over the globe",N/A,Research Associate, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8715611.htm,Software Developer,11/21/2015,Hyderabad,Telangana,India,No,More than a year,Full-time,2,1,1,1,1,1,Getting Worse,No,Approve,"Solely depends on the team you are working in.

A good place for elderly people and Hyderabadis to work on a routine basis.","In Hyderabad office they supports only Telugu people the most. They can be renamed as TNC (Telugu national company) instead of MNC. Everyone will talk in Telugu in meetings and no one cares whether you understood or not. Even senior officials will use to discuss about you that too in front of you in Telugu.

No good development work is currently available. Most of their products are already moved to maintenance stage. They were simply using developers to support their products. That too 24x7. 

No one will care about your feedback or ask you whether you like your work or not. Even if you express yourself it won't get addressed properly. 

Lot of micromanagement which you initially won't realize. 

No proper training. They are not interested in improving employees technical skills.

Policies are not followed equally thorough out the firm. They can be altered as your manager's wish.

Only 15 days of work from home is available for a year. Even a new mom with a toddler at home is also expected to work for 8 to 9 hours from office. They will question if you leave in 6 hours and log in from your home and work for 3-4 hours. They will even question if you are going to your home for lunch.

Colleagues are capable of peeking into your monitor anytime and ask questions on what you are doing. Its time for the firm to teach etiquettes to their employees.

Onsite team will expect you to be available even on a local holiday.

No friendly working environment. 

Assessment and ratings are not transparent. Lots of politics.

There is no proper hierarchy.

Canteen and food they provide sucks.",Seriously it is time for you to work on.,Poor management of talents and resources, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8711259.htm,JRA,11/21/2015,Hyderabad,Telangana,India,No,More than a year,Full-time,5,5,5,5,5,3,Getting Better,Yes,Approve,"- food coupons
- you can expand your knowledge
the manager was very cooperative
- shifts 
-ot allownces was there .. so you will get money for extra hours of work
-cab facility","- bad food court as they serve only south indian food which north people cant eat.
-lack of professionalism and you cant understand the english they speak .. its more like telugu",kindy change the canteen wala,a very good company to work with, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8705530.htm,Analyst,11/20/2015,Ahmedabad,Gujarat,India,Yes, , ,5,3,4,5,4,3,Getting Better,Yes,Approve,career growth for students and proffssional,it may only find those students who are academically strong but practically not strong, ,analyst, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8700853.htm,Senior Software Engineer,11/19/2015,Gurgaon,Haryana,India,Yes,More than 3 years,Full-time,4,3,4,3,5,5,Getting Better,Yes,Approve,"Very good environment, least politics, work life balance, supportive colleagues. Good compensations, Cab Facility (though not in normal day shift). Prospects to excel in career, keeping in mind one has to be proactive to learning new technology trends in market, as most projects run on legacy technologies (being a product organization). Although there are teams/projects which gives you advantage to do hands on with latest technology trends from market to your work. Overall a healthy organization.","Sometimes working with remote diversified teams affects, Growth not at a very fast pace but steady.",Make proactive steps to sync gaps and make more prompt projects execution patterns.,"Good place to work, Work-Life Balance, but keep learning to stay in sync with market", 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8655155.htm,Analyst,11/16/2015,Hyderabad,Telangana,India,Yes,More than 5 years,Full-time,4,0,0,0,0,0,Getting Better,Yes,No Rating,Tech savvy company and leaders in the financial services market space.,"better management by introducing work from home, better yearly hikes, etc.", ,Hyderabad, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8654009.htm,Junior Research Associate,11/16/2015,Hyderabad,Telangana,India,No, , ,3,2,4,1,2,4,Staying the Same,No,No Rating,Good compensation and security for women employees,"shifts and no career growth ,no one consider your experience
suffer a lot regarding this experience",don't ply politics on employess,worst experiance, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8637104.htm,Data Researcher,11/13/2015,Gurgaon,Haryana,India,Yes,Less than a year, ,3,3,3,2,4,3, ,No,Approve,good work-life balance and compensation,Nothing thai i can think of as of now, ,Good company for Graduates, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8621018.htm,Analyst,11/12/2015,Hyderabad,Telangana,India,No,Less than a year,Intern,3,3,2,3,1,4,Getting Better,No,No Rating,"initially GOOD PAY FOR FRESHERS, one way transport, security to female employees, ethics, encouragement of team contributions, good food in the canteen, both south indian style and north indian style with one continental counter and fresh juices","poor work life balance, very less scope of growth, odd wok timings, no enhancement of overall knowledge, no idea what your work is going to contribute for!!","employee groth to be considered and employee engaement is needed, people interact very less due to high work pressure and completing the processing of many no of files as targets",analyst, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8505093.htm,Research Associate,11/1/2015,New Delhi,Delhi,India,Yes,More than a year,Intern,4,3,3,3,3,4, , ,No Rating,it is the best company to associate with,it is demanding and may requires shifts,co operative and supportive,research associate, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8473589.htm,JRA,10/29/2015,Hyderabad,Telangana,India,Yes,More than a year,Full-time,5,1,5,5,3,5,Getting Better,Yes,No Rating,"VERY GOOD COMPENSATION, HIGH QUALITY OF EMPLOYMENT, EMPLOYEE WELFARE ACTIVITIES. VERY I LIKE very much organization structure.","nothing is there for learning, i can not improve my knowledge and this experience is not consider by other companies. this are all factors i resigned",please provide employment security,EB 1, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8470088.htm,Junior Research Associate,10/28/2015,Hyderabad,Telangana,India,No,More than a year,Full-time,3,3,2,2,3,2,Getting Worse,No,No Opinion,Not much technical work is done in hyderabad office.,"not at all flexible in terms of leaves, work culture not suitable for employees", ,Work and ethics, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8456706.htm,Senior Software Engineer,10/28/2015,Hyderabad,Telangana,India,No, , ,4,5,4,5,5,5,Getting Better,Yes,Approve,"1) Flexibility of work hours: Technology Team doesn't follow fixed timings. Also, work from home is allowed in most of the cases.
2) Very good work life balance: Company ensures you make it a family rather than a work place
3) Good managers: Development Team has very good managers helping and guiding throughout
4) Celebrating culture: All the birthdays are celebrated and good outing events are managed by the company","1) Lack of knowledge transfer systems: Knowledge is not distributed equally across team members. This increases dependency on a single employee in case of production issues.
2) Non-existing Documentation : Most of the projects don't have documentation making it really tough for the new employees to quickly start work.
3) Inefficient HR systems: The feedback system methodology keeps on changing and fails to make an impact because of non involvement of employees to the changing system. NO proper steps are taken to ensure the effective implementation of HR systems.",Steps should be taken to make systems which can make knowledge available across the company. Feedback systems should be improved to suit the culture of the company rather than following an already existing one.,Good place to work, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8404670.htm,Software Developer,10/23/2015,Hyderabad,Telangana,India,Yes,Less than a year,Full-time,5,5,4,4,5,4,Getting Better,Yes,Approve,"This is the perfect place for the fresher to start their career. Employees are cooperative. No restriction on entry-exit time, but you have to work at least 6-8 hours","As I am also a fresher working here for the last 6 months, I didn't get any cons that makes you uncomfortable here", ,Good place for the fresher, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8391441.htm,Quality Engineer,10/22/2015,Gurgaon,Haryana,India,Yes,More than 3 years,Full-time,3,2,4,3,3,4,Getting Better,Yes,No Opinion,"Good Work Culture
Good Pay
Lot of facilities provided
Management easy to approach","Not a great deal of balance between work and life
Climbing the ladder is long 
Lot of non-effective policies to irritate you",Change your rank structure and how you promote people,"Great Environment, but slow paced climb", 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8361795.htm,Analyst,10/20/2015,Ahmedabad,Gujarat,India,Yes, , ,2,1,1,3,1,2,Staying the Same,No,Approve,They have good HR over here and have good employee welfare activities. This is only one of the good reasons to stay.,Completely micro management or you can say nano management. They ask for each and every micro second as what we did and where we had spend that time. Bad salary structure.,They should understand that employees are also human beings.,Analyst at SNL, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8351650.htm,Associate Obligor,10/19/2015,Hyderabad,Telangana,India,No, , ,3,3,4,2,3,2,Getting Better, ,No Rating,"Work culture is good, Initial pay would be better than the peers.",Exposure is very limited. Growth is restricted. Management is not effective., ,Associate Obligor, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8349502.htm,Research Associate,10/19/2015,Gurgaon,Haryana,India,Yes, , ,3,3,2,3,4,3,Getting Better,Yes,No Rating,good company to start your career with.,they have weird shifts and certain weird rules.,nothing as such,good company for career begining, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8333662.htm,Research Associate,10/17/2015,Gurgaon,Haryana,India,No,More than a year,Full-time,2,2,4,2,4,2,Getting Worse,No,No Opinion,"Excellent work life balance, great salary and bonus, good transport facility, some very helpful managers and peers","Repetitive and monotonous work, no financial research, very difficult to find outside opportunities after 1-2 years of working here", ,Research associate, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8319466.htm, ,10/15/2015,Gurgaon,Haryana,India,Yes, , ,4,3,4,4,5,4,Getting Better,Yes,Approve,Great work life balance. Great HR policies. You can deliver the work in best way you know.,Permanent shift of 2-10 for QA can be a problem sometimes.,Add flexibility to HR policies as well as work timings.,QA Engineer, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8311828.htm,Research Associate,10/15/2015,Hyderabad,Telangana,India,Yes,Less than a year, ,3,3,2,4,5,4,Getting Better,Yes,Approve,"Nice workplace, not much pressure of work, no overtime","slow growth, tenure more important than performance", ,Job Environment, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8284056.htm,Research Associate,10/13/2015,Gurgaon,Haryana,India,No,More than a year, ,4,2,3,3,4,3, , ,No Rating,Some managers are great. Great work life balance,Not too much too learn and too much easy going attitude by youngsters, ,Research Associate, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8180236.htm,Senior Research Associate,10/5/2015,Gurgaon,Haryana,India,No,More than 5 years,Full-time,4,3,4,3,4,3,Getting Better,Yes,Approve,Good Company to work and good payer,Monotonous work in some departments, ,Senior Research Associate II, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8141789.htm,Research Associate,10/1/2015,Gurgaon,Haryana,India,No, , ,3,3,5,3,5,3, , ,No Rating,"- Salary and Work-Life Balance
- Friendly Co-workers
- Young and casual environment","- Skewed Gender Ratio spoils the environment (more females)
- Not much to learn 
- Gets monotonous after just a few months
- New policies not too employee friendly
- Promotions can be tricky if you do not show off your work
- Daily Target orient","- Improve Gender Ratio
- Knowing the job is monotonous, management should explore new ways of making the job interesting rather than focusing on daily, monthly productivity
- Encourage employees to analyse companies, markets and write reports even if ","Great firm, however new policies not employee friendly", 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW8140875.htm,Senior Associate,10/1/2015,Gurgaon,Haryana,India,No,More than 3 years,Full-time,2,1,4,1,1,2,Getting Worse,No,Approve,"The pros are not many,for those who join from campuses it comes across as an extended campus .They pay well,but by the end of it,one feels deskilled.No L&D initiatives.No support for women employees.They have ridiculous explanations and no definite framework for their appraisal programs with a few growing leaps and bounds and the others sitting for years together even through they get recognized for their excellent work.",You grow if you pretend to work!,Please stop acting savvy when you arnt!,Defunct practices and top heavy company!, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7991901.htm,Senior Software Engineer,9/18/2015,New Delhi,Delhi,India,Yes, , ,3,3,2,4,2,2,Staying the Same,Yes,Approve,"One of the best work culture so far experienced, flexible work timings","Repetitive work, Low annual Hikes", ,Nice Company to Work With, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7967952.htm, ,9/16/2015,Hyderabad,Telangana,India,Yes,Less than a year,Full-time,4,4,4,4,4,4,Getting Better,Yes,No Rating,Very good work culture and the company is growing at a faster pace.,Not so many cons but little bit monotonous work., ,S&P Capital IQ, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7937697.htm, ,9/13/2015,Hyderabad,Telangana,India,Yes, , ,4,3,3,4,4,3,Staying the Same,Yes,Approve,"Nice Environment
Good People
Higher Management is Supportive
Worklife- Social Life balance","Lack Of Growth Opportunities
Night Shifts", ,JRA, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7884832.htm,Financial Analyst,9/9/2015,Hyderabad,Telangana,India,Yes,Less than a year,Full-time,3,3,3,3,3,3,Getting Better,Yes,No Rating,Its help full us,using all level students and easy to get oppertunities, ,good, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7830304.htm,Software Developer,9/3/2015,Gurgaon,Haryana,India,Yes,More than a year,Full-time,3,3,5,4,5,4,Getting Better,Yes,Approve,"Flexible, cool work culture, paid well, job stability",Using outdated technologies so no learning. Nit a good place to start the career with.,Hire less people. Instead give more work to the existing employees.,less learning. more earning, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7702025.htm,Technology Quality Analyst,8/24/2015,Faridabad,Haryana,India,No,More than 3 years, ,4,3,3,2,4,3,Staying the Same,Yes,No Opinion,Good working environment and work culture is amazing. Pay is awesome. Compensations are also good,THe one big problem is that the top management is poor. Rest everything is awesome, ,Technology Quality Analyst, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7644273.htm, ,8/19/2015,Gurgaon,Haryana,India,Yes, , ,3,3,4,3,3,1, , ,No Rating,"Great office, good people, the transition the company is going through needs to take a pause",Listen to the undercurrents and listen to your people., ,The politics in the compnay is very overwhelming, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7513210.htm,Quality Engineer,8/9/2015,Gurgaon,Haryana,India,Yes,Less than a year,Full-time,4,3,3,3,4,3,Staying the Same,Yes,Approve,"Good work culture
Not much pressure","Less salary
Repetitive work
No onsite oppurtunities",Value the top talents.,Quality Engineer, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7483023.htm,Analyst,8/6/2015,Hyderabad,Telangana,India,Yes, , ,3,3,3,4,4,3,Getting Better,Yes,Approve,"Good Environment, Work/Life Balance, No stress",More transparency should be while reviewing performance of an employee, ,Good for Entry Level, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW7390511.htm,Research Associate,7/29/2015,Gurgaon,Haryana,India,Yes,More than a year, ,3,3,4,3,4,4,Getting Better,Yes,Approve,"Good work- life balance, good compensation at Graduate Level.",Less growth opportunity and work is too monotonous.,Allow people with potential to grow and give them responsibility.,Research Associate, 
