Employer's Name,Review Date,Pros,Cons,Advice to Sr. Management,Headline
Standard & Poor's Financial Services LLC,7/29/2013,Excellent benefits and managable workloads,Poor corporate governance and lack of foresight,Better planning and management of acquisitions needed,Poor corporate governance and rash decision making
Standard & Poor's Financial Services LLC,7/21/2013,Excellent pay and Decent Benefits,"Management doesn't mentor the younger employee's
Throw them to the wolves atmosphere",Mentor more and provide more growth opportunities,Intern/Temp Employee
Standard & Poor's Financial Services LLC,7/16/2013,"Good work-life balance, good leadership",I can't think of anything, ,Great company  to work for
Standard & Poor's Financial Services LLC,7/14/2013,"Team value, flexible hours, good benefits",Too many levels in the company, ,S&P
Standard & Poor's Financial Services LLC,6/26/2013,Great people and good working culture. Pay and benefits are quite competitive too.,Training structure can be better. No real graduate scheme means it's difficult to look out for entry level roles.,"Look to recruit internally and offer more training for those looking to broaden skill set. Often too US policy focussed in terms of processes, titles etc. FIne in theory but doesn't work here in London",Very good work life balance
Standard & Poor's Financial Services LLC,6/24/2013,"Good learning ground with exposure to different point of view
Exposure to situations and meetings as part of the analytical team","Pay package
IT systems can be improved to improve efficiency, but changes are coming through", ,Ethical place of work in the financial space
Standard & Poor's Financial Services LLC,6/10/2013,Juste un bon nom sur son CV.,"Trop d'enjeux politiques ;

Mauvais management qui manque d'une vision stratégique ;

Des cadres intermédiaires avec des compétences managériales terribles ;

Le goût de l'innovation et le sens de l'analyse ne sont plus des priorités. L'ensemble de la société est devenue trop axée sur des règlements (blâmez les environnements trop réglementaires).",Promouvoir les dirigeants à tous les niveaux,"Beaucoup d'argent, beaucoup de politique"
Standard & Poor's Financial Services LLC,5/30/2013,"Standard hours
no too much of work load
good managers","minimal benefits
no proper cafeteria
lot of consultants", ,Good and nice place to work
Standard & Poor's Financial Services LLC,5/25/2013,"- de bonnes indemnisations

- la possibilité de travailler depuis chez soi

- un environnement international

- des opportunités","- Plus d'opportunités en tant qu'analyste.

- Et aussi plus d'opportunités si basé dans les bureaux principaux contrairement à ceux plus petits.", ,Une bonne expérience.
Standard & Poor's Financial Services LLC,5/23/2013,The salaries at Standard and Poor's are somewhat better than average. There is a union that does its best to protect its members. Other than those I can't think of any other pros.,"Standard and Poor's is a company that has made nearly a billion dollars each of the last five years yet it is outsourcing jobs to India.

Benefits used to be great and are now barely above the minimum. 

Foresite is subjugated to the short term gain. The left hand doesn't know what the right hand is doing. The company has great tools and programs that cannot communicate with one another resulting in duplication of effort.",First and foremost stop outsourcing jobs. Your customers hate having to deal with India. This is going to end up biting you in the end.,Just Another Pawn
Standard & Poor's Financial Services LLC,5/6/2013,Fast Phase working environment with a lot of opportunities,Long commute for none new Yorkers, ,Friendly working environment
Standard & Poor's Financial Services LLC,5/5/2013,S&P is a steady company that has weathered a lot of the financial storms.  The company is full of well rounded people who take work seriously but also care about their families and other aspects of life.,"You aren't going to get rich at S&P, but the pay is good, particularly compared to non-financial companies.  The company can be slow to change.", ,Good company to work for
Standard & Poor's Financial Services LLC,5/3/2013,"Work with, and for many brilliant people.  Ten years ago this was an excellent company to work for.","In many areas it's not what you know, it's who you know and office politics can be very nasty.  If you connect with the right people you can climb the ladder.
Company going through a re-organization.  Top 20% of company kept in place while IT, Finance, Sales, and the back-end of the businss (AP / AR / Customer Service) are outsourced.
Communications and cooperation across departments and across systems is not good.  Bulk of work force to be made up of outsourcing / consultants.",Managers need to be trained at being managers.  Company needs better communication from the top down.,"Great run, met a number of amazing people.  Futures employees - just the best and the brightest need apply."
Standard & Poor's Financial Services LLC,5/2/2013,"Collegial work environment
Intellectually stimulating and important work
Good benefits and compensation","Promotions weren't based on work product, but politically driven  
Rating analysts were over worked, sometimes a sweatshop mentality (no wonder there are allegations that ratings weren't accurate) 
Managers who were promoted due to seniority, not competency
Regional office employees are often overlooked for promotions","Corporate culture values seniority over innovation, this needs to change.",It Was the Best of Times and the Worst of Times...
Standard & Poor's Financial Services LLC,4/23/2013,Good place to work at,reorgs happen often and roles not communicated,Nothing that i can add at this time,S&P review
Standard & Poor's Financial Services LLC,4/22/2013,"- Tolle Leute

- Kontakte zu Leuten in hohen Positionen in verschiedenen Unternehmen","- lange Arbeitszeiten

- immer mehr von Regeln eingeengt", ,Associate
Standard & Poor's Financial Services LLC,4/16/2013,Good work life balance and stable environment for the most part,limited growth and opportunity for certain job functions,Should have better defined roles and growth plans for business analyst,Stable but limited growth
Standard & Poor's Financial Services LLC,4/11/2013,"Domain knowledge if in core financial teams
Good brand reputation","Culture was good but no more infact going really bad
No appreciation for the people who really do meaningful work
Biased promotion policies in most cases
Almost nil on site opportunities
No professionalism.. don't even comunicate in English when in meetings
worst food and even worst committee
Management penalizes the doers instead of middle managers who don't do their work",It works better to encourage ppl to get more productivity and satisfaction instead of penalizing the actual effort makers..,Interesting work if u r in the right team
Standard & Poor's Financial Services LLC,4/7/2013,"very friendly environment, work is not very intense",space is a little bit small, ,"great experience, people there are very nice"
Standard & Poor's Financial Services LLC,4/2/2013,A very good Work Environment,have not discovered one yet,"As of now, the management is doing good.",Amazing company to work with. Work Environment is great.. Friendly people.
Standard & Poor's Financial Services LLC,3/6/2013,"S&P vous fournit l'opportunité de voyager, ou même de déménager dans un autre pays. Ils supportent également le développement professionnel par la formation, dans un environnement généralement très chaleureux.","On sent que l'entreprise ne vous paye pas au prix du marché. Après un certain temps, le travail devient répétitif. Comme c'est une grosse entreprise américaine, on ressent aussi la bureaucratie.",Accordez plus d'importance à vos employés - ils sont par dessus tout les représentants de votre marque.,Fournit une grande flexibilité.
Standard & Poor's Financial Services LLC,3/5/2013,Good work/life balance. Reasonable hours and are given a lot of flexibility as long as you are making your numbers.,"Management, toxic colleagues that harass one another and bully, dead weight that refuse to make an effort to help.", ,Mixed Bag
Standard & Poor's Financial Services LLC,2/21/2013,"Flexibility in schedule and environment coupled with upward mobility.  
The recent layoffs were done with respect and generosity.
The 401K plan is probably their best benefit package piece.","That pesky DOJ filing is going to cause problems in the company for years; this is probably not the best time to join.
The health benefits aren't fantastic.",The annual review schematic needs to be revised.  It seems to be quite a backward process.,overall a good company
Standard & Poor's Financial Services LLC,2/15/2013,"Great professional experience. Despite the rigid corporate structure, it was relatively easy to meet with supervisors.",none that i could think of, ,IT Intern
Standard & Poor's Financial Services LLC,2/5/2013,"Smart people innovating in important areas - for example creating market indices on a variety of submarkets, developing new products such as tools for advisor markets and education materials for individual consumers.","Cutting edge financial information is joined with a company that has its roots in print textbooks - a highly competitive industry and with a high cost structure in an age that is moving rapidly to digital. That has created a lot of pressure internally to keep costs, including R&D, down.","Focus on the long term health of core businesses, less on short term.",Some great people in a difficult economy for publishers...
Standard & Poor's Financial Services LLC,1/31/2013,Everyone was very friendly and willing to teach you things. The program had lots of seminars and upper management went out of their way to invite interns to events. Very open and flat culture.,The work could get tedious. It was up to you to take initiative to find more challenging work., ,U.S. Public Finance Ratings Intern
Standard & Poor's Financial Services LLC,1/15/2013,"Small teams
Not a lot of chain of command garbage
Dress code business casual
Allowed your own style as long as it stayed in guidelines (Code)
Flexible Hours within reason
Located downtown NYC
outside park lunch area and cafeteria","It's a large company, who reports to who is complex
cubicles are sometimes shared
Excessive meetings depending on team","Keep doing much of the same, embrace the new ideas you can get from employees.","No complaints, great Internship (Developer)"
Standard & Poor's Financial Services LLC,1/14/2013,Good benefits and compensation package.,Senior management seriously disconnected with their employees. A lot of good talent is leaving for opportunities where there contributions are recognized and valued., ,Great company with a lot of potential but senior management seriouslydisconnected with the people who generate the value
Standard & Poor's Financial Services LLC,1/9/2013,Products are very good. Employees are very committed to providing excellent service to clients. Lots of training. Management is very accommodating and works with employee,This is call center so plan accordingly., ,Very good place to work. Work life balance is great. Product is terrific
Standard & Poor's Financial Services LLC,1/8/2013,Good management and organization within the firm.,Overall positive experience with good culture., ,Review of a former position.
Standard & Poor's Financial Services LLC,1/2/2013,"The S&P brand is invaluable on a resume, allowing you to leapfrog from this company to another with hopefully higher base salary. There is leniency when it comes to vacation and sick days, as well.","There's very little potential for growth, and with a lot of older employees and veterans at the company departing, there's also very few mentors to really facilitate the growth of the younger employees. Due to this, there's a glaring problem of knowledge loss.",Be more competitive with your salary.,"Good resume builder, low opportunity for growth"
Standard & Poor's Financial Services LLC,12/29/2012,Good Work-life balance with decent pay. opportunity to work with very talented individuals in a college-like setting.,Not for the ambitious person. Absolutely no career path for support staff unless you are a close to a top executive., ,Too much change with little progress in the last 18 months
Standard & Poor's Financial Services LLC,12/12/2012,"Telecommuting;
Can't think of anything else that is keeping me here.","Senior management is exclusively and myopically focused on profit margin.
As a result, analysts are over worked (too many companies per analyst), under resourced, and underpaid.",Your assets - the analysts - walk out the door every night.,"Slow, steady decline in work environment."
Standard & Poor's Financial Services LLC,12/7/2012,"Very inclusive atmosphere, intellectuals, interesting place to work for. More laid-back than most financial firms and hours were very reasonable considering the industry.",Stringent restrictions on career advancement and there's no official job placement for interns. There's also a lot of negativity stemming from new regulations., ,Summer Intern
Standard & Poor's Financial Services LLC,12/2/2012,Some of the people are truly great. Employees are overpaid for the work requirements and benefits are solid.,"Most of the great talent goes unrecognized, while incompetence is never stamped out. The company lets real assets toil at low levels while continuing to give advanced positions to external hires. This is not a growth opportunity. Enthusiasm quickly diminishes after working at S&P for a few months.", ,"Scrambled culture, limited transparency and honesty, frustrating and unrewarding work."
Standard & Poor's Financial Services LLC,11/30/2012,"Great training, fair compensation, great, smart and humble people, stable, great brand.",A great analyst does not equal to a great manager,Need to look into the management of rating side.,A great place to work
Standard & Poor's Financial Services LLC,11/30/2012,The people are the best thing about this company. Well regarded products and leading market position.,Your face has to fit to get what you want. Some people seem to get all the breaks especially when they threaten to leave.,Value the people who actually do the work.,Great working environment
Standard & Poor's Financial Services LLC,11/28/2012,I learned a lot from my internship.,Different project teams have different cultures., ,"made a lot of good connections, learned a lot."
Standard & Poor's Financial Services LLC,11/21/2012,"good environment, relaxed, free food","not chllenging enough, a little confusing in management", ,good
Standard & Poor's Financial Services LLC,11/21/2012,Company has strong strategy and leadership.,Lots of politics and depending on your role - you shoudl expect to work very hard.,Need to place a stronger emphasis on making those in the second tier of management happier and more engaged in the strategy. The company has gone through some ups and downs and many changes over the past coiuple of years.,Very good experience and a good training ground for my career
Standard & Poor's Financial Services LLC,10/30/2012,Not so much pressure on you,Hard to see how you can progress clearly,Be clearer what you job will be and how it relate to others,Very unclear about what your job will be
Standard & Poor's Financial Services LLC,10/20/2012,"--Clear cohesion of management across different sectors and regions around globe.
--Great work-life balance.
--Intellectually stimulating work environment.",Cost of health care benefits being shifted to employees., ,An exceptional work environment.
Standard & Poor's Financial Services LLC,10/19/2012,Specialized in data collection involves in depth analysis of financial information provider,"Very less chances to grow up,",Expected to more professional in all aspects..,It's a Good platform to start a career in the field of finance..
Standard & Poor's Financial Services LLC,9/21/2012,"Some smart people, the corp ratings side provides a real service to the market",Most passive-aggressive place i ever worked. 70% of my effort pretty much was focused on getting things through internal bureaucracy and approvals rather than working for our clients. Lots of people who were on the mediocre side,"Grow some. You need to be willing to take risks, not just milk the cash cow until she dies","Political, passive aggressive culture"
Standard & Poor's Financial Services LLC,9/18/2012,"Good work-life balance (for finance), great people (both technically and personally). Good starting salary and benefits. Top and senior management are great. Culture of helping, teaching and being the best among the rating agencies.","Bureaucracy hinders good people from moving up, stupid things as not promoting to a certain level if you don't have a masters or MBA (as if you'd learn anything useful at an MBA for an analytical job...). Good starting salary, but no real bonus until you're director. Middle management doesn't know how to manage.",Cut the red tape. Heavily.,Great life and people–but too bureaucratic
Standard & Poor's Financial Services LLC,9/9/2012,work life balance is ok.  True 9-5 job.,politics can sometimes be a little frustrating,Promote within is usually great for moral..,"It's not too bad, not bad at all"
Standard & Poor's Financial Services LLC,8/25/2012,"Best working environment & culture, No pressure & deadline.",Attrition rate is very high..,Increase the compensation and benefits..,Excellent company for freshers of Finance
Standard & Poor's Financial Services LLC,8/16/2012,"It is the one of the biggest and best rating companies in the world, and being here one can learn alot besides growing in the company from strength to strength in one's career.",I havnt come across any cons in the company, ,Suberb Company to work for.
Standard & Poor's Financial Services LLC,8/16/2012,"Great atmosphere, very interesting job, a great way to learn the materia for other carreer opportunities. A great place to start a career in finance. There are some benfits and discounts","Low salaries when compared to investments banks, very hard to advance in hierarchy if you start from the bottom and in a small office. There is no real connection with senior managment.",More options for promotions and courses especially for junior analysts,Great opportunity to learn about finance
Standard & Poor's Financial Services LLC,8/4/2012,"Professionalism
People
Strong brands and products
Variety of projects to work on
Salary and benefits
Opportunities for the right skills and experience
Global presence
Not afraid to take tough decisions","Still dealing with GFC-related issues on credit ratings
Ongoing organizational restructure 
Increasingly centralized operations and decision-making
Conservative management style
Can be prone to bureaucracy",Focus on differentiating from the competition. Clarify the value proposition. Connect more with the market and with clients. Explore the development of new solutions for emerging markets. Loosen up a little bit!,"Solid organization, but facing challenging times"
Standard & Poor's Financial Services LLC,8/1/2012,"- Supportive, family-oriented staff
- Great benefits/pay
- Community programs and seminars
- Discounts with McGraw-Hill ID to museums/events","- Hard to be promoted/change positions; really have to stand out from the crowd
- You are one of many worker-bees
- Not always the most challenging/dynamic work","Because the company stands for growth & innovation, why not be more open to change?","Great pay, but hard to move up"
Standard & Poor's Financial Services LLC,7/30/2012,"The hours are great, and the pay is decent... it's not competitive with the banks, but you really do get a 9 to 5 workday. The building empties out at 5pm.","There are a lot of interoffice politics. They are gutting entire departments to ""shake up"" things, especially things like IT which is being *entirely* outsourced. Progression is really slow up the ladder as well, as it's a place that doesn't judge you on the merits of your work for promotion, but rather the amount of time you're there. Better off leaving and taking a lateral move, then coming back 3 levels higher. It's a HEAVILY meeting dominated culture, where you talk about things for weeks or months at a time before actually doing ANYTHING.","Faster promotions for those that deserve it. The best employees aren't going to wait around to get one, they want to see that their work is rewarded or they will find somebody else who will. The politics and meetings kill productivity, and should be eliminated.","Great hours, decent pay, lots of politics and big shakeups."
Standard & Poor's Financial Services LLC,7/26/2012,S&P gives you the benefits of working with some of the best financial minds on wall street and at the same time also allows you a decent amount of time to spend with family and friends!,The range of financial products / industry exposure that one can work on is limited compared to most investment banks, ,Great work life balance in the city
Standard & Poor's Financial Services LLC,6/29/2012,"S&P is a really good company to work for.  The number of employees who have stayed with the company exemplifies that.  The work/life balance is excellent and includes options for telecommuting, compressed schedules and flexible hours based on the needs of your role.  There are plenty of career opportunities internally and many people take advantage of them.  People are professional and motivated.",The company is going through many changes.  It is hard to know what kind of company it will be to work for when things settle down.  The uncertainity has many people uncomfortable about the future and their own job security.,Don't be penny wise and pound foolish.  Manages changes carefully.,Nice Place to Work
Standard & Poor's Financial Services LLC,6/22/2012,Great people that work there. There is a lot to learn and you can go far. You work hard and get paid well.,Some people there are clicky and there can be long hours. If you do your job well you will be fine., ,Great Place
Standard & Poor's Financial Services LLC,6/12/2012,Good place for working mothers and to retire. Pace of work depends on the group you work for but overall stress levels pale in comparison to Investment banks. Hours are very good for families.,"It is not a good place for young professionals. Despite the good hours, salaries are low and the work is not interesting enough. It is a good place to develop your fundamentals but the pace of growth for your career is slow to non-existent.",Invest in your employees by promoting from within.,Depends on what you are looking for
Standard & Poor's Financial Services LLC,6/5/2012,Exposure to senior management.  Good work life balance.  Very open culture focused on collaboration with different teams.,Feels sometimes as if IT drives the bus.  Projects routinely die before getting anywhere, ,"Very good culture, good exposure to Sr. Mgmt"
Standard & Poor's Financial Services LLC,5/28/2012,"The people are extremely helpful and open, including senior directors. 
Access to global analysts 
Good name to have in your resume","The salary is not competitive for being in the financial services sector
Highly bureaucratic company, everything takes time
With the new regulation, doing the job is more about ticking boxes and reviewing checklist to ensure that every angle has been covered rather than focusing on value added analysis", ,Great way to build up your financial skills
Standard & Poor's Financial Services LLC,5/21/2012,"Some incredibly bright people in analytics, from mid-level up through the head of ratings, compliance and analytics. Work / life culture pretty good, and you'll find that most people work about an 8 to 5 days, amazingly enough in this day and age.","Bizarre politics, with some incredibly mediocre people in IT, wasting millions of dollars per year while returning ""ok"" results. There's an overwhelming ""don't rock the boat"" theme running through the organization, to the point where even low level project managers are discouraged from sharing anything but good news on their status reports, lest somebody up line get upset. The result is that some of the C-level folks think all is well, and often aren't provided with the full story.","Political situation way too complex for a trite recommendation. However it needs to be addressed. Recommend creating a true ombudsman department, with several members and an organization process to explore issues that employees raise - and bring concerns, results and patterns of complaints to C-level management so they can start to become aware of the real issues, while not exposing the ""whistle blowers"" to risk.",Exhausting whirlwind experience navigating intensely matrixed organization replete with politics and dysfunction.
Standard & Poor's Financial Services LLC,5/17/2012,"Great benefits, competitive salary for lower level jobs (like mine).","General culture of slavish respect for authority, but intelligence can be seen as threatening. Talent not valued nor recognized.",Hold job performance and understanding of markets and PEOPLE to higher standard than you hold ambitious employees' kiss-up abilities.,S&P Not Exactly a Talent Magnet
Standard & Poor's Financial Services LLC,5/4/2012,"Work Life Balance, Great analytical training","salary, location, lack of progression",Improve internal opportunities job board,Enjoyable
Standard & Poor's Financial Services LLC,4/13/2012,"9 to 5 work day, good atmosphere, 5 to 6 weeks of holidays, famous place to work, nice to have it on the CV, not very stressful.","Low salary, mediocrity instead of meritocracy. No place for ambitious individuals. Very difficult to obtain a promotion. A new comer from another company with  2 years of experience will obtain a title you need to wait for at least 5 years if you start in the company.
A new comer with 5-7 years of experience is viewed as 10-15 S&P years of experience by senior management.","Need to change the whole management spirit where being good is badly viewed. Start rewarding fidelity to the company, the huge turnover is a best sign that nobody (with less than 10 years of experience) wants to stay there. One third of all analysts leave company every year.",Nice place to finish your career but definitely not for ambitious hard working people
Standard & Poor's Financial Services LLC,4/9/2012,extremely diverse environment. enthusiasm and creativity encouraged.,"long hours, not much appreciation from management, compensation below par trading firms","less micromanagement, more trust in employees","sometimes fun and challenging, other times very stressful with unrealistic management expectations and deadlines"
Standard & Poor's Financial Services LLC,4/3/2012,"""work / life"" balance and flexibility","S&P is a very political work environment. People are compensated and promoted based on perceptions about their abilities rather than reality. It is all about being in the ""in"".  There is a lot of unnecessary management, particularity at the ""lead analytical manager"" level. Analyst are burden by ""process"" and micromanagement all in the name of ""transparency"". Yet their is no transparency on compensation practices. The analysts are just asked to do more and get paid less. No room for advancement in this company.",stop paying your analysts less to do more,Not stimulating and unsatisfying. Working in a highly political environment
Standard & Poor's Financial Services LLC,3/21/2012,"Good sales team (southern europe)
Good portfolio - Good benefit - Feel part of the company even just started
Good place to start","No personal life
Management have to be more transparent with employees
No place for perfectionism
Too much competition between team within same company", ,Great place to learn - good for starters
Standard & Poor's Financial Services LLC,3/20/2012,"Good location in downtown NYC
Nice culture with many notable financial experts
Opportunities to learn the business
Above average pay
Established financial organization
Good managers that are open and friendly","Established financial organization (stodgy at times)
Business is complex, steep learning curve if in a technical role
Not a startup nor a startup culture (not necessarily a con)", ,Nice place to work with laid back atmosphere
Standard & Poor's Financial Services LLC,3/3/2012,"- Very professional team, all with great educational and professional background
- Great location in NY
- Respected company, looks great in resume
- Was given meaning work to do during internship","- Even though I was doing serious work that would save them a lot of time in the future, they didn't seen that interested. Big turn off
- Shamefully low pay for an internship in NY ($15/hr)
- They didn't seen to be very prepared to receive interns
-","- Pay a decent amount to interns. Something comparable to other financial services firms. $15/hr is almost an insult

- Revamp the internship program so that the internships could possibly end up in full-time offers. Just like any investment bank does","Good internship, would not want to make a career there"
Standard & Poor's Financial Services LLC,2/28/2012,The collegiate feel and teamwork are terrific. People discuss credit issues together and team members can work together and trust each other (not as much pressure to prove your volume of sales). It feels like a university environment and people are always looking for the correct analysis (something that may not be the case on the buyside or sellside).,"Promotion system is poor, with people promoted for political reasons rather than ability, and a poorly implemented review process. Also IT systems are poor (although improving markedly after a big effort in the last 2 years). The company has been through a tough period with the credit crisis and has reduced benefits and increased operational processes to the detriment of the job.", ,"The team is great, but career progression is very inconsistent and IT systems poor"
Standard & Poor's Financial Services LLC,2/16/2012,"Flexible on time off, office hours and holidays. Spends lots of time on training staff and does so efficiently. Has goods perks, pension funds, health and dental care, gym, transports credits, wine clubs, shopping etc. Committed people.",Underpays its staff compared with the rest of the market. Does not know how to retain its qualified staff. Very political. Often goes with paralysis through analysis. Does not allow motivated people to develop themselves & grow., ,Can do better
Standard & Poor's Financial Services LLC,2/11/2012,"lifestyle, benefits (although used to be a pension but now that's gone), easy work, people are nice overall, used to be low stress","pay, too much busy work, no opportunity for advancement, not a meritocracy but driven by seniority, management not very smart", ,Was very good but now very poor
Standard & Poor's Financial Services LLC,1/30/2012,Managers do no micromanage your work..,Expectation to do things w/o instruction.,Better communication.,Relaxed atmosphere.
Standard & Poor's Financial Services LLC,1/25/2012,"Work life balance
9 to 5 lifestyle","Dealing with managers and group heads that are more interested in ""CYA"" than in career development of people under them",Start reading some of the articles and get a clue about how the world views the company. You have an overinflated opinion of your place in the world. Its almost like an ostrich with its head in the sand!!!,Great place to watch your life go by
Standard & Poor's Financial Services LLC,1/23/2012,"The company is part of McGraw-Hill the book giant and has locatations in Mid-town, Penn Plaza and Wall St. The employees are friendly and supportive.","McGraw-Hill - S&P is one of many companies that have outsourced their IT jobs out to India and other countries to save on the ""bottom-line"". Big bucks in management pockets, but the down-side is that these companies through necessecity, become so rigidly structured, that there can be no forward IT movement or improvements for years.  This is already evident in the timeliness of information that S&P can no longer provide, making company ratings obsolete.","If S&P is to remain viable as a Ratings/Financial Company, it can not be run under the management of or as part of a bookstore manager's mentality.","S&P was a thriving and respected company until 7 yrs ago, when Harold McGraw started to use it as his 401K."
Standard & Poor's Financial Services LLC,1/13/2012,"Great work atmosphere
Smart driven people","Compensation is not really aligned with hard work and results
not that challenging",Compensation and results/efforts should be correlated.,Great.  Such a great place.  I have learned so much.  I owe them a lot
Standard & Poor's Financial Services LLC,1/10/2012,"Good pay, nice benefits, I would say competitive,  but not outstanding in pay and benefits offered. Better than some, worse than others.",Layers of people defending their positions. A disconnect from the clients/products. Middle management more focused on how they look than how they or the company are actually doing.,"Cut dead wood. Don't just shuffle people around to make them another manager's problem. Cut down on politics and jockeying for position. focus on doing what's right for the customers/company, and not what will get you a title or an office.","Was good, then not"
Standard & Poor's Financial Services LLC,1/9/2012,Support of time off needed for continuing education; promotes community involvement; and direct access to managment of companies.,"Sometime work is not as challenging, management's strategy is not always communicated to other employees.",Increase compensation for advance education,"Good place to start your career, advancement can prove difficult"
Standard & Poor's Financial Services LLC,1/4/2012,As rating company it has some reputation. Lot of information about different domain loan banking good work place far from train station,None of the systems well integrated and team don't inform and cooperate with each other.  not a good location for commute,Revise your scrum process...people with out technical back ground run the agile meeting and they gave examples which are far off from reality,It is a awful place for IT development
Standard & Poor's Financial Services LLC,12/8/2011,"Nice offices, good resources, reasonable pay. Access to a large knowledge base. Good canteen, opportunities to learn more skills, reasonable hours.","Poor department communication, dull and repetitive work, too much bureaucracy (a meeting had to be held for even the tiniest decision), overflow of emails that aren't relevant to the majority of people they are sent to.","Cut down on the meetings, not every decision needs to be made by committee.",Not a place you'd want to stay
Standard & Poor's Financial Services LLC,12/1/2011,"Worldwide recognition of brand, although have to wonder about that lately. If you have a great boss, you're set. Heck, you might even get promoted regardless of your ability or quality of contributions. Sure, politics exist everywhere but this place is blatant about it.  And if you're caucasian, you'll do quite well here. Hey, it's a job and will pay some bills.","A lot of incompetent and overpaid people in senior to mid-level management. HR thinks they're above everyone and don't have time for anyone. Very old school and rigid.  This place is riddled with rules (if they don't like you) and yet no rules (if you're part of the in crowd). If you're a person of color, GOOD LUCK! Work here if you really have no options and are desperate. Don't say that you weren't warned. High turnover everywhere.", ,"Favorites win, everyone else loses"
Standard & Poor's Financial Services LLC,11/4/2011,"good work life balance
sometimes challenging work
good client facing opportunity for analysts","slow to change
difficult to grow at junior levels
admin burden",need to communicate better and more timely,Fair relaxed place to work
Standard & Poor's Financial Services LLC,11/3/2011,Supportive learning environment for a young person just out of college.,"After several years, job tasks can become dull at times.", ,Great first job after college
Standard & Poor's Financial Services LLC,10/19/2011,"Prestige, methodology of work, leading franchise, versatile approach.",Compensation is not top. At least at internship level., ,Very good.
Standard & Poor's Financial Services LLC,10/10/2011,"9-5 work schedule; no expectation to stay late, work weekends, or respond via bberry.","""That's the way we do it"" used to justify backwards and outdated ways of doing everything.  
A young, talented, hungry workforce being stiffled by incompetent and intimidated management.  
Processes are more important than results.  
No opportunity for promotion based on performance; just a-- kissing.
HR is a calamity.",Per Lou - We can be a billion dollar bureaucracy or a billion dollar startup.  We are the former.  Focus on results instead of processes.,Billion Dollar Bureaucracy
Standard & Poor's Financial Services LLC,10/7/2011,flexibility to personal life and good hours,promotions based on seniority rather than individual accomplishments, ,Good learning experience but limited upside opportunities
Standard & Poor's Financial Services LLC,9/27/2011,S&P believes in work/life balance.,"Managers that can't manage, don't know what they're doing, and incompetent.",Stop hiring everyone from Thompson/Reuters.  Replace the top 2 levels of management.,Disappointed
Standard & Poor's Financial Services LLC,9/15/2011,Work/Life balance is important to the company. The cubes are empty by 5:30. Employees are easy going. The work environment is not competitive.,"Job function can be repetitive, limiting knowledge growth. The lack of competition makes employees complacent. Longtime S&P employees have found it hard to compete in the job market against sharper peers from other companies.","Reputation can only get S&P so far. S&P needs to engage the market in order to stay competitive. If not, the brand will suffer.","Good work-life balance, limited knowledge and career growth"
Standard & Poor's Financial Services LLC,9/15/2011,"Flexible time, not a typical sweatshop",One of the worst company to work for especailly for Consulting purpose. Everything over here is of poor standards. Lots of unnecessary work and micro managing brings down your morale. The employees show no repect to their consultants. This is one of the bad company to work with.,Show some respect and courtesy to consultants instead of treating them like servants. Check that employees do their duty well and establish a good process.,Standard is Poor
Standard & Poor's Financial Services LLC,9/14/2011,"Good exposure to upper management, coworkers humble and friendly, work with smart people, tasks varied regularly, intern program very well run and the location in the city is great","not incredibly innovative company, bureaucratic at times with a gun shy legal department, days sometimes move at a slow pace", ,A rewarding place to spend the summer
Standard & Poor's Financial Services LLC,9/13/2011,"S&P is extremely powerful and influential in the global financial markets. Unlike investment bankers, the culture is a bit laid back and good place to work, in particular for women.","While it is a large organization itself, it is owned by The McGraw-Hill Companies. So occasionally, you encounter a situation where you need to do redundant works.","If you want to work as a credit analyst, you need to pass the exams.",Excellent business with great competitiveness
Standard & Poor's Financial Services LLC,8/8/2011,"Good independent work atmosphere, work life balance is considered important. Respects employees. Has very good learning opportunities, has a good leadership.",Standard and Poors provide very few opportunities for growth. Growth mostly depends on the department a person is employed in.,"Nothing that comes to my mind as of now, nothing special. Nothing that comes to my mind as of now",Good
Standard & Poor's Financial Services LLC,8/5/2011,"Great platform to learn an industry, practice credit analysis and build a network. Also most managers offer good work/life balance.",Lots of administrative work. Lots of old school managers not as engaged in their job.,"Pay people for performance and encourage older less competent mangers/analysts to leave organization to make room for younger, more engaged employees.","Awesome learning opportunity, as well as job flexibility and security at a cost of lower compensation"
Standard & Poor's Financial Services LLC,7/26/2011,"Relax, good working environment, nice people, stable job","low bonus, hard to promote",please try to hire some intern for the full time,Good place to start your job
Standard & Poor's Financial Services LLC,7/20/2011,"1. low stress level
2. good compensation for entry level jobs
3. cubicle for every single employee
4. good benefits","1. nature of jobs not close to real finance
2. compensation not so good for senior level jobs
3. laid-back working environment","increase compensation level for senior level jobs
cut the time spent on meaningless meetings
increase on-job training opportunities for all employees","not very stressful, well compensated"
Standard & Poor's Financial Services LLC,7/6/2011,"It's established and will always have business so they don't cut when times get tough - it's relatively ""safe"" if such thing still exists. 
The compensation is good, the overall package is great I think having worked at smaller and very small companies. (401K match, discounts, etc.) 
It's pretty much 9-5 - so it gives a great quality of life even though some people may complain - but the grass is always greener, right? It is a good place to work and have a balanced life. It is, seriously.","Management. There are too many layers of management, and they keep adding more layers. You may be very gifted and talented and hard working, only your immediate supervisors will see it. It's tough to get ahead.", ,"Good name, good compensation package but no opportunies"
