"","Employer.s.Name","Review.Link","Job.Title","City.Town.Name","State.Name","Country.Name","Interview.Date","Interview.Difficulty","Interview.Length..no..of.days.","Process","Interview.Outcome","Overall.Experience","Why.Decline","Negotiation.Phase","Interview.Question.1","Interview.Question.2","Interview.Question.3","Interview.Question.4","Interview.Question.5","Employer.Response"
"460","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW22989004.htm","Business Systems Analyst","Ahmedabad","Gujarat","India","10/16/2018","Very Easy",NA,"First round was telephonic which was pretty simple. Second round was face to face where all the job responsibilities were explained. I found the process to be very easy. People will not find difficulty in cracking the rounds and managers are also very friendly","Accepted Offer","Positive"," "," ","Analytical question"," "," "," "," ",NA
"461","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2281012.htm","Business Analyst","Gurgaon","Haryana","India","1/14/2013","Average",21,"The total number of interviews were 4. I had to go on the campus and was there whole day. The questions were related to general accounting/ economics terminology and general knowledge about current affairs.","Declined Offer","Positive","I got another offer from another company taht I preferred working in."," ","They asked me to associate the name of a person with whatever they were famous for and tehn they mentioned a random  name that does not exist."," "," "," "," ",NA
"462","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2256617.htm","Business Analyst","Hyderabad","Telangana","India","1/7/2013","Average",1,"It was a campus drive.We were given a choice of applying for BA/QA/DBA/SE . According to that we were asked to write appropriate sections in written test. Aptitude, challenge u experienced were compulsory sections.Apart from that coding section, technical section, Testing questions were there. I attempted BA and QA questions mostly and got through written. In the first interview, i was asked to draw a flowchart , usecase diagram, interviewer asked me to explain what is a usecase, gave me a situation like developing a shower for a physically handicapped person and some general questions. After !st round we were asked to leave. Shortlisted candidates were asked to come to their office.","No Offer","Positive"," "," ","Draw a flow chart to go to your home."," "," "," "," ",NA
"463","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1919601.htm","Business Analyst"," "," "," ","9/5/2012"," ",NA,"Call for interview based on review of the CV. Round one - short interview asking basic and general questions. Round two - detailed written test. There were different sections - GK, writing business reports based on a detailed write up given about a particular fictional company and answering questions after analysis of business reports. Round three - technical interview.","No Offer"," "," "," ","Most difficult was writing the business report based on a detailed write up given about the company in question."," "," "," "," ",NA
"464","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2006907.htm","Business Analyst"," "," "," ","10/1/2012","Difficult",7,"There is a initial aptitude test consisting of 4 sections answering the first one is compulsary as it test your quantitative aptitude the next section depends on the postion u apply for ... SE - codes and outputs DBA - sql queries and other realted questions BA - everyday life situations .... generic . - write a problem solving experince The Interviews were three rounds 1 on campus and 2 in the company they consisted mostly of everyday situations ... he projects u are part of and your introduction and other activities u are involved in ...also they will give u use cases to solve and UI's to design ..","Accepted Offer","Positive"," "," ","Start a company that can compete with google ..."," "," "," "," ",NA
"465","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW833945.htm","Business Analyst"," "," "," ","3/1/2011","Easy",60,"first interview was drawing an erd diagram and another skills based question. First person I talked to I was extremely impressed with, really smart guy. I got a second interview down at their office where I saw the first person i interviewed with, my potential manager, and another business analyst. the other business analyst had been there awhile, and seemed frustrated with the company but loved the people. the manager was smart and asked good questions. I signed a paper for travel reimbursement, was told I would hear back in two weeks and left. That's when things got unorganized. I didn't hear anything back for over two weeks, emailed the recruiter and heard nothing back. I got the check like a month and a half later and it was for double the amount I put down. My friend also had a second interview and emailed the recruiter and was told he wasn't getting the job. I emailed them two times more and never heard a thing back. Kind of ridiculous for a company to be that unprofessional.","No Offer","Negative"," "," "," "," "," "," "," ",NA
"466","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW460715.htm","Business Analyst"," "," "," ","4/11/2010","Easy",1,"The first round of the interview consisted of taking a skills assestment test. The first question wanted you to outline/draw a sample interface of a database to hold documents. The second question asked about ERD's, and making one for a specific scenario. Then the interviewer would then come in, and ask you questions on your answers. The interviewer would propose difference scenarios for the interface, and ask how you would debug and implement small changes to improve user capability.","No Offer","Positive"," "," ","What's your least favorite desgin?"," "," "," "," ",NA
"467","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3341892.htm","Business Analyst","Hyderabad","Telangana","India","11/21/2013","Difficult",30,"Hiring and interview process was held for so many candidates at a time and the first round was an written test which are on the basics of finance and second round was personal interview round in which they mainly asked about detail explanation of financial ratios.","No Offer","Positive"," "," ","Explain CAPM in detail.This is followed by some related questions"," "," "," "," ",NA
"468","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4877319.htm","Business Analyst","Hyderabad","Telangana","India","8/30/2014","Average",2,"Campus Placements.Consisted of three rounds.First round was aptitude.Second round was technical(Mostly related to Business Analysts and some database questions).Third round was combination of both technical and HR.Most of the questions here was based on whether you were interested to work as Business Analyst or not.(My first preference was DBA)","No Offer","Positive"," "," ","Unexpected question was based on a registration form"," "," "," "," ",NA
"469","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW5491687.htm","Business Analyst"," "," "," ","12/6/2014"," ",NA,"Details The written test consists of Easy english questions followed by arithmetic questions based on %, P&L, ratio etc. Next accounting questions on funds bonds and stocks. The technical rounds are tough but keep yourself updated with what happens in the stock market and the other important areas related to it. I have listed a few questions asked below","No Offer"," "," "," ","stokt split"," "," "," "," ",NA
"470","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4725579.htm","Business Analyst","Hyderabad","Telangana","India","8/6/2014","Difficult",2,"interviews generally happen over 1-2 days consisting of 3-4 rounds usually ending with the Deputy director taking the final round questions wil be based on SDLC , ur projects and case studies relating to everyday problems, questions on you resume, future goals and related questions","Accepted Offer","Positive"," ","no negotiations","How would you handle new competition in your area , if you already own a pretty successful business but cannot handle the volume .."," "," "," "," ",NA
"471","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW10446424.htm","Business Analyst","Hyderabad","Telangana","India","4/30/2016","Average",30,"It was very standard. Behavioral and then technical rounds. This was a campus interview so no surprises exactly. Had a written and group discussion round in college that was used for the screener.","Accepted Offer","Positive"," "," ","How would you re-design a chair for school children. (This was supposed to analyze how you solve a problem and can come up with innovative solutions)"," "," "," "," ",NA
"472","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW8610120.htm","Business Analyst","Hyderabad","Telangana","India","11/11/2015","Average",60,"Three rounds. Written; technical; Hr Written - Aptitude, SQL questions, case studies Technical- BA roles and responsibilities, case studies Managerial round - Why CIQ, Why are you looking for job change HR- Behavioural questions; Salary negotiation","Accepted Offer","Positive"," "," ","SQL, Case studies, BA roles and responsibilities"," "," "," "," ",NA
"473","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW16756807.htm","Business Analyst","Ahmedabad","Gujarat","India","9/10/2017","Very Difficult",NA,"Anyways glass door, I will update my opinion on quora, I stand by review I have put, we work for money and such companies have hiring process which only hires freshers, for them people above 35 are old. There are various platforms to write reviews, I will use that, but i will definitely put same opinion.","No Offer","Negative"," "," ","Whosoever is trying to give interview and S&P global market intelligence, for Business analyst position Ahmedabad, please go through my experience;
In July 2016, S&P global had Business analyst opening, and I did not clear the interview as I was not able to answer few questions correctly, I assume its ok if you dont know answers of 3 questions from say 10 questions. Matter over
In Aug 2017, I got call from one of the vendor (Mind it  here vendor is not at fault at all) for opening of BA in S&P global ahmedabad, the S&P global outrightly rejected my Application without taking interview giving reason I was interviewed earlier (thats is more than 1 year back). So if any one is giving interview at S&P global and fail to get selected, door to S&P global will be closed permanently even if interview happened 1 year back. 

Another thing I noticed, in july 2017 S&P global has given walkin for Business analyst, but till sept(Till date) they are not able to close the opening, so Ideally they are not friendly employer. So guys please think multiple times while going for interview.

I have not twisted facts its reality.Another fact is S&P global business analyst position would on pay roll of vendor situated at mumbai, so if S&P global is not happy with performance, they can remove candidate and as vendor is from mumbai, local ahmedabad candidate will be in fix to shift the location.

So before going for interview think  multiple times. I hope I have guided all ahmedabad candidates who works for feeding family and paying EMI, such kind of companies disturbs our family balances. good luck."," "," "," "," ",NA
"474","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW14451694.htm","Business Analyst","Gurgaon","Haryana","India","4/2/2017","Easy",14,"1st round Online aptitude round, 2nd round F2F interview 3rd round F2F interview. It was good they were pretty friendly. They werer also helping in between where I stuck. So overall a very good experience","Accepted Offer","Positive"," "," ","SQL
Excel
Case studies
Previous projects"," "," "," "," ",NA
"475","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4962844.htm","Management Trainee"," "," "," ","9/13/2014","Average",NA,"They called me for the interview based on resumes sent to them. First round was on accounting basics ratio analysis and stock market. Second round mostly on your post qualificatin experience","No Offer","Positive"," "," ","about sensex"," "," "," "," ",NA
"476","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW7713233.htm","Management Trainee","Hyderabad","Telangana","India","8/25/2015","Average",20,"the called me for interview and said me you would me working for shifts the interview process is very simple the techinical round was a basic set of questions. i got call from them to attend Managing Director Round and i didnt attend","Declined Offer","Positive","SHift Basis Job"," ","What are ratios and some other basic questions related to markets
why being a Ca u Came for an interview with Capital iq"," "," "," "," ",NA
"477","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW7051687.htm","Management Trainee","Hyderabad","Telangana","India","6/29/2015","Average",NA,"First Round was manager round.This was totally technical round.Two managers taken the interview. After you clear the manager round you will have a technical round with director. This was also a technical round. After that you will have an interview with M.D which is basic questions related to your background.","Accepted Offer","Positive"," "," ","What is the difference between Merger And Acquisition. What is current ratio. What debt equity ratio? What is diluted eps? Why we take interest amount in calculation of diluted eps. What is cash eps?"," "," "," "," ",NA
"478","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW16237912.htm","Systems Administrator","Ahmedabad","Gujarat","India","8/6/2017","Easy",NA,"It was very easy process.First they had taken interview over phone to check communication skill.Once they found ok then got a call for technical round.It was really easy.Then final round was about having skype call with managers sitting at different locations outside of India.","Accepted Offer","Positive"," "," ","How would you handle the situation when server is down and how would you answer to all the employees and senior management team ?"," "," "," "," ",NA
"479","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW349940.htm","Software Engineer (Intern)"," "," "," ","12/24/2009","Average",60,"The skill test wasn't that bad. 30 minutes and 5 problems. Just don't be nervous on the test. They are CS undergrad test questions about data strucure, programming and simple codes. However, the second interview was a little bit more difficult since i was not expecting to solve a problem. I had to do it in the board and the interviewer was there watching.","No Offer","Negative"," "," ","Given a set of string, write a code that counts the set bits of the string."," "," "," "," ",NA
"480","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW19870728.htm","Applications Associate","Bengaluru","Karnataka","India","3/26/2018","Average",NA,"first round was aptitude. the next round was technical and and final round was about HR. aptitude based on finance skills, capital markets, balance sheet ,gmail writing, descriptive, basic accounting principles etc","Accepted Offer","Positive"," "," ","About ratios , accounting principles."," "," "," "," ",NA
"481","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6310464.htm","Client Development Associate"," "," "," ","4/10/2015","Average",NA,"fit questions, technical questions, about, etc. In addition there were a few more questions with respect to the career path that you wish to pursue, your motivation towards the job, etc.","Accepted Offer","Positive"," "," ","Difference between Investment Banking and Corporate Banking?"," "," "," "," ",NA
"482","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2313902.htm","Android Developer"," "," "," ","1/25/2013"," ",1,"1.Written technical round -subjective database queries,collections.generics and MCQ for core java concepts 2.Basics of android and more stress on core java concepts","No Offer"," "," "," ","Collections and databases"," "," "," "," ",NA
"483","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW484358.htm","Client Development Analysis","Sydney","New South Wales","Australia","5/2/2010","Average",30,"3 different interviews, last one with a SVP. Some technical quesitons, but mainly behavorial questions that dealt with how you might approach client development.","Declined Offer","Neutral","Pay was extremely low."," ","How would you approach client development?","Since you don't have an establish network, how you would go about developing a network? "," "," "," ",NA
"484","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW18484169.htm","Software Development Engineer-II","Gurgaon","Haryana","India","12/27/2017","Very Difficult",10,"I was approached by company HR on Linkedin, and after asking for basic details an telephonic round was set for 3 days later and after clearing it I got a call from HR again to come for final and face to face round at company's Gurgaon office. result for last round was given 2 days later over the call, so overall smooth process for me and took around 10 days.","Accepted Offer","Positive"," "," ","WPF
Converters? ans implement iValueConvertor and implement Convert () & ConverrtBack()
Command in WPF? ans Icommand
iNotifyPropertyChange? ans it and explained UpdateSourceTrigger
types of Resources? static vs dynamic
How to Implement style?
can one style implement on one page be used on another? ans yes if declared at window level
MVVM architecture?
Does MVVM follow SOLID principal? Yes
PRISM?
Dispatcher in WPF?
AP vs DP?
Types of Bindings in WPF?
DirectEvents in WPF? ans all RountEvent in WPF
is Multithreading possible in WPF? answered NO it follows STA
how to make UI more responsive? answered Async and Await

C#
OOPS, concept?
Var vs Dynamic?
as and is operator ?
how does compiler binds method to class?
Multithreading in C#? if we want to implement progress bar as and when 100 threads do their work how shud we implement?

WCF
endpoints in WCF?  explained A+B+C for endpoints
types of binding? answered scenario based and which one to choose by flow diagram
default instance mode in wcf?
types of instance modes in WCF?

SQL
read uncommitted isolation levels?
http://www.oracle.com/technetwork/testcontent/o65asktom-082389.html 
select case yes or no if null = null
ACID properties
https://hassanszone.wordpress.com/2009/03/04/acid-properties-of-sqlserver-2005/


Face-Face

how would you design the Structure of multi-threaded environment to contain each Thread and its StackTrace.?

Write Code to implement Enqueue and De-Queue method in a Queue and data can be added both in Front or End of Queue?

Value types vs Reference Types?

Design data structures and few queries to optimize them and insert data in a table designed by him and advantages/disadvantage of the two? "," "," "," "," ",NA
"485","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW19903164.htm","JRA","Visakhapatnam","Andhra Pradesh","India","3/28/2018","Difficult",30,"There will be 4 rounds, 1. Written : Aptitude, Reasoning and English will be one part. And accounting related questions another part. 2. Technical 1 : Basic accounting questions from letter A(in accounting) 3. Technical 2 4. HR Round","Accepted Offer","Positive"," "," ","Mostly basics questions from Accounting, Costing. You need to prepare all the basics from Intermediate to PG. They will ask nearly 60to70 questions in both the rounds "," "," "," "," ",NA
"486","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW20022288.htm","JRA","Kolkata","West Bengal","India","4/4/2018","Average",NA,"First written,1st round interview and second round interview with director.If you are called up very late then you are lucky you will get to know many questions before your turn come","Accepted Offer","Positive"," "," ","Questions mainly related to financial ratios,Private placement,merger and aquistion,NPV and IRR"," "," "," "," ",NA
"487","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW14611996.htm","JRA","Bengaluru","Karnataka","India","4/12/2017","Average",1,"It was a campus interview. the interview consists of 4 rounds. 1)Aptitude test( contains English, Mathematics and account basic objective questions) 2)Technical interview-1(with the TL) 3)Technical interview-1(with the Manager) 4)HR In the technical round interviewer asked me all definitions related to corporate finance, Investment banking , Portfolio Management. since our company related to finance services. they didnot asked me any accounting questions.","Accepted Offer","Positive"," "," ","Basic accounting and finance questions"," "," "," "," ",NA
"488","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW16745113.htm","JRA"," "," "," ","9/9/2017","Difficult",27,"First there was a written test which consists of accounts,english,Gk and self introduction at last....next round is 2tech rounds in which you will be asked some questions relating to your subject and the final.one is hr round and it's just for letting them know why are u interested in doing in their company ...you have to justify it ...","Accepted Offer","Positive"," "," ","relating to securities market..","holding company  and subsidary company differnce","types of mergers","what does MOA &AOA Says about","about demonitisation",NA
"489","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2053706.htm","JRA","Bhopal","Madhya Pradesh","India","10/16/2012","Difficult",2,"The company came to Bhopal for the post of JRA(Junior Research Associate)..the written test was conducted and then after the interview...the interview consisted of 2 rounds..technical and HR..the technical round was tough..asked a lot of questions..basically from core accountancy like appropriation account, redemption of shares into capital account, mutual funds, preliminary expenses,etc...Hr round is simple..asked mostly from your resume..why do you choose this subject, salary expectations etc...lost in HR round..","No Offer","Positive"," "," ","The question was how the shares of the company are valued in its balance sheet statement..revolving credit, capital lease, core accountancy questions, questions from shares, debentures, bonds, letter of credit, etc"," "," "," "," ",NA
"490","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1797257.htm","JRA"," "," "," ","8/1/2012","Average",2,"very long process and also not worth it","Accepted Offer","Negative"," ","they are not paying well so there is no chance of negotiation already","they ask general question . take on the basis of your  marks in education .rest is just a formality"," "," "," "," ",NA
"491","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1848548.htm","JRA","Tirupati","Andhra Pradesh","India","8/15/2012","Difficult",3,"Interview process consist of three rounds. 1.Written test Our knowledge in Accountancy, Finance, Aptitude and English were tested. 2.First Technical round A person such as Team lead or Manager will be examining our skills in core finance and accounts. 3.Second Technical round along with HR A person in the position of director will examine our knowledge levels in core finance and accounts area along with few HR related questions. Scoring good marks in written exam will be added advantage to secure the job. About three days preparation is more than enough.","Accepted Offer","Positive"," ","Make sure that you secure the job.  After that try to secure job in any other company offering better pay, career etc if you don't get any job just join the job other wise move on.","I have not faced such an situation during the interview process.  The entire process in totally concentrated on testing skill test of the candidate."," "," "," "," ",NA
"492","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6477822.htm","JRA","Hyderabad","Telangana","India","4/30/2015","Average",60,"A test, 2 technical interviews and 1 H.R round...! Its a long process, i applied in Dec...got a call for test in Feb....and interview round in April....! Some are even having 6 rounds i.e 3 technical round....!!! Don't y...for some 6 and for some 5 rounds..!!!!","No Offer","Positive"," "," ","What is V.C, Capital Budgeting, Zero Based Budget, Annual Report, Fund Flow & Cash Flow so on...!!!! and introduce yourself...!"," "," "," "," ",NA
"493","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW10419761.htm","JRA","Gurgaon","Haryana","India","4/27/2016","Average",7,"one written round which had finance based questions from public offering, private placement and M&A domain. Followed by HR round and two technical rounds. Little bit of financial concepts and more or hr questions","Accepted Offer","Neutral"," "," ","M&A related concepts"," "," "," "," ",NA
"494","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW10217701.htm","JRA","Hyderabad","Telangana","India","4/10/2016","Difficult",15,"1st written 2nd technical pannel of 2 people 3rd director round 4th HR round and expect more not the laymen answers and if you cross the first 3 rounds the 4th one was easy and hae only CTC negotiations","No Offer","Neutral"," "," ","bonds,project in finance"," "," "," "," ",NA
"495","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW9583406.htm","JRA","Hyderabad","Telangana","India","2/16/2016","Average",90,"Written test followed by two technical interviews.. Questions mostly related to basic accounting and finance that we study throughout graduation & MBA. Easy to crack the interview only if your finance knowledge is thorough.","Accepted Offer","Positive"," "," ","why S&P Global market intelligence?"," "," "," "," ",NA
"496","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW9651893.htm","JRA","Hyderabad","Telangana","India","2/21/2016","Average",2,"posted my resume on the website and then got a mail with an aptitude test link. After being short listed i went through telephonic interview 1st round. Now iam waiting for their call.","No Offer","Neutral"," "," ","diff b/w manufacturing and trading account, minority interest, eps, "," "," "," "," ",NA
"497","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW8574962.htm","JRA","Hyderabad","Telangana","India","11/7/2015","Easy",NA,"At first the recruiter called me. then they set me up for a SAT test. After that, they interviewed my skills and other tests. After that, they had a PI with TL, manager and the director. Overall process was good and was done within one month. And then finally they called me and gave the offer letter","Accepted Offer","Positive"," "," ","basic questions about myself. after that introduction, they asked me about my previous employer and stuff. "," "," "," "," ",NA
"498","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2581983.htm","TQA","Gurgaon","Haryana","India","4/21/2013","Average",2,"it waS COOL and easy","Declined Offer","Positive"," "," ","what is testing ?"," "," "," "," ",NA
"499","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1928050.htm","TQA"," "," "," ","9/6/2012"," ",NA,"Apti, hr interview, written technical test, and another technical interview....waitin for the results","Accepted Offer"," "," "," ","Some random analytic questions"," "," "," "," ",NA
"500","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6074531.htm","TQA"," "," "," ","3/8/2015","Difficult",NA,"Long and complex. The selection process is pretty stiff and overall presentation matters as much as your knowledge. Confidence is a must and so is ones presence of mind. The ability to adapt and improvise are a big plus. The multiple rounds might seem easy but do not take them lightly. Being honest is good.","Accepted Offer","Positive"," "," ","To create test cases of a folder. Difference between stress and load testing"," "," "," "," ",NA
"501","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1426599.htm","Global Product Development (Client Services/Account Manager)","London","England","UK","4/5/2012","Average",30,"After applying by email, I received an invitation for a phone interview in the following week which was mainly based on my knowledge of the role I applied for, interests in the company and some CV details. The following and final step was set in Canary Wharf for a series of four interviews and a Knowledge test (with the purpose of checking your financial knowledge and written skills). The interviewers (members of the Client services team) were extremely kind and quite informal (except for one of them). Questions were focused on my motivation for the role and ""Why Capital IQ?"", few simple questions on financial world and my academic background. One interviewer asked me about my personal interests and a general question on scheduling priorities in Customer Care Service. The Knowledge test (1 h.) was composed of 4 questions: 1) 300 words: Why you? Why this role?; 2) Business Article: do a summary (200 words); 3) Business Article: briefly answer to 6 very EASY questions; 4) 6-7 Multiple choice questions: mainly on Accounting voices of balance sheet + 1 easy numerical question (no calculator). The impression of the team was amazing: kind, friendly and business-focused people who wants to build up relationships in the division, besides ordinary work duties. I'm pretty disappointed by rejection, I did my best but I respect their choice.","No Offer","Positive"," "," ","Why Capital IQ? Why Client Services?","Definition of Hedge Fund"," "," "," ",NA
"502","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3366588.htm","Tech QA","Gurgaon","Haryana","India","11/29/2013","Difficult",1,"I applied at the company's website portal and got a mail for the interview on 21st November. The process consisted of the following rounds 1. Aptitude Test. 2. HR interview. 3. Written subjective test. 4. Technical interview. 5. Another interview. The first round is more of a form cum test round where you have to fill in some details and answer some easy logical, quantitative and English questions. The important thing here is to not miss out on any question as there's no negative marking. It's fairly easy. The second round is the HR interview but it was mostly technical. Just basic questions about testing and what the profile is about and also what u know about the company. The Third round consists of 10 subjective questions. Mostly are about the various types of testing and about writing test cases. The fourth round is again an interview which they tell me is the manger level interview. The above four rounds happened on the same day. I was told the result for the fourth round would be communicated to me within a week. It has been a week since then and i haven't heard from them so far. I guess it's their subtle way of saying, thanks but you haven't been selected for further rounds.","No Offer","Neutral"," "," ","No difficult questions as such."," "," "," "," ",NA
"503","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3869686.htm","Tech QA"," "," "," ","3/14/2014"," ",NA,"1 round of test, 3 rounds of interview, tested software testing knowledge. Good overall check of analysis ability","No Offer"," "," "," ","not many"," "," "," "," ",NA
"504","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1960646.htm","Tech QA","Gurgaon","Haryana","India","9/16/2012","Average",10,"Applied via their website. Got an interview call within a week. First round is aptitude round. This is very easy. 30 minutes test. 20 questions. Cut-off goes around 15-18. Second round is just to check your communication skills. (Hardly 5 minutes, but don't take lightly. They'll tell you about the job profile, salary offered, work shifts etc. Easiest round) Third is written theory round (8 questions for freshers on core Software Testing. Brush up your skills and 2 questions on making Test Cases. This is a major elimination round.) They 'll filter out most of the applicants. Work hard to clear this round Fourth round is TECHNICAL LEVEL interview. The questions contains word puzzles (difficult ones), questions from Types of Testing / Difference between basic types of testing, Test Case Scenarios (This is supposed to be a major elimination round too...so prepare well) Fifth round is easy. Basic HR Round. Why Capital IQ? Why Testing not Development? Ready to relocate? Ready to work in shifts.","Declined Offer","Negative","already had a better offer. Please mind that SOFTWARE TESTING has a limited scope! If you want to go for development, this company is not for you."," ","I was confused between Load and Stress Testing....and one particular Test Case I interpreted wrongly"," "," "," "," ",NA
"505","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1908862.htm","Tech QA","Gurgaon","Haryana","India","9/1/2012","Average",7,"They took a written exam of aptitude which i cleared The HR interview took place which was good Waiting eagerly for Technical","Accepted Offer","Positive"," "," ","Dont think i faced any difficulty as whole procedure was well managed"," "," "," "," ",NA
"506","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2230691.htm","Tech QA"," "," "," ","12/26/2012","Easy",NA,"They came to our college for campus placement and the entire process consisted of 5 rounds. The first round was a basic aptitude test. Also along with the aptitude test we had to fill a form with several details. Now, in the form there was a place to write about why they should hire you. Be sure to fill this with a good answer. The aptitude questions were easy but by the time i was done with the form there was not so much time left. Manage time efficiently.This was a major elimination round. The second round was an HR interview. They basically check your communication skills, ask very basic testing questions. The interviewers were very warm and polite. The interview was very short and they did not ask a single tricky question or interrogate much but be careful because this was a major elimination round as well. The third round was a written test. Here they ask questions about testing terminologies and making test case for various applications like websites etc. I hadn't studied much of testing but still managed to qualify this round. To be safe read about testing and its terminologies and go through sample test cases. After this they called the qualified candidates to their office located in Gurgaon for the 4th round which was a technical+ hr interview. This interview was for about half an hour. The interviewer started off with some basic questions like introduce yourself, tell me about your family etc. and proceeded to ask some technical questions about various types of testing, differences between them and making test cases. Although this is supposed to be a technical interview more emphasis was laid on the hr questions and i got eliminated in this round. I got stuck in questions like Why do you want to go for testing, tell me about an achievement you are really proud of etc. I started talking about sports n other extra curricular activities in that question and the interviewer didn't really look interested. Also, be very careful while answering the question as to why you want to go for testing. Anyway, from what i heard from my friends the last round is a short and easy interview taken by the director and almost all who got through to the last round got selected.","No Offer"," "," "," ","Read about testing terminologies, types of testing and how to make test cases. "," "," "," "," ",NA
