"Employer.s.Name","Review.Link","Job.Title","Review.Date","Review.City.Town.Name","Review.State.Name","Review.Country.Name","Current.Job","Length.of.Employment","Employment.Status","Overall.Satisfaction","Career.Opportunities","Compensation...Benefits","Senior.Leadership","Work.Life.Balance","Culture...Values","Business.Outlook","Recommend.to.Friend","CEO.Approval","Pros","Cons","Advice.to.Sr..Management","Headline","Employer.Response"
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW3446156.htm","Software Engineer","12/21/2013","Gurgaon","Haryana","India","Yes","Less than a year","Full-time",4,4,4,4,5,5,"Getting Better","Yes","Approve","1.Talented people.
2.Healthy Environment
3.Freedom & Space in terms of Logic Implementation.
4.Infrastructure","1.Unawareness & Non-Uniformity of Policies.
2.Admin Management is not quick & prompt.","Managers are supportive. They value your ideas & give you authority of your tasks.","Quality Work with Work-Life Balance"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW3381814.htm","Senior Software Engineer","12/3/2013","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",4,4,5,4,4,3,"Getting Better","Yes","Approve","The work culture is more like a young startup. One has the independence to propose his solutions and implement them after taking feedback. Such Entrepreneurial traits are strongly valued and encouraged.","Within 1-2 years, one will get a hang of the nature of work and it becomes easy to solve. After 1-2 years, it is difficult to get any challenging work.","Hands on managers who can jump into work will offer much help to employees compared to those who only know projects at theoretical level. I happened to work with a mix of both and the former ones offered more help in shaping me.","Senior software engineer @ Capital IQ Hyderabad: This can be a good first job"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW3352676.htm","Technology Quality Analyst","11/24/2013","Gurgaon","Haryana","India","Yes","Less than a year","Contract",4,0,0,0,0,0," "," ","No Rating","good working enviornment.people are helpful.managers are also supportable.","there is no any negativity.people are very helpful","nothing","nice work place to do job"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW3329948.htm","Senior Research Associate","11/19/2013","Hyderabad","Telangana","India","No","More than 5 years","Full-time",3,2,2,3,4,2,"Staying the Same","No","No Opinion","There are good chances to grow in the company up to 2-3 levels, from entry level to a Senior level. 
The management was accommodating.
Good work life balance.
Target based role, every thing will be fine as long as you are able to achieve your monthly targets... quantitatively and qualitatively ..","Post the Senior Associate or Analyst level, it is very very tough to get promoted or to move out from this company to any other. 

It would take about 3-6 years till you can get another promotion. 

The experience from this place is pretty much useless, it is close to impossible to move to another company, unless you have some additional certifications (such as CA, CFA, etc).

There is a certain amount of preference for male employees, when it comes to special projects. 

You need to be in the good books of the management to get promotions and leaves accepted, else things could become awful!

Constant change in policies.

Very conservative environment!","Please assign projects to all members of the team. Do not selectively assign it to a special group of people.
There should be more motivational factors","Monotonous and Stagnant!"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW3254679.htm","Junior Research Associate","10/31/2013","Hyderabad","Telangana","India","No","More than a year","Full-time",4,3,3,3,3,4,"Getting Better","Yes","Approve","good to know the field of finance","shifts can disturb health of employees","no need","good to learn life and work"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW3243985.htm","Intern","10/29/2013","Hyderabad","Telangana","India","No","Less than a year","Contract",4,4,4,4,4,4,"Getting Better","Yes","Approve","Great Mentors
Lot to Learn
Interesting Work","The work completion and milestones were most of the time off schedule leading to loads of work to be accumulated at the last phase of the project.","More  interaction and work delivery between team members of a project would be helpful","Was a good Internship Experience"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW3193893.htm","SRA","10/17/2013","Hyderabad","Telangana","India","Yes","More than 5 years","Full-time",4,4,3,2,3,5,"Staying the Same","Yes","Approve","Good atmosphere to learn lot of things related to Financial markets, investment market, etc totally knowledge based processes.","There is no good employer review and ratings here and middle management lacks in ascertaining the employees' performance review and no Rewards & awards for employees"," ","I am Greatful to work hee in S&P Capital IQ"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW3193052.htm","Team Leader","10/17/2013","Hyderabad","Telangana","India","No","More than a year","Full-time",5,0,0,0,0,0," ","Yes","No Rating","Highly professional and Committed Employees","Shift systems and extended working working hours"," ","Excellant work environment"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW3090229.htm","Junior Research Associate","9/23/2013","Hyderabad","Telangana","India","Yes","More than a year","Full-time",4,3,3,3,3,4,"Getting Better","Yes","Approve","Training, Environment, Flexible work culture, Pay, Vacations.","Shifts, Cab, Monotony in work,"," ","Good for a fresher"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW3054031.htm","Software Engineer","9/15/2013","New Delhi","Delhi","India","Yes","Less than a year","Part-time",4,4,4,4,4,4,"Getting Better","Yes","Approve","good environment
nice staff
good salary
perquisites are good","hectic schedule
work load
wait for opportunities"," ","good"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW3025896.htm","Senior Business Analyst","9/8/2013","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",4,3,3,4,4,5,"Getting Better","Yes","Approve","Very encouraging managers, brilliant employees and very supportive colleagues.","Doesn't pay too much compared to the competitiors"," ","Nice place to start a career."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2918228.htm","Software Engineer","8/10/2013","Hyderabad","Telangana","India","Yes","Less than a year","Intern",4,4,3,4,3,5,"Getting Better","Yes","No Rating","Lots of opportunities to learn
colleagues are very friendly and supporting","Didnt find any during my internship peroid","Benifits could be better","Great I did my final year project work here"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2876391.htm","Research Associate","7/30/2013","Gurgaon","Haryana","India","Yes","More than a year","Full-time",3,2,4,4,5,4," ","No","No Rating","chilled out environment, easy work hours","monotonous work, no learning after sometimw"," ","work life at capital iq"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2870658.htm","Research Associate","7/29/2013","Gurgaon","Haryana","India","Yes","Less than a year","Full-time",4,3,4,3,3,4,"Staying the Same","Yes","No Rating","Good work culture. Three different time slots for working ( can't be chosen though). Healthy sex ratio.","Work sometimes seems to be boring and monotonous"," ","A somewhat fun work experience involving both ease of operations and streamlining of career goals"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2838439.htm","Research Associate","7/19/2013","Gurgaon","Haryana","India","No","More than 3 years","Full-time",1,1,4,1,4,1,"Getting Worse","No","No Opinion","No work pressure and chilled out atmosphere
Work only for money","Managers throw people out in less than a day whenever they wish to..so very unstable company
Growth - forget it
Learning - totally zero
Work - data entry type not that good
Politics and managers are biased 
Training - zero after initial training"," ","Unstable career abrupt changes and biased managers politics big tim"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2787338.htm","Research Associate","7/2/2013","Gurgaon","Haryana","India","Yes","Less than a year","Full-time",4,4,4,3,4,4,"Getting Better","Yes","No Rating","Good pay
Great gender ratio, cool environment","Shift timings, non value additive work","None as of now.","Research Associate"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2779149.htm","Jda","6/28/2013","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",1,1,1,1,3,3,"Getting Better","No","Disapprove","No responsibilities, No pressures:) , very limited responsibilities to even  Ass Mgr.","No growth, no learning centres, no trainings, no people development, very long heirarchy. One should never expect growth here.","Very poor HR magmt, need to develop lot many things in Hyd.","JDA - FADIM"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2753978.htm","Research Associate","6/20/2013","Gurgaon","Haryana","India","Yes","More than 3 years","Full-time",2,1,3,2,4,2,"Staying the Same","No","No Opinion","chilled out work environement and less pressure","no learning and frustated employees","Create some learning environment for the employees","Don't waste time here. Not worth it."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2721879.htm","Research Associate","6/10/2013","Gurgaon","Haryana","India","No","More than a year","Full-time",3,0,0,0,0,0," "," ","No Rating","No work pressure, shift timings,","Monotonous Work, Need to get more interesting work"," ","Friendly Employee Culture"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2709445.htm","Technology Quality Analyst","6/5/2013","Gurgaon","Haryana","India","No","More than 3 years","Full-time",3,2,5,1,4,3," "," ","No Rating","Money Money Money, Good package, brand name, no work pressure, Good bonus, No dress code, 8 hour shift , 40+ Annual leaves and Cabs...","1) No Growth - you cant expect growth until unless your senior leaves the company and your superior wont go anywhere because she/he is getting lots of money with zero technical knowledge

2) No Learning- After 6 months your learning curve falls and get ready to do the same stuff for the rest of your life..also it become very difficult to switch because of zero development in your skill set

3) Too much politics - Promotions are not on the basis of MERIT.. there is no transparency ..a person with 4 years in job will be a level 2 while a fresher with 2 years in company might be senior just because of stupid policies...

4) work is also not challenging... work become mundane after some time, its like a call center where u spend half of the time in replying to client issues 

5) No ONSITE opportunity - US will be a dream for u, only top management goes abroad and for others Webex and video conferencing :P","Management is controlled by a bunch of guys and they do whatever they like, too much favoritism by the Managers, if you have good terms with manager then its ok else there is no one to appreciate your work..

Advice will be to bring transparency, give promotions on Merit","no growth, no job satisfaction, no learning, no value of work in Outside market"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2691790.htm"," ","5/30/2013","Gurgaon","Haryana","India","Yes","More than 5 years","Full-time",2,1,4,1,4,1,"Getting Worse","No","No Opinion","Great salary package (at least in India)
Fixed timings, good facilities (commuting options available).
Not much work pressure,","a) No learning. Senior management has no interest in investing in employees and assisting in development. No training after initial 2 months-4 months.

b)  Stunning level of politics. Merit is no longer a consideration. Insecure/Arrogant senior management is more focused on surrounding themselves with mediocre cronies.

c) Massive exodus of talent. Most of the technology team has quit as mentioned by other reviewers. Same trend beginning to appear in research/analytics.

d) Lack of transparency and honesty (a marked change from the pre-2009 times). Management can't stop sending ""communications"" but these are almost always irrelevant (except for informing about yet another restrucring and/or senior level exit).","You are a disgrace. You'd burn the company down just to ""manage"" the ashes. Stop now.","Good for fresh graduates. But no point in wasting too much time here."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2579115.htm"," ","4/20/2013","New Delhi","Delhi","India","No","More than 3 years","Full-time",4,2,4,3,4,4," ","Yes","No Rating","Good environment, Friendly and helpful Colleagues","ot easy to shift to others teams"," ","Great Place to work"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2504468.htm","Research Associate II","3/27/2013","Gurgaon","Haryana","India","Yes","Less than a year","Full-time",3,3,5,4,4,3,"Getting Better","Yes","Approve","Excellent pay package (perhaps best in the data analytics industry)
Flexible work timings making life easier
Balanced work atmosphere
helpful and considerate managers
Excellent company policies","No real developmental possibilities as learning is only limited to proprietary stuff
The experience doesn't add much to the learning curve of an employee
No real challenges in the job roles available at CIQ at different levels","No real advice as overall an excellent place to work and no complaints for the top management","Good Place to earn money, not so good to learn and develop career"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2446937.htm","Developer/BA/QA/Database Administrator","3/10/2013","Hyderabad","Telangana","India","Yes","More than 5 years","Full-time",5,5,5,5,5,5,"Getting Better","Yes","No Rating","Technology team in Hyderabad division works on critical applications of the company, provides excellent growth for the smart and hard working candidates, and has a great work culture. More than 80% of the employees has come out of college over the years and retained by the company, it won't happen with out proper work life balance, work satisfaction. I'm one of them joined here more than 6 years ago from campus.
Uses latest technology in market.
Have more recent and exciting technologies and careers in Software industry for future like Data science and the company's culture allows you to move around teams/technologies as long as you've necessary technical and analytical skills.
Developed many in house and great technologies, like web crawling, SOLR, Vertica.","You'll see colleagues from reputed colleges in India, like IITs and IIITs, NITs. People usually get a bit confused about the popularity of the company, because this company not as famous as amazon, microsoft in India, but its parent company is Standard and Poors, MC Grawhills and quite a famous, good corporate company in United states. So you can carry the brand in future if you will work in US and you'll really get all the benefits of corporate company and product based software company culture here.
If you're the person who want to seek onsite opportunities, there are no long term onsite opportunities as of today, 2013 March. You will get chance to work for few months like less than 6 in head quarters, New York, Wall street.","Keep cranking.","Technology division: Excellent culture, work-life balance and learning"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2417832.htm","Senior Software Engineer","3/1/2013","Hyderabad","Telangana","India","No","More than 3 years","Full-time",4,4,3,4,5,5,"Getting Better","Yes","No Rating","Capital IQ has been a great place to work and I have learnt loads and loads of technical stuff here. I can’t forget those days which I spent here where I learnt skills and had a lot of fun as well. 

Initial training is given before getting into teams which is very essential and good to have.","learning curve start to flatten by time, flat hierarchy they say but little politics involved, hard to change between teams that have varied work"," ","Its really good experience for fresh joiners"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2387106.htm","Research Associate","2/20/2013","New Delhi","Delhi","India","Yes","More than 5 years","Full-time",3,3,3,3,4,3,"Getting Better","Yes","Approve","Company Policies, work life balance","Transperancy, restricted growth after sometime","none","research associate"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2374964.htm","Junior Data Analyst","2/16/2013","Hyderabad","Telangana","India","Yes","More than a year","Full-time",2,1,1,1,4,2,"Staying the Same","Yes","Approve","No work Pressure and cool going life.","No learning, no growth, no devlopment","People are the foundation of any co. success.  should focus on people devlopment","neutral, no pressure no learning"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2362856.htm","JRA","2/12/2013","Hyderabad","Telangana","India","Yes","Less than a year","Full-time",1,1,5,1,1,1,"Getting Worse","No","No Opinion","i worked for  years in hyderabad capital iq
pros
no career growth
no leaves 
no week offs
ot ot ot","cons
ha ha ha fit for labors not employees
hourly to daily ot weeklu ot
over time 
managers shout for silly things
no professionalism
every one talks in telugu including MD
HR role is Nill  need some reference material to educate them
comes to TL's ha ha ha OMG they are dummy"," ","hyderabad ciq"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2319065.htm","Tech QA","1/28/2013","Gurgaon","Haryana","India","No","Less than a year","Full-time",4,3,4,4,5,4,"Getting Better","Yes","Approve","Work life balance, salary, people","Limited vertical growth especially for laterals.","Segregate between lateral with skills and freshers.","Excellent place to work. Amazing experience"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2196494.htm","Senior Team LEader","12/10/2012","Hyderabad","Telangana","India","Yes","More than 5 years","Full-time",3,3,3,4,3,4,"Getting Better","Yes","No Opinion","Great culture and good top management","not so great career betterment prospects","Ned to create nore projects","good company"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2175797.htm","Accountant","12/2/2012","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",5,0,4,0,4,0,"Staying the Same","Yes","No Rating","Capital IQ is good working place in Hyderabad,it will be learn more,
This is most Popular company,Administration is very good","Capital IQ is a like  family type","Good managmet.","i like very much"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2165682.htm","Research Associate","11/28/2012","Gurgaon","Haryana","India","No","More than 3 years","Full-time",4,3,4,3,5,5,"Getting Better","Yes","Approve","good work life balance
good for graduates
competitve compensation","static work
data entry type of work","none","good"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2140018.htm","Senior Research Associate","11/16/2012","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",4,3,2,2,3,3,"Getting Better"," ","Approve","Good Growth and has value for its products in market mainley in US,Cannada and Europe","Not bad, Work environment and culture need to be developed a lot"," ","Sustailnable Growth and development"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2097555.htm","Research Associate","10/31/2012","Gurgaon","Haryana","India","No","More than 3 years","Full-time",3,0,0,0,0,0," "," ","No Rating","The work atmosphere is casual and friendly
Work timings are excellent
compensation","The work here gets very monotonous, there is no new learning after a while
Not enough challenging opportunities are available
Senior management is highly political which affects appraisals"," ","Good place to work for fresh graduates"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2058501.htm","Research Associate","10/17/2012","Gurgaon","Haryana","India","Yes","Less than a year","Full-time",4,4,4,4,5,4,"Getting Better","Yes","Approve","they are providing very good salary for freshers","this is an autonomus job","hiring process is very hard","job salary"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2009408.htm","Research Associate","10/2/2012","Gurgaon","Haryana","India","Yes","More than a year","Full-time",4,3,4,3,4,4,"Staying the Same","Yes","Approve","Chilled out and cool work environment","not much knowledge addition to oneself","You people rock the way you are","Chilled out and work life balance"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1980483.htm"," ","9/22/2012","Gurgaon","Haryana","India","No","More than a year","Full-time",4,3,3,4,4,4," ","Yes","Approve","The work culture is good.
An employee gets ample opportunities to prove himself/herself.","Sometimes there is communication gap between different teams at CIQ"," ","Learning experience"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1908028.htm","Senior Quality Analyst","8/31/2012","Gurgaon","Haryana","India","Yes","More than 3 years","Full-time",4,3,4,3,5,4,"Staying the Same","Yes","Approve","Great Work Life Balance

Friendly Co workers

Good Compensation","No great learning Technology or process wise

Senior Management resigned, new management us finding the going tough

Overstaffed","give people more work instead of hiring from outside","Great Place to work"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1874555.htm","Technology Intern","8/22/2012","Hyderabad","Telangana","India","Yes","Less than a year","Intern",4,4,5,4,5,4," "," ","No Rating","Great people to work with
Flexible timings","Its not Google, but its very good."," ","Great learning environment, very talented and very friendly people around, a great company for a fresher"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1872993.htm","Research Associate","8/22/2012","Hyderabad","Telangana","India","No","More than a year","Full-time",4,4,3,3,3,5,"Getting Better","Yes","Approve","Friendly working environment, Scope to learn and develop conceptual and technical knowledge. Nice place with encouragement for career development and skill development.","Facilities could be little more better. Channels of communication from employees to top management should be extended little more.","Let all production employees understand about end user requirements clearly, then they can work more efficiently.","CapitalIQ is a good Work place for MBA graduates, who are aspiring to settle in financial services field."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1848509.htm","Junior Research Associate","8/15/2012","Hyderabad","Telangana","India","Yes","More than a year","Full-time",1,2,1,1,4,1,"Getting Better","No","No Opinion","Easy to get job
Easy work
Cool going","Worst Corporate culture
High level politics
Poor pay
Poor in team work","Better to review recruitment policy while recruiting people in Management team.
Have to check the attitude of the person along with qualification which is not happening now.","Organization suits for below average people"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1587812.htm","Business Analyst","6/11/2012","Hyderabad","Telangana","India","Yes","More than a year","Full-time",4,4,4,5,5,5,"Getting Better","Yes","Approve","1. Flexible work environment.
2. Allows life outside the office Gates.
3. Competitive work culture
4. Knowledgeable Colleagues","1. Less Perks
2. Only 2 locations in India.","Increase Perks, the work force will be more satisfied.... :)","Excellent Company, Great work environment and flexible work culture"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1582004.htm"," ","6/10/2012","Gurgaon","Haryana","India","No","More than a year","Full-time",4,4,5,4,5,5,"Getting Better","Yes","Approve","The work culture is g8","The work is not very exciting in long run"," ","Its a Great Place to Work"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1559008.htm","Research Associate","6/5/2012","Gurgaon","Haryana","India","Yes","Less than a year","Full-time",5,5,5,4,5,4,"Getting Better","Yes","Approve","very comfortable work environment, great growth opportunity with a good amount of compensation","need to be Intellectually sound","No advice as of now","Amazing experience"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1485321.htm","Tech QA","5/3/2012","Gurgaon","Haryana","India","Yes"," "," ",3,3,4,3.5,4,0," ","Yes","Approve","best for freshers, 8 hours of job","lack of opportunities timings are odd","None, get out .. we need to grow","great Brand to work with"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1360721.htm","Analyst","2/26/2012","Hyderabad","Telangana","India","Yes"," "," ",2,3,3,3,3,0," ","Yes","No Opinion","you can know the various financial Statements submitted with SEC so you will have broad idea on various industries and sectors. Exposure to Financial and business/Industry Analysis","Not much growth and benefit of work experience gained in less in other industries.","Give expectation on Career path and growth with specific targets.","As long you feel good that exp is useful for further jobs in that line."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1257537.htm","Senior Research Associate","12/29/2011","Gurgaon","Haryana","India","Yes"," "," ",3,2.5,4,2,3,0," ","No","No Opinion","Great people, great balance between work life and personal life. Innovation and new ideas are recognised","Almost no internal training programs, once can learn only by ones own self drive.","Internal training programs should be put in place",NA," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW962480.htm","Business Analyst","6/1/2011","Hyderabad","Telangana","India","No"," "," ",3,2,3,2,4,0," "," ","No Opinion","Tension-free atmosphere, less bureaucracy and decent benefits like subsidized food, complimentary dinner coupons, medical insurance etc. Ample scope to interact directly with US stakeholders and leadership.","Work will be monotonous as no external client for the Technology team - essentially it is a support team without any Cost-Profit setup. Entrenched old-timers with below average technical and management expertise will make the place quite difficult for innovative and bright minds.","Reading the cons section should illuminate what steps are needed to be taken to improve the situation. Instead of keeping it as a Cost Center, the Technology division should be revamped with PnL dimension that will eventually bring rational alignment of technology expenses vis-a-vis business outcomes. In the current set-up Sponsors (Data Set Directors) have no control over business priorities of Technology division.","Very limited opportunities to learn & grow - but OK if one wants just a stable job"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW820343.htm","Research Associate","2/20/2011","Gurgaon","Haryana","India","Yes"," "," ",4,3.5,4,4,4,0," ","Yes","Approve","Vibrant, young, energetic, positive, nice","stressing out,fast,lots to do.. but i still love it","nothing","god"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW718656.htm","Analyst","11/18/2010","Hyderabad","Telangana","India","Yes"," "," ",3,3,2,3,2,0," "," ","No Opinion","friendly atmosphere
flexible shifts
open communication
scope for learning","Performance appraisal are not good","Nothing","GOOD"," "
"S&P Global Platts","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW21826024.htm","Team Lead","8/6/2018","Ahmedabad","Gujarat","India","Yes","More than 5 years","Full-time",3,2,2,3,4,3,"Getting Better","Yes","Approve","Good to Work culture. Good for freshers","Don't have different setup then MI"," ","Overall Work",NA
"S&P Global Platts","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW15937571.htm","Quality Assurance Engineer","7/17/2017","Gurgaon","Haryana","India","Yes","More than a year","Full-time",3,2,4,1,5,1,"Getting Worse","No","No Opinion","Daily cab
Good Salary
Opportunity for Automation","No Growth
Politics
Time based Promotions
Bad Management"," ","No Growth",NA
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW22497613.htm","Software Engineer","9/15/2018","Bengaluru","Karnataka","India","Yes","More than 3 years","Full-time",4,3,4,4,4,4,"Getting Better","Yes","Approve","Flexible environment,woking with freindly nature teammate","boundation of doing yourself work.","improve the rule","environment",NA
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW20765177.htm","Software Developer","5/26/2018","Gurgaon","Haryana","India","Yes","More than a year","Full-time",1,1,1,1,4,1,"Getting Worse","No","No Opinion","* Leaves, WFH, facilities.
* Yearly parties and release gifts.","* Salary is including variable.
* Your hard work won't be recognised if your manager doesn't knows about it.
* Lots of favouritism.
* You won't be learning anything new.
* Join only if you don't have passion for doing anything. You'll be doing the same task each and every day.
* Your manager decides your variable and yearly hike. If he decides, you won't even get 'right of doubt'. In this case, you can't complain about your appraisal to anyone.
* Spend more than one year here and you would forget all your technical expertise.","* Don't give the manager so much power.
* Worst appraisal policy.","For those who have no desire.",NA
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW6396194.htm","Process","4/21/2015","New Delhi","Delhi","India","Yes","Less than a year","Intern",4,2,4,2,3,4,"Getting Worse","Yes","Disapprove","no problems only office politics","very good to work with and good perks also"," ","Process",NA
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW5404465.htm","Associate","11/18/2014","New Delhi","Delhi","India","Yes","Less than a year","Part-time",2,4,2,1,1,4,"Staying the Same","No","Approve","good to learn ok work load satisfaction is good","salary salary salary salary salary salary salary salary salary","increase salary","Associate Developer",NA
"Standard & Poor's Financial Services LLC","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW2828007.htm","Business Analyst","7/16/2013","Hyderabad","Telangana","India","Yes","More than a year","Full-time",4,3,3,3,5,3,"Getting Better","Yes","Approve","Good work-life balance, good leadership","I can't think of anything"," ","Great company  to work for",NA
