"","cons_page1"
"11154","They need trim the fat a bit. For every hard working individual, there are 2 or 3 that are not motivated. Way to much overlap in sales staff, constantly having to deal with 3-4 individuals covering the same account. No real clear picture for the future, at least not in my department. Constantly be reorganized with no real solution. Somewhat outdated backend systems"
"11155","Hire within, award the hard working, trim the fat."
"11156","Low pay. Not enough opportunity to move up within the organization. Negative outlook on future due to layoffs, outsourcing jobs, salary changes, low to no raises.

Stress, Management tough on employees, a culture of ""gotcha"" from some because of pending lay-offs and data center closures.

Outsourced centers in Bangalore, Phillipines have no technical knowledge, no troubleshooting skills and low English skills... which makes communication between teams difficult and frustrating."
"11157","What can I say if it doesn't matter in the bigger scheme of things, TR will do what they will do."
"11158","Where do I begin, there are no managers here...only people who have been promoted based on who they know.  Most of these people only have high school diplomas.  What kind of company asks for a 4 yr degree for all associates then promote all the ones that made it in the door without one.  Clients are getting frustrated because of all of the different associates on their accounts.  Clients are passed around like... playing cards. There is no room for growth within this company.  Little to no career direction or career planning.  There is no upward mobility for associates just lateral moves like a game of musical chairs.  There is no formal training for new associates, they are hired and then bombarded with work and then chastised when mistakes are made.  This is a company for you if you like being stagnate and being complacent in your day to day job.  There is no job enrichment, job enlargment or job rotation.  Performance reviews are thrown at you as the golden ticket, but you arent rewarded if you do a good job so whats the point.  Our little to nonexistent pay raises are 3%, and thats on a good year.  Jobs are constantly being outsourced to third world countries when our economy is in the worst shape ever.  Way to go Thomson Reuters, way to add to the national unemployment rate.  There are townhall meetings about the greatness of the company and how well the company is performing, yet in still no pay raises this year and entire departments were shipped to India.  Not to beat up on the people of India, but we correct more mistakes due to them than any other source.  You get what you pay for.  I would not recommend this company to anyone that wants a career that is upward mobile."
"11159","Start looking for your treasures at the end of the rainbow.  Sometimes great things are at the bottom, A number of outstanding employees have gotten frustrated and just quit.  You are letting your diamonds walk out the door and keeping the cubic zirconias."
"11160","Low pay to start. Raises are usually 3% or less and depend on pool allocated by management, not individual performance. Not much room for advancement. Employees usually just quit, transfer into lateral position in another department, or stagnate until they retire. Jobs are increasingly being outsourced to India and the Philippines."
"11161","Pay a fair day's wage. Stop threatening to outsource our work."
"11162","They don't know who is working extremely hard and who is slacking. Promote based on how well you kiss the bosses a** and not performance. Criticize people often, but never give out compliments."
"11163","Pay attention to who is actually performing and get to know employees better. We should be reviewed on a regular basis."
"11164","slow career progression
unfair performance review systems
managers do not recognise or support employees' career path
flexible is good but need to have more control and a balance
need to motivate managers to want to support employees 
Pay increase very slow and minimal"
"11165","recognise the loyalty and dedication of employees
give them a chance to succeed
give them opportunities to progress
fully support career paths
need to recognise talents and communicate better with individuals"
"11166","Middle and senior management positions are a different ball game. Office politics and aggression are abundant within in the company - . There are several  office bullies within the senior management group that regularly pick on unsuspecting middle management colleagues - usually instigating ""dress downs"" in the large public open plan office space. This is so unprofessional to see or experience. 
The London office... is controlled by the Philadelphia office in the US and from what I encountered was a very ""Silo"" type of management in it's internal strategies and in selling the company offerings to Pharma / Bio companies.
The HR dept has a career development plan in place but it's just another program that is over controlled by senior management - Staff are dissatisfied with the end results.
Seems more like a regimented group of senior managers/directors that just throw their weight about without listening to logic or good proposals.
Business operations are to slow due to inefficient and antiquated IT infrastructure. To many out dated IT systems for billing clients and processing orders.
Time management is not good under such poor IT infrastructures and Siloed processes.
Far to many products to sell to clients.
Sales teams are constantly being re-structured to cope with the vast array of products - playing catch up but never quiet getting there.
To many discounts given to clients.
Company is to big for it's own success"
"11167","If a miracle was possible :-
Stop acquiring companies and get on with running what you have.
Sell off specialised units.
Improve the company infrastructure and change the senior management.
Promote innovation and talented people."
"11168","Nobody seems to really care about doing their best; everyone just does the bare minimum to not get blamed for anything. So if you want something done, you often get a response that is the equivalent of ""that is not my job"". Also, the place reeks of mediocrity; nobody is particularly intelligent."
"11169","Try to somehow inspire people to greatness. Granted, I have no idea how you would do that. I guess that is why I am not a CEO."
"11170","There are not too many opportunities to develop yourself, no way of getting senior roles or team leader positions without connections. the job itself is boring-if you work in Data Team then you update the database which doesn't require much effort of thinking.The products are complicated and user-unfriendly, hence lots of client's complaints."
"11171","The general problem with managers is that TR hires unprofessional, unqualified TLs, ex-data team members with no clue how to manage people."
"11172","At minimum, large re-orgs seem to occur every two years.  Layoffs go along with those re-orgs.  Many positions moved off shore to India and Manila.  This trend will likely continue.

Learn what you can here, but make sure to keep your skils current and are flexible enough to take care of yourself if need be."
"11173","People are the foundation."
"11174","- Vision of Top Management is cleared but many people in junior management level are not professional enough. Someone was promoted not by his capability but familiarity.
- If you are working in a development center there is almost no way to grow up unless you are relocated to the headquarter or a regional bureau."
"11175","- Move faster as we always follow what the main competitor (you know who) has already done even though it operates with less size and funding."
"11176","Top management has been a reolving door. The original founders are long gone.  The objectives of this division are miniscule in light of the parent company goals.  The small things that  make employees feel good are ignored.  Job security is a myth in any company but employees here live in fear that their jobs are on the line."
"11177","Get back to basics.  Communicate the mission.  Reward comradery and teamwork.  Make people feel like they matter and that their contribution is important."
"11178","- low pay and bonus
- job security, TR seems to be moving all their operations to a third world country
- non existent yearly raises"
"11179","Make sure you factor in all the variables before moving your help desks to another country."
"11180","Management admits openly that pay is unrelated to performance (with the exception of employees earning commissions). Opportunities for advancement are scarce, as the organization is already top-heavy."
"11181","Thomson Reuters espouses four corporate values, but leadership completely ignores one of them: ""Performance matters."" My advice is that management either start demonstrating that value or drop it entirely."
"11182","You're on your own as far as professional development or mentoring.  I asked for direction and assistance many times, but never recieved any."
"11183","Spend some time training your supervisors and managers to treat people as people rather than just numbers in a speadsheet."
"11184","60 hrs of work, stress"
"11185","promote performance based growth, not years in service based"
"11186","Work / life balance not always supported. Some managers seem to have tendency towards 'gender bias' ~ ""glass ceiling"" ever present."
"11187","Diversity - not only a word or term...  actively promoting talent other than caucasian males in their mid-forties might be a good start."
"11188","low pay, potential for layoffs"
"11189","higher pay"
"11190","Can see here heights of politics
Blame game 
Management thinking - only few employees work and because of which there department runs.
Management dont show confidence on employees.
They lack management and communication skills.
Performance review is done solely to bring the morale down of the employee.
Too much expectation to perform at 1-2 level above that there current position."
"11191","Believe in your team (all the team members - not only few)
Praise and motivate them.
Reward and recognize the right talent (not the loved ones)
Give away political thinking to solve any matter and try to make this place more transparent and workable.
Learn to accept mistakes done by you. Blame game is not the only option."
"11192","While pay is similar to other companies for some people, it's not for others. I know of people who ultimately left for this reason.

As someone working at the ""individual contributor"" rather than managerial level, I don't feel valued. 

As far as I can tell, there's no way to advance my career without moving into management. It's possible that career opportunities exist, but none of my managers have time to... discuss it with me. 

I attend a lot of conferences (during non-work hours) where I learn about better ways to do my job, but I'm not allowed time to try these ideas out, and when I suggest them to my manager, I receive no response. 

I know more than one person who has left the company for reasons like these, and hiring managers seem completely unfazed by it. Instead of trying to fix the problem, they just open up a new req, which I suppose just means that they don't consider it to be a problem.

Communication is lacking. The weird part about this, is that it seems like senior management has heard this message over the past few years, and instead of fixing it by understanding what sort of communication is lacking, has instead ""fixed"" the problem by producing more of what I'd call internal spam--telling us about volunteer work someone has done in some office in some other country and such. That's not the communication I'm looking for. Instead, I want to hear about things like what's going on in the business unit I work for. What are our financial targets? Are they realistic? Are we on track to meet them? If not, what are we going to do to fix that? (And I don't want to just hear the marketing hype, I want to hear what we're _really_ going to do.) I feel like I get more information through the rumour mill about what the team I belong to is doing than from the team's ""leadership."""
"11193","If you value actually making products and providing services rather than just selling them to customers who will ultimately be dissatisfied because they don't receive what they purchased, then you should value individual contributors."
"11194","Big and sometimes change can take time with any large company."
"11195","Keep on going in the right direction so my share price goes up!"
"11196","Depands on the position, many might be a dead-end within the company. To the most part, when people are ready to move on, they move to a different company."
"11197","Compensation should be in par with the industry"
"11198","Low pay.  Not enough opportunity to move up within the organization. Too much office politics.  Negative outlook on future due to layoffs, outsourcing jobs, salary changes, low to no raises..."
"11199","Don't tell the employees what a great year the company has had and then turn around and outsource jobs, cut salaries, etc.  More recognition and opportunities to move up are needed for high performers."
"11200","Thomson Reuters is an extremely flat workplace.  While it is good if you are there for a paycheck and/or a second income, don't expect to advance from the ground up.  Most senior level appointments are made from outside the company.  Management level positions are difficult to attain even if you consistently exceed expectations."
"11201","Senior management should focus on providing an environment that fosters promotion from within.  Often, highly competent staff are not taken seriously when it comes to best practices and trying to expand their role.  Too often, individual contributors feel boxed in and are not encouraged to ""think outside the box.""  Anything that you could do to foster out of the box thinking will help both employee morale and... productivity."
"11202","After the TR merger, the company has still not gotten their internal processes in order. The internal computer systems are not integrated and therefore require a lot of unnecessary manual work. The amount of documentation they like people to do is out of control. Some people are wayy too sensitive here - its business, get over it, its nothing personal."
"11203","Use Wikis instead of requiring loads of documentation. 

We are NOT an information company - thats lame, we are a Technology company. 

I think switching that mindset will actually get us to be where we need to technologically as we are still extremely old fashioned."
"11204","great company to work for"
"11205","Reuters should have left the working formula alone"
"11206","Sometimes, your manager doesn't have work for you to do.  Hence, alot of time is spent staring at the computer screen, or asking your team for work."
"11207","Have several concrete projects for interns to work on at the beginning of the summer, since interns can indeed be helpful"
"11208","- Management is incompetent and have no knowledge of the areas/industries they cover.
- Heavy office politics 
- No recognition for accomplishments 
- No training (mostly because people have no clue what they are doing)
- Management do not allow employees to acquire additional skill (via TR courses or outsourced courses)
- Non-existent Human Resources
- People who have remained in this company are usually the... ones that have become complacent or are unqualified to find other opportunities. (Great if you like surfing the net and accomplishing almost nothing all day.)
- Very little colleague interaction (Most people spend their entire day staring at a computer screen and will instant message someone sitting right next to them.)"
"11209","- Get rid of the dead-weight in the company.
- Be open to ideas that your employees have instead of making them feel apprehensive.
- Be straight forward with employees about compensation instead of keeping them in the dark about their. 
- Treat your employees with dignity. Yelling and throwing hissy fits does not make your employees respect you."
"11210","highly political atmosphere, many incompetent senior managers who throw money at the wrong things, infighting, backstabbing, operationally, company is still run by tech. and product"
"11211","elilminate the fat within the senior manager ranks.  If they cannot release a product in a specified period of time, it is not typically the fault of the ""workers""."
"11212","People are sometimes too politics and not try to do thing openly."
"11213","Trust your judgement, don't be swayed by noise. Be more focus."
"11214","Notoriously known to underpay their staff.  Due to the largeness in size, change and innovation occur slower and communications outside of own group is minimal."
"11215","Really assess the employees that are currently working in the company and reward those with great returns otherwise there is a potential to loose many talented employees."
"11216","Although Thomson is always looking for new opportunities to expand, it will also divest itself of divisions often - that is why job security at Thomson is a problem."
"11217","The company has an internal job board which is important, but the company needs to allow employees to transfer to other positions more often."
"11218","Lack of communication at times due to sheer size of the corporation. Also due to corporation size, a lot of bureaucracy involved when trying to procure materials/tools to complete tasks properly."
"11219","Continue to work on corporate communication. Strive to provide better guidance to employees on how their roles impact the organization as a whole."
"11220","Improve coordination and integration between core product segments within the organization - accelerate sharing of core infrastructure and product 'backbones.'  Need to accelerate joint product initiatives across product segments."
"11221","More decisiveness and action."
"11222","Far too much middle management. Too many chiefs, that seem to get promoted based on who they know and who they can slate rather that own achievements."
"11223","Actually pay attention to those who do the work, rather than those who say they do the work."
"11224","Salaries are not competitive, and a lot of exceptional work is gone unnoticed. Bonuses, incentives, and fitting raises are nonexistent."
"11225","Explore global talent within the company and expand."
"11226","Big companies can yield communication problems at times. Such big company is also very hard to manage especially when it keeps expanding and acquiring smaller companies in recent years."
"11227","Thomson Reuters is really efficient in cutting costs, and it has saved the company millions of dollars. At the time of recession, the company sees opportunities to acquire companies to expand the market share and market niches."
"11228","Hard work never seems to be compensated fairly. There is hardly any incentive even if you work day and night. Benefit package is average."
"11229","Spread your wealth!"
"11230","There is no growth and no path to grow. I took this job thinking that based on the size and prestige of the company that with my talent and experience, I could grow in no time.  Not only has that not happened, I've found myself in an atmosphere where the idea of growth seems disdainful. Additionally there is very little recognition for a job well done or spirit of team work."
"11231","Good ideas come from people who aren't managers all the time. Recognize them when they dont.  Allow a greater voice to low level employees - they are closest to your customers."
"11232","Management is not communicating the changes that are happening because of outsourcing. They let the employees get paranoid and stew instead of being honest. But management expects us to be honest about how we feel! Thomson has really changed in the year and a half since it merged with Reuters. Not for the better. It feels like the""global company"" is leaving Eagan behind. Only attorneys and FindLaw feel secure. It's... the kind of place where management brag about how their profits are good, then freeze bonuses and lay people off."
"11233","Some of your departments are in BIG trouble, with morale. You'd better start opening up to employees about the future. Listen to their complaints and frustrations. Quality is already declining because the outsourcers aren't proactive like Eagan people who know the work for decades."
"11234","Sales catalog is large and covers many topical areas.  You have to be really organized to be successful.   Market is saturated, but company still wants to make profits it made 10 years ago before the recession. Big staff turnover which hurts reputation with clients.  Customer Service has gone way down because company keeps sending clients to ""support"" in MN where reps keep changing.  Not the company that clients... remember from years ago."
"11235","Remember what made you the number one leader in the industry and return to the high level of customer service that clients expect.  Stop cutting staff in the home office and the field."
"11236","Inconsistant evaluations, many decisions based on politics rather than ability. Unclear path for advancement.  Relationships with clients no longer valued more than statistics, despite constant lip service by management."
"11237","Do not allow this department to become focused solely on metrics; clients are beginning to notice the difference.  Create a consistent and transparent policy for performance correction."
"11238","The salary is not great, and most positions are non-exempt (punching the clock). There is virtually no opportunity for growth and the position I had was repetitive and tedious."
"11239","FInd a way to make the job more fun."
"11240","No room for growth.  You will do the same job for the next five years without a promotion or any recognition."
"11241","The company should take better care of their employees financially.  Senior management should listen to their employees a bit more and trust them to make decisions."
"11242","big, too big; can get very bureaucratic; probably pay less than the industry standard; sometimes, developers can get the shaft with office space and other things like that."
"11243","HR policy needs to be better organized; streamline the bureaucracy; discourage large and pointless meetings; a little less development process - the process is so heavy now that development has slowed to a crawl."
"11244","The downsides of working at Thomson Reuters include having to be billable and making sure to meet the goals of billable hours"
"11245","I would offer management to give employees more vacation time and not to less billable hours required for the employees"
"11246","As with all other large organizations, Thomson has a very structured environment that means slow promotion from what I've seen and heard. If you like the stability and that comes with it, however, it's a great thing."
"11247","The company has trouble attracting the top students from the top universities to fill their technical roles. I'd encourage management to consider increasing their benefits and pay significantly to make up for the opportunity cost of brain drain."
"11248","data analyst is not regarded as an important person and is easily disposable"
"11249","Pay more attention to employees satisfaction"
"11250","The pay was well below market rate, and the organizational structure was very flat, with very little room for advancement."
"11251","To get better quality employees (and keep them), pay a reasonable wage. Hiring in at low pay levels brings in younger employees willing to work for almost nothing, but when they find there is no room for advancement, they look for better paying opportunities."
"11252","Bureaucratic with a need to socialize decisions, Inability to execute on the strategy/vision"
"11253","Need to infuse fresh blood to change culture. Bring in an entrepreneurial mindset with a bias towards action."
"11254","Low compensation, and the bureaucracy of a big corporation."
"11255","TBD"
"11256","Management absolutely doesnot care abt some of its departments, not much cooperation between development, qa, BA's, and support. There is no drive by middle management to resolve this problem. 
Health Insurance really sucks.
Low Compensation, no salary hikes for almost 3 years in a row now.
Management is bound on ousourcing jobs and believes this will solve every problem.
Frequest Layoffs is certainly no... motivation."
"11257","Senior Management needs to take a hard look at their strategy of outsourcing jobs who believes that it will solve all their problems.
Encourage inter department communications.
Offer better Health Insurance Options or atleast an HMO.
Stop the layoffs, we are grossely under staffed."
"11258","Large corporate environment. Lack of creativity and nimbleness at times."
"11259","Management is solid for the most part. Even once in awhile you can scratch your head wondering how someone got in a management role but that's again probably true of many large corporations."
"11260","They pay for most of the West Law related positions is terrible and there is little oppertunity for career advancement."
"11261","If you starve the cash cow then sooner or later you will bleed it dry.  Recongize the discontent youre allowing to fester."
"11262","Since the merger there has been a move towards globalisation which risks losing some of the unique qualities which have made sub-divisions world beaters in their areas."
"11263","Think globally but also locally to ensure or USPs are not lost."
"11264","Offshoring (aka SELLING OUT).  I agree with another poster that TR has changed over the past ten years.  TR has a short-term vision of earning profits for shareholders rather than a long-term vision of satisfying customers, growing the organization and becoming a responsible, American organization.  TR is on the forefront of selling Americans soul for the benefit of the few and the demise of the many.  It's... interesting in how TR claims to be on the front lines of charity and helping others but yet their policies and hiring practices contribute to the weakness of our economy.  As a long time employee, I’m embarrassed to work for Thomson as corporate responsibility has gone out the window.  Yes, we are now in a global economy but that does not mean we sell our country and our people out.  It's a shame.

Last (a sad note), many very strong and talented people were laid off recently from TR.  No reason was given but based on geography; it was prejudicial and done so to maximize executive profits."
"11265","Remove the tunnel vision and focus on the overall, long-term health of your organization and Country.  Executives traveling to India on a monthly basis does not equate to a multi-national, responsible company.  Last, if you haven't noticed, things 'Made in 'China' hasn’t gone well for distributors and/or manufacturers, but that's what we've become."
"11266","Get used to feeling like a small cog in a huge corporation with lots of politics."
"11267","Find a way to foster cross-training and keep talent interested."
"11268","It is a place that I would find hard to recommend to somebody in London to join. Sadly belief in grand change progammes like offshoring made it a very difficult place to get things done."
"11269","There are too many layers of management in the organisation. People have made a career out of just being employees."
"11270","While Thomson is an industry leader in many areas yet they are still learning how to effectively manage so many clients."
"11271","There is no feedback that I would like to provide the management team at this point in time.  Thank you."
"11272","Limited options to expand and grow. Getting promotion is difficult. Moving from one proj to other is very difficult. N/A"
"11273","The management should understand the carrer aspiration of employees and should help them to grow. Otherwise every thing is good"
"11274","To get promoted you have to jump through hoops and a lot of times people who absolutely don't deserve it end up getting the position. Not a lot of career growth"
"11275","Leadership in Thomson Reuters is pretty much the same as in any other corporate world.  However, the pay is a little below what other companies are paying out."
"11276","The compensations is not great if you have spent 10 years in the company even if your career has progress well in terms of responsibilities and promotions and you are a constant achiever in the top 10% in end of the year performance reviews. The disappointing thing about Thomson Reuters is that you often end up having to accomodate a lot of people that don't really do anything useful apart from add bureaucracy for... the sake of looking like they are involved and doing something."
"11277","Get rid of the bureaucracy and start recognizing the people that are talented and do good work, but are often buried under 4-5 layers political playing incompetence above them - the company would work so much better on a meritocracy rather than political playing internal navigators. As a whole it is a great company to work for and truly has some great assets and fun things to work on, so we could attracts so much... better talent."
"11278","Slow moving large corporation
Focused on software as a means to data rather than software as a product"
"11279","Focus more on software as a product"
"11280","A LOT of nepotism - advancement can depend highly on who likes you, whether you speak up or remain quiet when issues arise, and in some cases your sex and/or appearance."
"11281","As with most companies, some managers are inexperienced and biased.  In our division TR needs to better educate middle-managment, particularly on sensitive HR issues."
"11282","There is a strong push to move technical and editorial jobs overseas.  The company does not ""shoot-straight"" with its employees.  Instead they create euphemisms for off-shoring work (BPI) and keep employees at bay by emphasizing that we are a global company (READ: don't complain, we can find 10 people in india to do your job for you). Layoffs happen by having people ""disappear"" a few handfuls at a time with no open... or honest discussion about the criteria.  They claim their death-march projects are ""agile"" but then force agile team members to work overtime."
"11283","Be honest with your employees.  Treat them with respect and dignity, and expect them to be professionals in return. When you need to let people go (layoffs or firings) be sure everyone knows the criteria that was used to determine who should go (otherwise how do those of us left know we won't be next?)"
"11284","Recently managers just make decision without considering whether it's fair and appropriate to their employees."
"11285","Manager should listen to the voice of the employees and encourage them to provide feedback more."
"11286","Lay offs.  Pay is low."
"11287","The lay offs are a major demotivator.  Good people are being let go.  People that care about their work and the people."
"11288","Being a large company, there is some bureaucracy in the business processes.  It often takes too much time and way too many meetings to get things done."
"11289","Keep up the good work.  Communication from senior leadership to the rest of the company is quite good.  Let's continue to create a positive environment for all involved.

At a lower level, product design is disparate in Healthcare & Science.  Need to create a cohesive look and message with properly positioned flagship products.  Start with a marketing and sales strategy in the immediate term.  Senior level product... designers are needed to give the flagships a cosmetic facelift even if functionality does not change."
"11290","a large multinational company, bureaucracy, slow to react, no green field approach, mediocre compensation, financial industry dependent, not much new, no the brightest colleagus"
"11291","Nothing fundamentally wrong but accountability should be more than just a word and probably more rather than less top down could be appropiate, too much discussion, not enough action."
"11292","Upper Management flippant with commitment to staff - many who have been employed for over 5 years have at least one story of a group being dissolved or threatened to be."
"11293","Value your employees more."
"11294","Dont go here if your looking for a career, unless of course you aspire to work in India for a fraction of the pay.  Many jobs already moved to India and many more will be moving in the next few months.  Great way to support the American workfoce!"
"11295","Stop outsourcing to India and bring back all the lost American jobs!  Cheaper is not always better, just cheaper.  How about eliminating all the senior management big bonus programs, that would save a tone of cash!"
"11296","You're stuck in a division. Not much opportunity to change roles without taking on risk to your career. No real career path definition, or assistance in helping you in that area. I've noticed that almost every senior manager...well looks like a senior manager. Tall, attractive, corporate looking."
"11297","The corporate structure obviously drives efficiencies. However, the amount of reorgs has been to much recently. This is no doubt due to economic challenges, but its kind of a buzz saw. Makes lower level employees uneasy."
"11298","Depending on the department you're in work can range from fast-paced and exciting to catotonic.  Still large business lacking a vitality often found in smaller businesses."
"11299","Less hierarchical structure.  Pay structure limiting ALL business units and department to the same flat percentage increase makes no sense at all... other than to take the politics and headache out of more flexible structure."
"11300","Pay, comp, salary, bonus, cash, bucks, American dollars pushed your way, etc. is basically a joke
Direct management is a complete disaster. Can't even take them seriously. 
No access to sr. management. Not even sure if they know my dept exists. 
Certain people are an HR nightmare.
Stop looking over my shoulder. Feels like a bad real-life version of 1984."
"11301","Get involved with smaller departments and right the ship. It feels like no one is at the helm."
"11302","+ Marketplace has changed for legal research and Thomson has not changed with it. While electronic search capacities have changed value proposition for Cases & Statues the Company continues to exact a high premium for its products. Analytical law products are likely the next segment to go.
+ Sales reps have rightfully concluded that finance and HR are making the decisions with regard to sales. Sales and retention... efforts are being undermined by short-term finance-driven goals.
+ Extremely political sales structure. Work achievements should speak for themselves but here you need to hire a Public Relations firm to be respected if you are on the outside of the political playground."
"11303","If you look over your shoulder, that fast moving train on the track next to you is Google-Law."
"11304","flat career path
salary rise is in small amounts
good start"
"11305","ok"
"11306","The management is childish and completely biased. I had absolute zero career advancement and was more qualified than other employees they promoted to manager position. To the point that I was showing them how to do their job. My director isolated me from any career path."
"11307","Do what you can to keep your good employees. People are human, so there will always be favorites but recognize talent and give them a career path."
"11308","Increasingly top-down and top heavy in terms of senior non-reporting news positions. Pay gap between journalists and management growing"
"11309","You've got great content that we're producing. We just need to how to market it, sell it. Stop seeing editorial as a cost-centre and more of the crown jewel. Nobody buys the box just for the data."
"11310","Highly political and Thomson West is a cash cow for Thomson Reuters with a disproportionate share of the companies free cash flow going to subsidize or fund other areas in Thomson."
"11311","Manage your portfolio more strategically"
"11312","Consistently have errors within data quality cheat sales people out of commissions
Change commission structure each quarter to make sure sales people take home less
competing business units and job roles
very very very low morale throughout entire company."
"11313","Please do not take everything your managers tell you as true, they are only protecting their job. See for yourself how frustrated your employees are."
"11314","Inadequate resources required to support client needs and gain market share.  Young and inexperienced work force is not capable of executing senior management's concept of a winning corporate strategy.  Product design and execution is amateurish and resource constrained."
"11315","Focus on fewer projects, hire experienced product designers and developers and provide the resources necessary to get it competitive.  Tell HR and Finance to get educated on the skills required for success.  Reward mannagers for the success of their products and not for managing ""The Process""."
"11316","Completly internally focused.  Little or no customer engagement by senior management.  Senior managment allow finance and humar resources to be involved in every business decsion yet they have no expertise and customer knowledge."
"11317","Take risks and focus on the customer not managing up."
"11318","Lack of uniformity in systems
Feel like you are on an island, would prefer to work in a team environment
Monetary compensation is low
Billable hours can be very demanding for the type of work
Subpar employee training techniques, although improving

This job can be quite draining, with very little reward.  When we go through an implementation at a firm, it is a very stressful situation for that firm.  You will... have around 20 - 30 of these stressful projects happening at once.  It is easy to get burnt out from this job.  When you have to travel to do training for a week, that is incredibly stressful as well.

Working with law firms can be draining in itself.  Lawyers aren't always the easiest to get along with."
"11319","Recognize employee achievements
Make employees feel appreciated
Fight the fight for your employees.  One big problem is that middle management seems to just take what upper level management gives and just hands it right on down."
"11320","In response to revenue declines, senior management has adopted a slash-and-burn strategy of U.S staff (and their generally higher salaries vis-a-vis India) to keep Wall St. analysts happy with the overall profit picture. First it was technology and other back-office functions being moved to India, and now the actual production of content is going there as well. This is all cloaked in the guise of ""diversity"" and... ""globalization"" but it's funny how Caucasian and male the upper ranks of management remain. Apparently diversity is not important at the top levels of the company. Let's face it, it's all about cutting U.S. staff in favor of cheaper labor elsewhere."
"11321","Good luck with customer satisfaction as an increasing amount of legal publishing content is compiled by Chinese vendors and Indian editorial staff. Last I heard, fluency in the English language is not a strong point in either location. Also, try to come up with some strategies to sell more product to boost revenue rather than simply implement 10-20% price increases every year."
"11322","They lay off people in good times and bad. They get rid of talented long-time veterans and replace them with cheap, inexperienced labor in Ireland or India. They talk about the quality of their data, and it used to be true. But for a while it's been all talk. They cut departments to the point where people can't do their jobs well, are just trying to survive and will never be able to catch up, much less do something... innovative or different. Politics determine promotions, certainly not competence. I've seen many prosper because of who they know. Certainly not because of what they know."
"11323","Hire enough people to do the job right. Don't make announcements about how great your bottom line is and then lay off more people."
"11324","If you decide to work for this company and you live in the United States, you can be guaranteed you will loose your job to someone in India. After moving job after job to India, the company had the audacity ask the employees to donate funds to the people in India that suffered some kind of loss due to a recent flood. These donations were begged of employees who were notified their jobs would be terminated soon.... 

This company has become so narrowminded and blindsighted that they can't see or hear their own employees' hatred towards them, even though it's clearly expressed in almost every single action they take.  They have repeatedly assured everyone that ""we will all be taken care of"", only to continue to lay off people and send their jobs to India. 

Do not trust this company."
"11325","My advice to management is to start updating your resumes. You've effectively eliminated all the positions in the United States and sent them to India already - what makes you think you're safe?"
"11326","Let's just say that working at a 50,000 person company makes it difficult to get things done efficiently.
Excessive beaureacracy."
"11327","Try to recruit the best and brightest employees by targeting people from the top schools and companies. Change the work culture internally."
"11328","In some departments office politics are rife, in others not at all so it really does depend, some people are just to comfortable and have become part of the furniture. Pay below average for a number of positions."
"11329","Please  try to fill the salary gap in some departments. Also do provide consistent training opportunities across the board . Change is good but too much change can be a bit demoralising sometimes."
"11330","Q4 of 09 will probably be ok.  Last year they lowered the quotas to make it more obtainable for sales reps, but wait for the jump next year.   A new sales director is bringing in his own clan to fill out the ranks.  He's good at playing good cop bad cop and very politically savy.  Be careful if you end up on the wrong side or disagree you will either have a short career or a painful one. 

Sales floor has become... more metics driven than sales driven?  Do sales really result in all of the litle spread sheets du jur? Talk time etc or should you allow experienced sales reps to actually have some autonomy?  Probably not. 

If you end up on the Perfomance Improvement Plan, you better get your resume done and start seeing a head hunter right away.  Unfortunatly all you need is one bad month or the wrong manager and you might just be there."
"11331","Direct managers could use some basic managment/people skills training.  But if you want to manage through fear and gossip - great go for it.  Managers should stop being so happy that turn over is down.  Most reps won't leave because of the economy, and no ""just be happy you have a job"" does not equate job satisfaction. 

Start treating your sales force better and they will perform better for you. Treat them like... adults!"
"11332","Low risk tolerance has lead to product pipeline that is less than compelling.  Cross-division opportunities have not been realized."
"11333","Continue to tear down walls between major groups (legal, markets).  The synergy of our assets cannot be replicated."
"11334","Shipping jobs to India (under the guise of diversification...labeling employees an intolerant if they question this choice or raise concerns over the affect on the US or local economies). Constant excuses for not including money for training(ie: IPT, etc) in annual budgets(but they can afford to fly scores of Indians to the US, house them for months, and provide training). No individual job security. Thomson will... prevail, but most likely outside of the US Market within a decade."
"11335","Your Kool-aid is toxic. I see ""koolaid"" referenced in other posts so this must be a Thomson advocated word to justify immoral, although not illegal, actions. If you want longevity as a corporation, then provide an environment where employees do not have to live in fear of losing their jobs. If you want loyalty, then be loyal to your employees. It's a known fact that people are more productive and provide a higher... quality of product when they feel secure in their job."
