"","cons_page1"
"801","first and foremost - salary.  that has always been the number one reason people have left.  but it's not even so much the lower starting salary that upsets people (because remember, they do accept the salary to begin employment there), but rather the fact that NON-MANAGEMENT promotions and raises (other than minimal, across the board cost of living adjustments) are scarce.  this single-handedly destroys morale and... furthers the already massive rift between management and non-management.

people don't expect to be in the same position with more or less the same salary years later after joining the company.  but that is exactly what happens to the vast majority of individuals who work there.  this is all while middle and upper management seemingly promotes itself in an endless circle, creating new positions at random when needed and having far too many in the same title.  they only decide to throw a bone to the people actually doing the work after they have given themselves raises and still have money left.  excuses about there not being enough money for promotions is a joke, especially when you hear the CEO tell us how profitable the business is and how great it is doing and we are still hiring new people.

communication is absolutely horrendous at all levels, and particularly between management and non-mangement.  goals, timelines, etc - many time they are non-existent.  most of the time the communication issues stem from people not being able to articulate what it is they really want.  and many times that is simply due to them not knowing.

employees are given a veil of respect by management, but actions speak louder than words.  if you are praised for a great job and have a glowing performance review, why then is there no promotion and/or raise...time and time again.

favoritism is rampant and is primarily the sole reason for promotion decisions, rather than actual performance.

it is most definitely NOT an environment for generating creative thought.  almost all ideas are promptly stifled, whether they have merit or not."
"802","the management style is archaic.  the rift between management and non-management is vast.  there are far too many queen bees, and in some areas not enough worker bees.

the technology is also very archaic in some parts of the company.  it is almost unbelievable what some systems are running on.  you need to invest capital in the company's infrastructure at a significant level and get it up to speed.  very old... proprietary programs need to be converted.  there are also a great amount of other processes that need to be automated rather than done by hand.  these processes can be checked by employees, but there is no reason people should be doing certain things manually.

as mentioned numerous times already - less cooks in the kitchen.  consolidate management BIG TIME.

IT is critical to this business, as are many departments.  tech staff should be encouraged to continue learning about new products that will help the business and to also further their own learning in any way they can.  the sales team, while important for growth, is not a group of demigods, yet they are treated as such because the company sees them as the ones bringing in the money.

management has failed to create innovative products and has simply copied competitors.  this has put the company's future in jeopardy as they are constantly behind.  the only ""new"" products that have come out have been at the direct request of current or potential clients asking ""do you have this?"" or ""can you make that?""

it costs very little to take a risk on a new product.  so why is the company constantly launching tired, redundant products instead of actually trying something new?"
"803","CME Group had a burst of growth and currently the processes for managing SDLC and security aspects were not implemented. It is trying to mature and is in the process."
"804","Great initiatives, and I loved the way senior management communicated concerns / news with their employees. A very satisfying workplace."
"805","The company could focus on enhancing internal opportunities for employees and compensating employees based on fair market value in order to retain the talent pool."
"806","Management could do a better job of assessing the subordinates' needs and career pursuits.  In addition, they could also tailor the work environment to assist the employees to accomplish their goals."
"807","A lot of politics, red tape, no real opportunities to learn or advance.  But this varies from team to team"
"808","Create incentive to innovate"
"809","Hard to move around the firm"
"810","More development opportunites and feedback for employees"
"811","Technical experts lack competency relative to other industry"
"812","Employee and trading floor morale is down in the gutter. Floors that were once occupied with staff are now empty halls. The majority in charge manages from Chicago, which is pretty frustrating if you work in New York."
"813","Promotions and compensation not evaluated the same across the department and departments and management doesn't keep the department informed."
"814","Treat people fairly and they will produce and be happy.  Promotions and compensation should be applied equally everywhere."
"815","CME Group's culture closely resembles the culture of a bad high school movie. Everyone who is in the ""in-crowd"" can expect to receive favorable raises and promotions, in spite of ability. Those who are ""outsiders"" can forget it. Education and ability are not equally rewarded, while incompetence is handsomely rewarded. And if you have the misfortune of belonging to a minority group, your chances of advancement are... nonexistent. Before the misguided purchase of the CBOT, one of the bylines of the CME was ""the Exchange of Ideas."" Unfortunately, a lot of the prevailing ideas concerning fairness and diversity at the Merc resemble some of the more odious ideas which were prevalent during the 19th century."
"816","There should be more emphasis on people rather than profits. If so, then maybe the majority of the talented people there would not jump ship like it was the Titanic."
"817","This is the worst place to work for, for a good software developer. All the guys who can't program or can't do anything productive get promoted to Associated Directors. Then the same crappy folks are in charge of reviewing the performance of bright developers who do the real work ! It's like an inverse pyramid, they have got the rotten people on top, on an average there are 2 managers for each dev/qa/analyst person.... Lot of red tape, politics goes on than real work, with so many Associate Directors it is normal to expect I presume.
One person takes the status, another person print it in excel and brings it to the meetings, another person reads it in the meetings, another person takes meeting notes and emails it out.
It takes on an average 10 years to build a new system cause of mismanagement and poor or no vision at all, that's why most work is maintenance/support work. 

All these factors naturally tend to promote mediocrity."
"818","Be real leaders and stop being  too political and defensive."
"819","The tendency to hire outside talent for high-level positions is disconcerting and underscores a lack of in-house career advancement and development. Also, politicking can get annoying."
"820","It is important to define clear pathways for employee advancement and the honus is on human resources and upper management to make this happen."
"821","Too political, no compensation, no room for growth. Promotions are not based around any set criteria and given arbitrarily by senior management. No performance raises or even much praise for a job well done."
"822","Need more motivating factors for employees to work above and beyond their required work load. There are no incentives and very little positive reinforcement. We are also competing with other companies that offer all of the things that are lacking here"
"823","Management needs leadership training. Some of the junior management have no clue on management and people skills. They can be traffic cops with attitude!"
"824","Send all management for management training and promote people  to management positions based on their leadership skills and not for their technical talent alone!"
"825","Highly competitive and fast changing environment means one has to study in order to keep up with both the many technology and strategic initiatives."
"826","The global initiative being persued by CME is a strategic move that will pay off handily in the long run."
"827","Incompetent middle management.  As mentioned in another review, lots of funny drama due to petty politics within the middle management (Up to the director level). Upper management should realize not all good technical people can be good managers and ADs. I am really surprise how some arrogant people are at that level."
"828","Please listen to the feedbacks and take action . It is not worth just collecting it once in every 6 months."
"829","CME does an awful job of handling their consultants. They treat them very poorly going out the door. I saw two instances where giving CME 2 weeks notice worked against those people. In one instance the consultant gave notice at 9 AM and was kicked out before 10 AM. The second instance a consultant gave notice EOD Monday and was let go EOD Tuesday. More than a few supervisors have less than stellar communication... skills (i.e. snarky, rude, snide, condescending commentary is the norm)."
"830","The two weeks notice thing will return to bite you.  It may not happen right away, but people will start to take notice and provide no notice if they decide to leave CME."
"831","lack of direct communication channel"
"832","good"
"833","It sometimes seems apparent that we are a small company that grew very quickly (due to mergers and / or  acquisitions)."
"834","Management tries to offer great weekly updates (and sometimes more frequently) depending on the current industry events.  Personal recognition from the management levels are appreciated."
"835","Managers show favoritism in who gets promoted, the least capable become managers because they are favorites of the boss. Incompetent people are allowed to stay even though they aren't producing at all. Tons of drama all the time due to unprofessional behavior by managers. Employees who act like kids are allowed to continue in their behavior. Bonuses have dried up and raises are very low compared to what they used to... be."
"836","Get rid of dead weight, it will help morale. Discipline unprofessional behavior by management and employees. Communicate more and work to establish a sense of camaraderie, which has been missing for years. Don't hire people into management roles if they don't have the necessary skills."
"837","Like any large corporation, there's lots of red tape and bureaucracy in between you and getting your job done. Politics and personality defects sometimes get in the way of good software engineering. It is a fight to get open-source solutions approved."
"838","Pay attention to software engineering up to the highest level. Information technology is an investment, not a cost center. Make sure devs feel actualized and involved in the software development process."
"839","limited flexibility in terms of transitioning departments, lots of politics, and never enough drama"
"840","The marketing department is a bit different than the other groups within CME. IT was very tough on the employees, and marketing was quite kind. However it seems that some of the most intelligent people were always on the ""outs"" even though they were the ones with the best ideas-- that ended up being stolen by their bosses."
"841","Career advancement is not clear.  The culture of favortism is strong.  Senior Management has a tendency to advance their lunch-buddies.  This leaves little or no room for advancement to managerial roles.  You literally have to leave your department to move up within the company."
"842","Management Training is a MUST!!  Numerous managers have been advanced to roles that they are absolutely not ready for!!  It is ridiculous how unprepared they are.  Everyone is not a People Manager.  Train Your Leadership Teams!!!"
"843","-cultural shift as a result of exponential growth (more corporate/structured/rigid)
-senior mgmt not in tune with level/volume of work being done at staff level"
"844","Employees at CME Group run too lean compared to other companies. The scope of their job goes beyond what a similar job at a comparable company would offer yet there is little recognition because managers (and/or sr mgmt who make headcount decisions) are so out of tune with the work being done and what's needed."
"845","My department has little promotion ability."
"846","Change the PMP process."
"847","no room for promotion at all. Management totally incompetent. very hard to learn new things. People don't feel like sharing their knowledge. Lots of favoritism."
"848","Listen to your employees, some of them have good ideas. It seems like management is afraid that if they listened to their employees. they'd lose respect from their peers."
"849","It can be tough maintain a good work/life balance"
"850","Keep working toward trying to improve the culture."
"851","you will work 6 days a week and close to 10 hour days. Your on call is a 2-4 man rotation which means sometimes you are on call twice a month and guess what it sucks. 

Also upper management does not care about you. They find the one or two people they like and promote them and give them the good shift. Also you will be working the afternoon shift as well. Plus when a boss transfers out they put a consultant with... 2 months experience in charge. CME is probably a great company if you don't work in the Data Center."
"852","Please take care of your lower level people. You have an extremely high turnover rate that could be avoided if you just listened

The final question is do you approve of the the ceo and the way he is leading CME Group? I answered NA because upper management never listens. They will act like it and have meetings and then don't give a rat's ass"
"853","Not a lot of flexibility for consultants.  Permanent employees do get the opportunity to work from home as needed.  Consultants aren't afforded the same luxury.  My guess is CME has burned a time or two with that."
"854","Take working from home for the consultants on a case-by-case basis versus a blanket policy."
"855","Some of the teams seem to be overstaffed. Verbal communication seems to be lacking in some areas of the company. Not many cons though."
"856","Management is very friendly so I couldn't really ask for anything else. Maybe a little bit more interaction with the team would be cool."
"857","dont start at this position they hold you down as much as possible and you never can get out"
"858","work on the moral of this department the negativity breeds from the management"
"859","Compliance work can be a bit dull at times."
"860","None at this time."
"861","Lived in a cubicle for a whole summer."
"862","Keep up the good work. But have more structure for new employees."
"863","Company was a little quick to halt salary increases and reduce bonuses as many other companies were making pay cuts, although the stock price increased about $125 a share during 2009.  I'm not sure how necessary the pay cuts were since the company was in sound financial condition.  May have been a ""preemptive strike"" if you will."
"864","Continue to support compensation that is performance based.  Encourage new ideas to come to light and provide technology to ensure CME competitive advantage."
"865","Low turnover in upper ranks - since successful employees are treated well, little people at the top leave.  It creates logjams for successful employess in lower levels."
"866","Continue to create incentive for successful employees to stay"
"867","Poor work life balance, hope you don't like your Saturdays and when random Production issues occur.  Cliquish, if you're not in with the right crowd you will no receive the same treatment when it comes to bonuses, promotions etc.  If you're good at playing the game, you'll be fine.  People hold on to knowledge, don't want to share."
"868","Promote knowledge sharing!"
"869","mediocre compensation - especially at lower ranks"
"870","need to encourage younger recruits to grow"
"871","Too much politics and favoritism. People are more interested in oneupmanship than actually getting any work done. Hard work should be recognized and rewarded appropriately."
"872","A sycophant culture is developing in CME in which people cannot express their opinions freely without fear of repercussion and are not rewarded on the basis of talent and performance but more along the likes of who you know."
"873","* Work / Life balance can be challenging at times.  Depending on your group / role, there may be frequent Saturday work.
* Crazy work pace at times. Many high priority projects
* Some counter-productive employees seem to be able to survive and remain employed
* Not a major con, but you will see a good amount of nepotism 
* Raises were mostly flat last couple of years."
"874","* Continue to work on work / life balance initiatives
* Spend additional time coaching (or weeding out) of a few counter-productive employees"
"875","managers are promoted because they are great at their jobs and have industry expertise however, they receive no guidance on how to treat the staff they are responsible for.  

Huge learning curve in the futures industry when you are coming out of college.  There is very little formal training."
"876","Please require a training for all employees that are promoted and will be supervising others."
"877","Management is underqualified and leaves employees feeling that they can do a better job than their superiors

The education courses are a waste of time because over half the class is used explaining common issues and does not leave enough time to even complete material"
"878","Really review the employees and offer bonuses or other incentives based on performance and not time there. There are definitely ""favorites"" when it comes to supervisors and if you are working for one of the lesser respected one, you too will also be looked down upon. This needs to be fixed immediately."
"879","While I understand that it is the norm to have cubicle farms at larger companies, I find them to be limiting.  My boss was a 5 min walk from my desk and I felt like I had little interaction with them.  The corporate culture was also unlike some of my previous experiences, not bad, just a very 9-5 vibe with many employees with very little passion."
"880","I'm very glad that I took the internship, however, I don't know that I could work there based on the lack of passion exuded from many employees.  I think there's a huge disconnect from the work that they are doing and the results that the company sees."
"881","If you don't like to put in the hours... Don't bother. If you don't like constant changes... don't bother. If you like to get settled in doing the same thing every day.... don't bother. Change is constant.... change is good"
"882","Change ways of promotion.... Don't make it like everyother job where it's who you know and not what you know"
"883","CME Group has a very deep hierarchical organization which leads to a lot of politics, turf battles bringing a lot inefficiencies, unflexibilities, difficulty to have important decisions made."
"884",". . . . . . . . . . . . . . . . . . . . . . ."
"885","The adage ""It's not what you know but who you know"" appears  to be the rule in many of the hiring and promotional decisions."
"886","All  the other posts that have been written so far to the  Management about this company are right on target."
"887","I think the lower rungs of the employment chain make the worst money. If you pay your dues, you might get promoted."
"888","I would make sure that he has a firm grasp on the way the lower level employees are being treated."
"889","Developers are expected to be on call twenty four hours for support of systems.  Fun once in a while but can quickly become too much if you are working on a downstream systems.  Endless data changes will keep you beyond busy."
"890","Measure everyone with the same stick."
"891","An entry level security guard will advance further than someone with a degree who works on the trading floor as a Market Reporter. I TOTALLY AGREE with the other reviews."
"892","Go to college...get a degree so you won't feel insecure by an employee who has one!"
"893","Management can be incompetent--particularly managment at the floor operations level.  Review system is ridiculous-almost have to walk on water to recieve a 3 out of 5 on rating system."
"894","Too many cooks in the kitchen.  There are far too many layers of management at this organization.  It seems as if they ccreated the ""Associate Director"" level because they just did'nt want to get rid of incompetents."
"895","Unwillingness to change the set ways of some officers."
"896","Acceptance of legacy CBOT and NYMEX employees is not felt throughout the ranks."
"897","structured, more political than it used to be 4 years ago, top heavy, integration issues, technology division does not operate uniformly, QA problems are solved by throwing more people, too much manual testing, useless directors"
"898","senior management needs to bring the agility back to the environment. They also needs use this environment to elan the organization. There are junk departments like CPO, SIG etc, with no value"
"899","Departments are siloed both internally and externally.  Communication is not the best inter-departmentally.  With the size of the company being what it is one would think the company would be much more nimble than it currently is.  It takes a long time to get simple little things completed unlike the large impact project."
"900","Keep up the good work.  Senior Management seems to be precognitive like I have never seen before."
"901","Seniority generally matters quite a bit in promoting.  Generally I did not find much to complain about at CME Group.  After the Board of Trade merger there were substantial layoffs, but those were caused by the merger and do not seem to carry over at all."
"902","Allow people to switch between departments more easily."
"903","Organizational structure is questionable and manager performance can be sub par at times. Workload can be somewhat demanding at times and will often require additional hours to be put it on the weekend for the busier weeks. With a large IT department within the company there are times when communication is not effectively established across given departments which in turn hinders the work process. 

The overall... structure of the company is efficient, but at times it seems as if the two divisions are organizations of their own which can cause some slight problems. Other than that, in my time there I didn't experience too many major downsides to CME Group."
"904","Continue making decisions that will advance the company growth-wise."
