,Unnamed: 0,X1,pros_page1,pros_page_rating_value,answer_re,answer_re_oth,answer_re_n
400,401,45,Good work life balance Nice Benefits,5,Good work life balance Nice Benefits,good work life balance nice benefits,"work, balance"
401,402,45,Great company to work for,3,Great company to work for,great company to work for,"work, company"
402,403,45,-Good work culture -Good snacks -Good work life balance,1,-Good work culture -Good snacks -Good work life balance, good work culture good snacks good work life balance,"snacks, culture, work, balance"
403,404,45,Great product for the market and great place to learn,5,Great product for the market and great place to learn,great product for the market and great place to learn,"place, great"
404,405,45,it was a very International fast paced environment where you learn a lot in a little bit of time.,3,it was a very International fast paced environment where you learn a lot in a little bit of time.,it was a very international fast paced environment where you learn a lot in a little bit of time ,"paced, environment, fast"
405,406,45,Great culture. Great food. Great people,5,Great culture. Great food. Great people,great culture great food great people,people
406,407,45,Free food and coffee all day and some pretty aquarium tanks. That's about it.,5,Free food and coffee all day and some pretty aquarium tanks. That's about it.,free food and coffee all day and some pretty aquarium tanks that s about it ,food
407,408,45,Perfect for curious recent grad school graduates who are passionate about the energy disrutpion,4,Perfect for curious recent grad school graduates who are passionate about the energy disrutpion,perfect for curious recent grad school graduates who are passionate about the energy disrutpion,
408,409,45,Work Life Balance International Exposure Talents Valued. Great Pay. Great Culture. Great External involvement,3,Work Life Balance International Exposure Talents Valued. Great Pay. Great Culture. Great External involvement,work life balance international exposure talents valued great pay great culture great external involvement,
409,410,45,nice young environment and possibility to self individual development,4,nice young environment and possibility to self individual development,nice young environment and possibility to self individual development,environment
410,411,46,"Great Company, Work life balance is great",5,"Great Company, Work life balance is great",great company work life balance is great,"balance, great"
411,412,46,"Free food, great office, genuinely open culture, opportunities for progression, access to senior managers, good salary for what you do",3,"Free food, great office, genuinely open culture, opportunities for progression, access to senior managers, good salary for what you do",free food great office genuinely open culture opportunities for progression access to senior managers good salary for what you do,"senior, salary, great"
412,413,46,They pay well for a new hire.,1,They pay well for a new hire.,they pay well for a new hire ,pay
413,414,46,"snacks, good work life balance, great company location",5,"snacks, good work life balance, great company location",snacks good work life balance great company location,"great, work, company"
414,415,46,Buon salario ed equilibrio tra lavoro e vita personale,3,Buon salario ed equilibrio tra lavoro e vita personale,buon salario ed equilibrio tra lavoro e vita personale,
415,416,46,N/A nothing that I can think of Im afraid,5,N/A nothing that I can think of Im afraid,n a nothing that i can think of im afraid,
416,417,46,"business is a unique combination of media, finance and technology. lots of opportunity for creativity.",5,"business is a unique combination of media, finance and technology. lots of opportunity for creativity.",business is a unique combination of media finance and technology lots of opportunity for creativity ,
417,418,46,"Great exposure to professionals across the street, fast pace, exciting",4,"Great exposure to professionals across the street, fast pace, exciting",great exposure to professionals across the street fast pace exciting,fast
418,419,46,"The company places significant value on those who bring significant value...if you are allowed to do so by your manager. Skills such as VBA, Python, and resiliency are treasured within Bloomberg's Global Data division. You are exposed to every level of investor from back office analyst to CEO. It looks great on a resume.",3,"The company places significant value on those who bring significant value...if you are allowed to do so by your manager. Skills such as VBA, Python, and resiliency are treasured within Bloomberg's Global Data division. You are exposed to every level of investor from back office analyst to CEO. It looks great on a resume.",the company places significant value on those who bring significant value if you are allowed to do so by your manager skills such as vba python and resiliency are treasured within bloomberg s global data division you are exposed to every level of investor from back office analyst to ceo it looks great on a resume ,"great, company"
419,420,46,"Fantastic training program, good pay, good events organised",4,"Fantastic training program, good pay, good events organised",fantastic training program good pay good events organised,
420,421,47,"Fantastic training program, good pay, good events organised",5,"Fantastic training program, good pay, good events organised",fantastic training program good pay good events organised,
421,422,47,Good work-life balance and good cafeteria,3,Good work-life balance and good cafeteria,good work life balance and good cafeteria,balance
422,423,47,brand value and good salary,1,brand value and good salary,brand value and good salary,salary
423,424,47,"Fun colleagues, great training program to learn about prducts",5,"Fun colleagues, great training program to learn about prducts",fun colleagues great training program to learn about prducts,great
424,425,47,"Good environment to work, good benefit, free meals/snacks, career development.",3,"Good environment to work, good benefit, free meals/snacks, career development.",good environment to work good benefit free meals snacks career development ,"environment, free"
425,426,47,"everything is just beautiful, man",5,"everything is just beautiful, man",everything is just beautiful man,
426,427,47,"Pretty Flat hierarchy, transparent and open",5,"Pretty Flat hierarchy, transparent and open",pretty flat hierarchy transparent and open,
427,428,47,"salaries, trainings, perks for employees",4,"salaries, trainings, perks for employees",salaries trainings perks for employees,
428,429,47,"Culture, pay, if you don't 'like working overseas this isn't for you",3,"Culture, pay, if you don't 'like working overseas this isn't for you",culture pay if you don t like working overseas this isn t for you,working
429,430,47,"Working Hours, Benefits, Low-Stress, Great Colleagues, Training",4,"Working Hours, Benefits, Low-Stress, Great Colleagues, Training",working hours benefits low stress great colleagues training,
430,431,48,"Nice Pantry, 50% 401k match, average pay, flexible hours for Data teams.",5,"Nice Pantry, % k match, average pay, flexible hours for Data teams.",nice pantry k match average pay flexible hours for data teams ,"flexible, hours"
431,432,48,Very driven but friendly culture that values employees and supports innovation and self determination.,3,Very driven but friendly culture that values employees and supports innovation and self determination.,very driven but friendly culture that values employees and supports innovation and self determination ,"culture, friendly"
432,433,48,Free food and healthcare plan,1,Free food and healthcare plan,free food and healthcare plan,food
433,434,48,Take care of their staff well. Many opportunities to switch careers and work in different divisions. Great benefits.,5,Take care of their staff well. Many opportunities to switch careers and work in different divisions. Great benefits.,take care of their staff well many opportunities to switch careers and work in different divisions great benefits ,work
434,435,48,A ideal company in you wish to work in fintech,3,A ideal company in you wish to work in fintech,a ideal company in you wish to work in fintech,"work, company"
435,436,48,"- Food and drinks are free in every location - Incredible people - True open-door policy - Beautiful locations with lots of sunlight - Family friendly, especially the picnic",5,"- Food and drinks are free in every location - Incredible people - True open-door policy - Beautiful locations with lots of sunlight - Family friendly, especially the picnic", food and drinks are free in every location incredible people true open door policy beautiful locations with lots of sunlight family friendly especially the picnic,"free, people"
436,437,48,Nice work environment. My mentors taught me lots of coding skills.,5,Nice work environment. My mentors taught me lots of coding skills.,nice work environment my mentors taught me lots of coding skills ,work
437,438,48,work life balance is good,4,work life balance is good,work life balance is good,"work, balance"
438,439,48,"Great culture, helpful colleagues, great welfare, good exposure to philanthropy",3,"Great culture, helpful colleagues, great welfare, good exposure to philanthropy",great culture helpful colleagues great welfare good exposure to philanthropy,great
439,440,48,Established brand There is a view behind all the products event though top down communication is not good Benefits In general the company does a kot for the employee and therefore expects a lot.,4,Established brand There is a view behind all the products event though top down communication is not good Benefits In general the company does a kot for the employee and therefore expects a lot.,established brand there is a view behind all the products event though top down communication is not good benefits in general the company does a kot for the employee and therefore expects a lot ,company
440,441,50,"Great place to work, lots of learning opportunities.",5,"Great place to work, lots of learning opportunities.",great place to work lots of learning opportunities ,place
441,442,50,"Good benefits, good pantry food, good people, no OT",3,"Good benefits, good pantry food, good people, no OT",good benefits good pantry food good people no ot,
442,443,50,Little or no overtime Little pressure other than dealing with teamleader,1,Little or no overtime Little pressure other than dealing with teamleader,little or no overtime little pressure other than dealing with teamleader,pressure
443,444,50,Open hierarchy and free foods,5,Open hierarchy and free foods,open hierarchy and free foods,free
444,445,50,"Well paid. Good food, good parties. Cushy travel.",3,"Well paid. Good food, good parties. Cushy travel.",well paid good food good parties cushy travel ,
445,446,50,"Decent Salary and Benefits, Fairly large place and can move between positions. Fast paced environment and you can learn a lot.",5,"Decent Salary and Benefits, Fairly large place and can move between positions. Fast paced environment and you can learn a lot.",decent salary and benefits fairly large place and can move between positions fast paced environment and you can learn a lot ,"paced, environment, place"
446,447,50,"Bloomberg unleashes the power of information and technology to organize, understand, and improve our world. Our 325,000+ global customers rely on us to deliver accurate, real-time business and market-moving information that helps them make critical financial decisions.",5,"Bloomberg unleashes the power of information and technology to organize, understand, and improve our world. Our ,+ global customers rely on us to deliver accurate, real-time business and market-moving information that helps them make critical financial decisions.",bloomberg unleashes the power of information and technology to organize understand and improve our world our global customers rely on us to deliver accurate real time business and market moving information that helps them make critical financial decisions ,
447,448,50,Diverse group of very interesting people work here. Job roles are var Ed and can change regularly.,4,Diverse group of very interesting people work here. Job roles are var Ed and can change regularly.,diverse group of very interesting people work here job roles are var ed and can change regularly ,"work, people"
448,449,50,"open culture, continued growth, CEO",3,"open culture, continued growth, CEO",open culture continued growth ceo,
449,450,50,Good salary - good brand - great benefits,4,Good salary - good brand - great benefits,good salary good brand great benefits,"great, salary, benefits"
450,451,51,"Good pay, benefits, and snacks.",5,"Good pay, benefits, and snacks.",good pay benefits and snacks ,
451,452,51,"- Interesting product offerings - Knowledge-pool of information, ability to learn if you want to - Unique client base - Good fringe benefits - Snacks, daily soup, flavored water - Philanthropy",3,"- Interesting product offerings - Knowledge-pool of information, ability to learn if you want to - Unique client base - Good fringe benefits - Snacks, daily soup, flavored water - Philanthropy", interesting product offerings knowledge pool of information ability to learn if you want to unique client base good fringe benefits snacks daily soup flavored water philanthropy,benefits
452,453,51,"Lots of really interesting projects, many smart people to learn from. Strong engineering leadership that focuses on strong decision making instead of arbitrary metrics.",1,"Lots of really interesting projects, many smart people to learn from. Strong engineering leadership that focuses on strong decision making instead of arbitrary metrics.",lots of really interesting projects many smart people to learn from strong engineering leadership that focuses on strong decision making instead of arbitrary metrics ,"smart, people"
453,454,51,"strictly a 9-5 position. great 401K match, great PTO and health benefits",5,"strictly a - position. great K match, great PTO and health benefits",strictly a position great k match great pto and health benefits,"great, benefits, health"
454,455,51,great company to work for,3,great company to work for,great company to work for,"great, work, company"
455,456,51,"Well run company, a meritocracy, colleagues are smart, hardworking and talented, collegial and professional environment. Financially stable!",5,"Well run company, a meritocracy, colleagues are smart, hardworking and talented, collegial and professional environment. Financially stable!",well run company a meritocracy colleagues are smart hardworking and talented collegial and professional environment financially stable ,
456,457,51,"Great benefit package Health, dental and travel insurance Wellbeing center on-site Free food",5,"Great benefit package Health, dental and travel insurance Wellbeing center on-site Free food",great benefit package health dental and travel insurance wellbeing center on site free food,"food, insurance"
457,458,51,Great open culture Good start of a career Incredible financial training from start.,4,Great open culture Good start of a career Incredible financial training from start.,great open culture good start of a career incredible financial training from start ,culture
458,459,51,"great culture, wonderful benefits and employee perks",3,"great culture, wonderful benefits and employee perks",great culture wonderful benefits and employee perks,"great, benefits"
459,460,51,-Editors have a lot of time to guide/help you - Food,4,-Editors have a lot of time to guide/help you - Food, editors have a lot of time to guide help you food,
460,461,52,Fun work. Good Culture. Nice people.,5,Fun work. Good Culture. Nice people.,fun work good culture nice people ,
461,462,52,"Company name on the cv, international environment, nice people",3,"Company name on the cv, international environment, nice people",company name on the cv international environment nice people,people
462,463,52,"I haven't been working at Bloomberg for very long, but it surely has been a great experience so far! You really have all the power to lead your career down the path you prefer",1,"I haven't been working at Bloomberg for very long, but it surely has been a great experience so far! You really have all the power to lead your career down the path you prefer",i haven t been working at bloomberg for very long but it surely has been a great experience so far you really have all the power to lead your career down the path you prefer,"great, working"
463,464,52,"If you get the right team, you'll be working with modern tools and encouraged to contribute to inner source. Supportive environment. A lot of access to continuing education, volunteering, and benefits. Clear boundaries and responsibilities, energetic environment. Very technically capable employees (collaborative growth). Good pay. Internal mobility is now encouraged.",5,"If you get the right team, you'll be working with modern tools and encouraged to contribute to inner source. Supportive environment. A lot of access to continuing education, volunteering, and benefits. Clear boundaries and responsibilities, energetic environment. Very technically capable employees (collaborative growth). Good pay. Internal mobility is now encouraged.",if you get the right team you ll be working with modern tools and encouraged to contribute to inner source supportive environment a lot of access to continuing education volunteering and benefits clear boundaries and responsibilities energetic environment very technically capable employees collaborative growth good pay internal mobility is now encouraged ,working
464,465,52,Lots of responsibility. Company has great values.,3,Lots of responsibility. Company has great values.,lots of responsibility company has great values ,great
465,466,52,"Crazy work hours, bad location",5,"Crazy work hours, bad location",crazy work hours bad location,work
466,467,52,Good work life balance Great People,5,Good work life balance Great People,good work life balance great people,"work, balance"
467,468,52,"Benefits, above average pay depending on department, cares about making sure employees have room for growth and are happy.",4,"Benefits, above average pay depending on department, cares about making sure employees have room for growth and are happy.",benefits above average pay depending on department cares about making sure employees have room for growth and are happy ,pay
468,469,52,Philanthropic arm gives away a majority of profits,3,Philanthropic arm gives away a majority of profits,philanthropic arm gives away a majority of profits,
469,470,52,Place to work when you're looking to have an impact,4,Place to work when you're looking to have an impact,place to work when you re looking to have an impact,work
470,471,53,I like the philantropies it does. The company provides a lot of voluntary works and they match your voluntary work to make a donation to an organization that you choose. There're many domains and teams to choose if you're doing engineering work and the culture varies for different teams.,5,I like the philantropies it does. The company provides a lot of voluntary works and they match your voluntary work to make a donation to an organization that you choose. There're many domains and teams to choose if you're doing engineering work and the culture varies for different teams.,i like the philantropies it does the company provides a lot of voluntary works and they match your voluntary work to make a donation to an organization that you choose there re many domains and teams to choose if you re doing engineering work and the culture varies for different teams ,"culture, work, company"
471,472,53,"- Multi-cultural, diverse work force - colleagues from all over the world speaking multiple languages - Travel opportunities - Transparent day-to-day experience which is hard to find elsewhere - Great office facilities",3,"- Multi-cultural, diverse work force - colleagues from all over the world speaking multiple languages - Travel opportunities - Transparent day-to-day experience which is hard to find elsewhere - Great office facilities", multi cultural diverse work force colleagues from all over the world speaking multiple languages travel opportunities transparent day to day experience which is hard to find elsewhere great office facilities,work
472,473,53,Great benefits and physical surroundings,1,Great benefits and physical surroundings,great benefits and physical surroundings,benefits
473,474,53,All the tools you could possibly need to do the job,5,All the tools you could possibly need to do the job,all the tools you could possibly need to do the job,
474,475,53,"surrounded by intelligent people, environment pushes you to overachieve, and snack room",3,"surrounded by intelligent people, environment pushes you to overachieve, and snack room",surrounded by intelligent people environment pushes you to overachieve and snack room,environment
475,476,53,Nothing but Free lunch and breakfast,5,Nothing but Free lunch and breakfast,nothing but free lunch and breakfast,
476,477,53,Truly collaborate company with open access to anyone,5,Truly collaborate company with open access to anyone,truly collaborate company with open access to anyone,company
477,478,53,"Amazing benefits package - fully paid health insurance, events, food everywhere, great 401K matching",4,"Amazing benefits package - fully paid health insurance, events, food everywhere, great K matching",amazing benefits package fully paid health insurance events food everywhere great k matching,"benefits, food, great, health"
478,479,53,"If you work hard, they'll give you the opportunities. Great benefits, great pay. Intelligent, motivated co-workers.",3,"If you work hard, they'll give you the opportunities. Great benefits, great pay. Intelligent, motivated co-workers.",if you work hard they ll give you the opportunities great benefits great pay intelligent motivated co workers ,"work, great"
479,480,53,"Great colleagues, atmosphere and new London office",4,"Great colleagues, atmosphere and new London office",great colleagues atmosphere and new london office,
480,481,54,"Excellent canteen, very good work culture, love the summer parties, multicultural and success driven. I loved working with different managers, colleagues there. I had a great time. I will definitely recommend Bloomberg to friends.",5,"Excellent canteen, very good work culture, love the summer parties, multicultural and success driven. I loved working with different managers, colleagues there. I had a great time. I will definitely recommend Bloomberg to friends.",excellent canteen very good work culture love the summer parties multicultural and success driven i loved working with different managers colleagues there i had a great time i will definitely recommend bloomberg to friends ,"work, great, working"
481,482,54,Good pantry of food....,3,Good pantry of food....,good pantry of food ,
482,483,54,"All things good. Good salary, good people",1,"All things good. Good salary, good people",all things good good salary good people,people
483,484,54,- Invest massively in employees. - Fantastic offices. - Broad range of career opportunities.,5,- Invest massively in employees. - Fantastic offices. - Broad range of career opportunities., invest massively in employees fantastic offices broad range of career opportunities ,
484,485,54,"Great company to work for, many opportunities.",3,"Great company to work for, many opportunities.",great company to work for many opportunities ,"work, company"
485,486,54,"Beautiful modern office, pantry food Diversity has improved since i first joined and it's common to see diversity promoted openly internally.",5,"Beautiful modern office, pantry food Diversity has improved since i first joined and it's common to see diversity promoted openly internally.",beautiful modern office pantry food diversity has improved since i first joined and it s common to see diversity promoted openly internally ,food
486,487,54,"Open communication, friendly co-workers, good benefits etc.",5,"Open communication, friendly co-workers, good benefits etc.",open communication friendly co workers good benefits etc ,"friendly, benefits"
487,488,54,Good Pay for the position,4,Good Pay for the position,good pay for the position,
488,489,54,Very good atmosphere and lots of training,3,Very good atmosphere and lots of training,very good atmosphere and lots of training,
489,490,54,"There is a lot to love about working for Bloomberg LP. Let's start with the work environment. The offices are some of the nicest, tech friendly offices in the New York City. The 731 Lexington Ave location is always buzzing with energy. Most people are very friendly and approachable, and the company encourages collaboration accross departments. Next, the benefits and perks of working there are amazing. Free... health insurance (given passing a biometric screening), great time off & sick pay, free snacks & coffee 24/7 and lots of other great perks. Learning opportunities are abundant at Bloomberg. They provide loads of in-house training, as well as tuition reimbursement for graduate school as well as financial designations. Lastly, the environment is anything but hostile. I've made hundreds of friends in my time working there, and I truly believe the people are what makes the company great.",4,"There is a lot to love about working for Bloomberg LP. Let's start with the work environment. The offices are some of the nicest, tech friendly offices in the New York City. The Lexington Ave location is always buzzing with energy. Most people are very friendly and approachable, and the company encourages collaboration accross departments. Next, the benefits and perks of working there are amazing. Free... health insurance (given passing a biometric screening), great time off & sick pay, free snacks & coffee / and lots of other great perks. Learning opportunities are abundant at Bloomberg. They provide loads of in-house training, as well as tuition reimbursement for graduate school as well as financial designations. Lastly, the environment is anything but hostile. I've made hundreds of friends in my time working there, and I truly believe the people are what makes the company great.",there is a lot to love about working for bloomberg lp let s start with the work environment the offices are some of the nicest tech friendly offices in the new york city the lexington ave location is always buzzing with energy most people are very friendly and approachable and the company encourages collaboration accross departments next the benefits and perks of working there are amazing free health insurance given passing a biometric screening great time off sick pay free snacks coffee and lots of other great perks learning opportunities are abundant at bloomberg they provide loads of in house training as well as tuition reimbursement for graduate school as well as financial designations lastly the environment is anything but hostile i ve made hundreds of friends in my time working there and i truly believe the people are what makes the company great ,"snacks, friendly, insurance, people, company, work, free, benefits, health, environment, great, working"
490,491,55,"There is a lot to love about working for Bloomberg LP. Let's start with the work environment. The offices are some of the nicest, tech friendly offices in the New York City. The 731 Lexington Ave location is always buzzing with energy. Most people are very friendly and approachable, and the company encourages collaboration accross departments. Next, the benefits and perks of working there are amazing. Free... health insurance (given passing a biometric screening), great time off & sick pay, free snacks & coffee 24/7 and lots of other great perks. Learning opportunities are abundant at Bloomberg. They provide loads of in-house training, as well as tuition reimbursement for graduate school as well as financial designations. Lastly, the environment is anything but hostile. I've made hundreds of friends in my time working there, and I truly believe the people are what makes the company great.",5,"There is a lot to love about working for Bloomberg LP. Let's start with the work environment. The offices are some of the nicest, tech friendly offices in the New York City. The Lexington Ave location is always buzzing with energy. Most people are very friendly and approachable, and the company encourages collaboration accross departments. Next, the benefits and perks of working there are amazing. Free... health insurance (given passing a biometric screening), great time off & sick pay, free snacks & coffee / and lots of other great perks. Learning opportunities are abundant at Bloomberg. They provide loads of in-house training, as well as tuition reimbursement for graduate school as well as financial designations. Lastly, the environment is anything but hostile. I've made hundreds of friends in my time working there, and I truly believe the people are what makes the company great.",there is a lot to love about working for bloomberg lp let s start with the work environment the offices are some of the nicest tech friendly offices in the new york city the lexington ave location is always buzzing with energy most people are very friendly and approachable and the company encourages collaboration accross departments next the benefits and perks of working there are amazing free health insurance given passing a biometric screening great time off sick pay free snacks coffee and lots of other great perks learning opportunities are abundant at bloomberg they provide loads of in house training as well as tuition reimbursement for graduate school as well as financial designations lastly the environment is anything but hostile i ve made hundreds of friends in my time working there and i truly believe the people are what makes the company great ,"snacks, friendly, insurance, people, company, work, free, benefits, health, environment, great, working"
491,492,55,"Offices are beautiful especially in London Excellent Health Care and pension Per diem when travelling very generous All sorts of free events and tickets i.e concerts, theatre, Tower of London,etc Summer party is amazing A truly diverse workforce where you are safe from harassment Very nice colleagues Pantry with free breakfast and Snacks",3,"Offices are beautiful especially in London Excellent Health Care and pension Per diem when travelling very generous All sorts of free events and tickets i.e concerts, theatre, Tower of London,etc Summer party is amazing A truly diverse workforce where you are safe from harassment Very nice colleagues Pantry with free breakfast and Snacks",offices are beautiful especially in london excellent health care and pension per diem when travelling very generous all sorts of free events and tickets i e concerts theatre tower of london etc summer party is amazing a truly diverse workforce where you are safe from harassment very nice colleagues pantry with free breakfast and snacks,free
492,493,55,"Very knowledgeable team members, respectful and professional.",1,"Very knowledgeable team members, respectful and professional.",very knowledgeable team members respectful and professional ,
493,494,55,"great people, great pantry, stable work",5,"great people, great pantry, stable work",great people great pantry stable work,"work, great"
494,495,55,"Great training program, amazing benefits, overall good work/life balance, great colleagues",3,"Great training program, amazing benefits, overall good work/life balance, great colleagues",great training program amazing benefits overall good work life balance great colleagues,great
495,496,55,Excellent benefits and work life balance; encouraged and empowered to do charitable work; much of the company's profits go to charity; beautiful office; flat hierarchy,5,Excellent benefits and work life balance; encouraged and empowered to do charitable work; much of the company's profits go to charity; beautiful office; flat hierarchy,excellent benefits and work life balance encouraged and empowered to do charitable work much of the company s profits go to charity beautiful office flat hierarchy,"work, benefits"
496,497,55,Work life balance Great office Intelligent people Perks Culture,5,Work life balance Great office Intelligent people Perks Culture,work life balance great office intelligent people perks culture,"balance, people"
497,498,55,"Good pay, good work life balance, can learn something if you wanna, very good colleagues and bosses",4,"Good pay, good work life balance, can learn something if you wanna, very good colleagues and bosses",good pay good work life balance can learn something if you wanna very good colleagues and bosses,work
498,499,55,There are a few really cool teams to work at,3,There are a few really cool teams to work at,there are a few really cool teams to work at,work
499,500,55,"Smart People, Ownership, Plenty of Projects",4,"Smart People, Ownership, Plenty of Projects",smart people ownership plenty of projects,
500,501,56,"Excellent benefits (no premium health insurance, 4 weeks PTO first year, and many others), large global presence (Asia/Europe/US), excellent reputation",5,"Excellent benefits (no premium health insurance, weeks PTO first year, and many others), large global presence (Asia/Europe/US), excellent reputation",excellent benefits no premium health insurance weeks pto first year and many others large global presence asia europe us excellent reputation,"benefits, health"
501,502,56,"Free food, coffee, good insurance",3,"Free food, coffee, good insurance",free food coffee good insurance,insurance
502,503,56,work and life balance is good,1,work and life balance is good,work and life balance is good,"work, balance"
503,504,56,- Nearly free healthcare/dental/vision - Paid Time Off and fixed 8hr+1 workday - Fully stocked pantry/free dinner - Educational benefits (tuition and prof dev reimbursement) - Annual Picnic - Dedication to philanthropy - Excellent offices/loca,5,- Nearly free healthcare/dental/vision - Paid Time Off and fixed hr+ workday - Fully stocked pantry/free dinner - Educational benefits (tuition and prof dev reimbursement) - Annual Picnic - Dedication to philanthropy - Excellent offices/loca, nearly free healthcare dental vision paid time off and fixed hr workday fully stocked pantry free dinner educational benefits tuition and prof dev reimbursement annual picnic dedication to philanthropy excellent offices loca,"free, benefits"
504,505,56,good work and life balance,3,good work and life balance,good work and life balance,"work, balance"
505,506,56,Building is great and location is hard to beat. Great option if your someone who wants to go into an office everyday and doesn’t mind the commute and don’t want to travel often for work.,5,Building is great and location is hard to beat. Great option if your someone who wants to go into an office everyday and doesn’t mind the commute and don’t want to travel often for work.,building is great and location is hard to beat great option if your someone who wants to go into an office everyday and doesn t mind the commute and don t want to travel often for work ,great
506,507,56,"Culture and colleagues are amazing. The company also truly cares about employees, and gave plenty of benefits. Good work life balance too.",5,"Culture and colleagues are amazing. The company also truly cares about employees, and gave plenty of benefits. Good work life balance too.",culture and colleagues are amazing the company also truly cares about employees and gave plenty of benefits good work life balance too ,"work, balance, company"
507,508,56,I love it here very much,4,I love it here very much,i love it here very much,
508,509,56,"Smart colleagues, great benefits including 401k plan, nice offices with lots of free food, talented management, adequate resources, competitive salaries",3,"Smart colleagues, great benefits including k plan, nice offices with lots of free food, talented management, adequate resources, competitive salaries",smart colleagues great benefits including k plan nice offices with lots of free food talented management adequate resources competitive salaries,"great, free, talented, benefits"
509,510,56,"Great culture, people, projects, invest in education",4,"Great culture, people, projects, invest in education",great culture people projects invest in education,
510,511,57,"Talented co-workers, good benefits, beautiful office",5,"Talented co-workers, good benefits, beautiful office",talented co workers good benefits beautiful office,
511,512,57,good work environment for sure,3,good work environment for sure,good work environment for sure,"work, environment"
512,513,57,"Dynamic fast paced culture. Exciting product, great benefits, strategy no philanthropic focus.",1,"Dynamic fast paced culture. Exciting product, great benefits, strategy no philanthropic focus.",dynamic fast paced culture exciting product great benefits strategy no philanthropic focus ,"paced, great, fast"
513,514,57,* big company * infrastructure teams have some really good people,5,* big company * infrastructure teams have some really good people, big company infrastructure teams have some really good people,"people, company"
514,515,57,Got to know some great people Good start,3,Got to know some great people Good start,got to know some great people good start,"great, people"
515,516,57,"good co-workers, health insurance",5,"good co-workers, health insurance",good co workers health insurance,"insurance, health"
516,517,57,"Pay is good, good health insurance and many holidays.",5,"Pay is good, good health insurance and many holidays.",pay is good good health insurance and many holidays ,"insurance, health"
517,518,57,Amazing place to work.,4,Amazing place to work.,amazing place to work ,place
518,519,57,Takes diversity seriously. Meritocracy. Good place for journalists to work. High values.,3,Takes diversity seriously. Meritocracy. Good place for journalists to work. High values.,takes diversity seriously meritocracy good place for journalists to work high values ,place
519,520,57,- great office - great international environment - good trainings - free snacks - good perks - good reputation,4,- great office - great international environment - good trainings - free snacks - good perks - good reputation, great office great international environment good trainings free snacks good perks good reputation,"snacks, environment, free, great"
520,521,58,Free breakfast and Snacks. Great Healthcare plan. Can take free courses through Bloomberg University.,5,Free breakfast and Snacks. Great Healthcare plan. Can take free courses through Bloomberg University.,free breakfast and snacks great healthcare plan can take free courses through bloomberg university ,free
521,522,58,Great place to work for all kinds of job,3,Great place to work for all kinds of job,great place to work for all kinds of job,"work, place"
522,523,58,international ambiance exposure to financial markets,1,international ambiance exposure to financial markets,international ambiance exposure to financial markets,
523,524,58,The company offers a wide variety of opportunities for growth as well as learning. It has an open culture such that all employees from an analyst to the Chairman of the company sit together and work. There are no cabins.,5,The company offers a wide variety of opportunities for growth as well as learning. It has an open culture such that all employees from an analyst to the Chairman of the company sit together and work. There are no cabins.,the company offers a wide variety of opportunities for growth as well as learning it has an open culture such that all employees from an analyst to the chairman of the company sit together and work there are no cabins ,"culture, company"
524,525,58,Great Firm Great Benefits Very relaxed/chill work Flat structure,3,Great Firm Great Benefits Very relaxed/chill work Flat structure,great firm great benefits very relaxed chill work flat structure,work
525,526,58,Reasonable working hours Philanthropy Encourage diverse thinking Growing business units Encourage change and movement around the company Open communication between departments Strong in D&I,5,Reasonable working hours Philanthropy Encourage diverse thinking Growing business units Encourage change and movement around the company Open communication between departments Strong in D&I,reasonable working hours philanthropy encourage diverse thinking growing business units encourage change and movement around the company open communication between departments strong in d i,"hours, company, working"
526,527,58,"Flat structure, intelligent & passionate colleagues, open access regardless of seniority, extremely philantrophic in nature, great benefits and big in D&I.",5,"Flat structure, intelligent & passionate colleagues, open access regardless of seniority, extremely philantrophic in nature, great benefits and big in D&I.",flat structure intelligent passionate colleagues open access regardless of seniority extremely philantrophic in nature great benefits and big in d i ,"great, benefits"
527,528,58,"Finance is a diverse and challenging problem domain, and Bloomberg has a lot of very interesting technical problems and solutions. I have excellent technical coworkers, and Bloomberg has a culture that gives substantive raises to good developers so they stick around more than the typical 2-3 years.",4,"Finance is a diverse and challenging problem domain, and Bloomberg has a lot of very interesting technical problems and solutions. I have excellent technical coworkers, and Bloomberg has a culture that gives substantive raises to good developers so they stick around more than the typical - years.",finance is a diverse and challenging problem domain and bloomberg has a lot of very interesting technical problems and solutions i have excellent technical coworkers and bloomberg has a culture that gives substantive raises to good developers so they stick around more than the typical years ,culture
528,529,58,"Smart people, interesting problems, dynamic environment",3,"Smart people, interesting problems, dynamic environment",smart people interesting problems dynamic environment,environment
529,530,58,"Best culture, good benefits and amazing people",4,"Best culture, good benefits and amazing people",best culture good benefits and amazing people,"benefits, people"
530,531,59,"Benefits, pay, good product. Smart people.",5,"Benefits, pay, good product. Smart people.",benefits pay good product smart people ,
531,532,59,"- young crowd and will make lots of friends very quickly who will help/support you through thick and thin for many years to come - tech vibe, open floor plan, easy-to-approach senior management - very structured work day and clear idea of what is expe",3,"- young crowd and will make lots of friends very quickly who will help/support you through thick and thin for many years to come - tech vibe, open floor plan, easy-to-approach senior management - very structured work day and clear idea of what is expe", young crowd and will make lots of friends very quickly who will help support you through thick and thin for many years to come tech vibe open floor plan easy to approach senior management very structured work day and clear idea of what is expe,"senior, work, management"
