"","cons_page1"
"3964","very mediocre employees, no guts.  This isn't sell side, this isn't buy side.  It's just back-office.  A lot of churn for new employees in the company, the lifers there obviously are just clocking the hours.  Also I might add way too many indians and asians in the technology area.  Hard to get communicate through their thick accent sometimes."
"3965","Stop treating it like a 9-5 job and then panicking when its crunch time."
"3966","Work long hours, but it is usual, as other good company in Singapore"
"3967","Too big, hard to get yourself promoted. Pay raise slowly. Reward less for exceptional work, and treat people more equally."
"3968","Seems it is transforming from relying on people to relying on policies. But still, people is the most important thing for the success of a tech company."
"3969","Some metrics do not make sense and are easy to take advantage of for unscrupulous people."
"3970","Know the product better. Treat subordinate with more respect. Be honest and open to them. Don't get drawn into metrics too much cause those can be manipulated with."
"3971","low increment, bonus, flip flop evaluations, lousy metrics system, biased promotions, all promotees typically from US/Europe/Australa., tyop down drivem"
"3972","Have more color in managers, growth opportunities"
"3973","1. Middle Management does not provide enough incentive for harder work
2. Could be a little better in terms of noise levels"
"3974","Give employees more incentives to work harder"
"3975","Open/Green environment was stressful for some people - over stimulating."
"3976","Keep up the good work!"
"3977","A lot of proprietary development and technologies used.
Lack of interesting projectsdepending on which team you work on.
Limited career growth."
"3978","Provide more clarity and transparency about issues affecting the company.
Provide more communication with employees.
Focus on improving non-terminal growth."
"3979","-long hours, during project launches (I'm nitpicking here...comes with the territory)
-Allow the elevator to stop on the 4th floor!!!! (inside joke), but very valid critic."
"3980","None so far...haven't been around long enough"
"3981","Opportunities not given adequately by management
Not enough transparency within department
Lousy increment and bonus
Management shows favourtism
If you are asked to relocate, no relocation compensation is given. 
Skill set not transferrable, people out there see us as a vendor. Whenever you go to meet clients, clients don't greet us by name and say ""Bloomberg is here""."
"3982","Promote people that are competent and with leadership quality and not show favouritism to certain individuals. Turnover is pretty high."
"3983","There is very little time spent on building a skill set that can be transferred, depending on career goals and past experience it may not be a great springboard to buy/sell side or front office finance.  Those who have worked on the street in general do better and gain credibility quickly with clients as opposed to the ""fresh out of college"" reps that are rushed through the process."
"3984","Provide additional ""market player"" training to make job a bit more relevant."
"3985","Flat organisational structure. Limited opportunities for promotion. No senior titles. One can get promoted only to TL level and then to head of the department, which is quite unlikely. Many people who get promoted to TL level come from different departments and have no expert knowledge to guide and practically help you in the first year or so (well, they catch up in about a year under high work pressure). 
Pay... increase is miserable. New recruits get  more money than someone who worked for years. New recruits are enticed with competitive starting salary, but it rarely increases beyond inflation rate in the following years unless you get promoted to TL level.  There is trivial difference in pay increase for stars and good performers. Not enough financial stimulus to deliver outstanding job. 
Global data is one of the worst departments in the company in terms of pay vs. work hours."
"3986","People are running from company after the first year because they are not financially recognized for their hard work. Please understand that 1K difference in salary increase for a star and non-star is not adequate recognition of good work (I'd say it's rather a spat in the face). It's demotivating and demoralizing, indeed. Introduce better scheme for rewarding financially the best people and you'll see much better... work quality with more motivated personnel."
"3987","Demanding peak periods when you can be expected to do overtime.
Job can become boring due to numerous repetitive tasks."
"3988","Incompetent management
Long hours
Poor performance metrics"
"3989","Man up (or, woman up) and do some employee engagement surveys, and then address the results."
"3990","lack of growth, gets boring after a while, too much security as well"
"3991","Don't hire just women, or minorities."
"3992","Slightly less pay than an IB, some middle management can be incompetent, metrics questionable for quality performance. 

Related to management - inexperienced or insecure ones most likely to treat people like children."
"3993","Promote on competence, not on flair. Some great potential for better managers but need a better system to pick them out."
"3994","low compensation
repetitive work 
lack of mobility"
"3995","Work/life balance is't so good.  Culture has many holdovers from the finance industry, making for a very non-touchy-feely environment...doesn't feel like a traditional technology culture."
"3996","-no career progress, repetitive work across the company, it's called 'flag organization'. there is no promotion so there's no big salary increase.
-managers treat employees like children. everything is monitored. 
-performance is measured by 'metrics' system' with error rate% etc--->used at reviews to discourage people
-long hours without OT
-it seems many jobs moving to China, India"
"3997","High Pressure, everything needs to be finished now."
"3998","Monotonous work, no room for growth as a temp, the bathrooms are small for a pretty large building."
"3999","Yes, temps are expendable, but you could at least give them more notice before the contract ends. My team were notified that we're done an hour before the end of the day."
"4000","Bloomberg's motto is: Get Things Done.
You should develop your application as fast as possible. Nobody asks you about design. Nobody asks you to write any documentation.
Just get things done.
As the result Bloomberg has tones of spontaneously designed and not documented code.
Most likely you will be hired to support this code. 
You will have to fix bugs and improve code which should be redesigned 10 years ago.... But nobody will let you redesign it. Just get things done and fix the bug as fast as possible. 

Every day you will get new tickets to fix. This is the way how you will learn your project. The only way you could understand what to do is to ask your mentor.
You will be very lucky if your mentor be able to explain you what you should do.  He just has no time because he has a lot of tickets too. 

Bloomberg is chaos. If you like chaos this place is just for you. 
BTW please ready book ""Bloomberg by Bloomberg"""
"4001","who I'm to give advises to the management. They have very big and very profitable business. It works for them. The question is: will it work for you?"
"4002","management is not well organized"
"4003","No Flexibility
Don't know how much room for growth
work is mundane"
"4004","Senior managers are stuck up, and if they dont like you, you will know it and most likely wont be there for too long."
"4005","For interviewing just be confident and tell them the real reason why you want to work at bloomberg and show them the real you."
"4006","- High percentage of colleagues are incompetent
- Management induce a condescending culture and treat employees like children
- Management seemingly spend countless hours devising new methods to irritate employees
- Leadership roles are only offered to people who have no words in their vocabulary beyond 'yes, of course I can do that for you'... regardless of how ridiculous suggested request may be
- Management... bend over backwards for the sake of rigid, poorly designed metrics regardless on the impact of quality of service
- Promotions are not remunerated immediately, you must await a pay review
- Pay reviews are based on poorly designed metrics
- Pay is extremely opaque for a firm that prides itself on transparency"
"4007","Drop the immature culture and fake enthusiasm, treat employees like adults, place qualified knowledgeable people into leadership roles, focus on genuine quality rather than pandering to meaningless numbers. Reward people openly and in a timely manner to ensure those talented employees are retained. Keep the standard of training high."
"4008","Dissatisfactory compensation
Reasonable expat package should be given to those moving to overseas offices."
"4009","Should not force employees to relocate to other countries without  acceptable compensation package. HR were not helpful at all"
"4010","Lack of communication is a downside."
"4011","Year 1- You will learn quite a lot new stuff(on your own), work on all challenging fast paced stuff .You might still end up working under managers who have less educational background, skills and outside bloomberg experience who will actually be insecure of you and will try to make your eval bad for that. Believe me, they don't care at all about product in all this. I also think this is the case mostly because these... tls are pretty aimless themselves in their goals. They do bachelors in some totally different field, join financial firm with software development for money. Looks like they are not at all clear about their aim in all this and not true to their profession.
Year 2- Its still ok. you will still get to learn something.
Year 3- Lot of repetitive, mechanical work
Year 4 and onwards - If you still stay here, you will become completely useless for software development in outside world."
"4012","Is it worth to advice management to do something about management itself? The points mentioned above in first year are very important. They make the impression of company on new candidate. Look for managers/tls who are early and prematurely promoted to their positions. They are mostly the ones who employ these wicked strategies."
"4013","You get promoted based on your looks not your brains"
"4014","It is a good company to work for if you are ""hot"".  There is a lot of discimination, at least I feel this way.  Smarts is not the highest qualifications that you need to succeed.  If you are smart but don't have the looks/body, you will not move up too much, if at all, on the corporate ladder."
"4015","The noise level is quite high."
"4016","- can be very fast paced and demanding during peak periods
- long working hours"
"4017","- NA"
"4018","Limited career development as the company is not very big."
"4019","Better sharing."
"4020","Micro management
Management tends to rush the project development, resulting in hard to maintain code
Business decisions change quickly and lots of work wasted (including business planning and product development)"
"4021","Give more trust to developers and give them more room for creativity
Make business plans more transparent to developers
Allow more time for product development"
"4022","the money is not very good."
"4023","keep training the employees"
"4024","Some of the management are incompetent, lack of experience or management skill,biased and talk a lot of bs, who only care about their own matrix instead of the company's well being.
 The company treasures ppl who can talk and show instead of those who can work,deliver and make a real impact to the business, thus loosing good talent,  retaining and promoting mediocre ppl who only know  saying yes to their bosses....
Limited career prospects within the company.
Every decision is top down and there is no feedback system.
Too US dominated."
"4025","Hire the right ppl to become managers.. Matrix  isn't everything. Create a feedback system and you will get to hear the true voices. A good business model helped the company to go a long way,but  bad management can ruin it in the long run. Visit glass door often instead of relying on the sweet talks of your subordinates."
"4026","stable salary-underpaid in the lomg run
careers progress under question
job can be boring and repetitive"
"4027","give more opportunies to your employees"
"4028","Pay could be a lot better
Few career advancement opportunities
Company operates globally but is too U.S. oriented
Everything must be created there"
"4029","Embrace globalization. Try to see think how to leverage its successful technology to enter new industries. Diversify away from banks, which are volatile and are shrinking."
"4030","Lesser interaction with management, not a really good culture"
"4031","Please give an opportunity to employees to contribute to company's growth by introducing their ideas."
"4032","Very bureaucratic, poor upper management, people memorize what they do not fully understand what they do, not a lot of movement in positions, poor company to work for if you're just starting out and are looking for a place to grow quickly"
"4033","Upper management not really filling new upper level positions with component leaders, rather with mediocre ones so as not to have more colleagues to compete with.  As a result, lots of people are made ""managers"" but have poor ""managing"" skills.  Very disappointing."
"4034","sometimes a bit too rigid, a lack of openess to other ways of doing business and too much reliance on young grads in the workforce"
"4035","need to make sure good experienced workforce stays by keeping pay competitive. offer more perks such as a gym to back up the corporate communication around healthy lifestyles."
"4036","this is a vendor not an investment bank so you should not expect the same kind of pay at bloomberg"
"4037","keep up the good work leading this company and make sure you make the right decisions. this company needs changes but not too aggressive ones."
"4038","You could get lost among the tens of thousands of worldwide drowns."
"4039","Good luck with Plan B."
"4040","Not a front row seat to the markets but good place to be in a down market."
"4041","Work balance is some what not easy as I seen my previous companies. Manager always keeps the toe up for job. But all are hardworking people and it inspires me as well to excel."
"4042","R&d is not treated too well, sometimes being pushed around. Salary is not so high, especially for senior hirer.  Dont have too much promotion opportunity, you may get one after 5/6 years."
"4043","You gotta be very aggressive and assertive about your positions coz the culture here is to push others to accomplish the job."
"4044","1. Middle-level managers are incompetent or lost or indifferent. Rare to find any other kind. This is a demotivating factor for most employees.
2. Long work hours. Kills any chances of having a life outside BBG, especially if people have long commutes.
3. Less opportunities for growth. Competence is not the factor that pushes people to higher positions. It's normally other considerations like how much the... management likes you or how much you will bend according to the top guy's will. So basically need to be nice to the boss.
4. Little appreciation for great work. There are few managers who ensure an employee gets his or her due.
5. Bosses decide what the market wants. People work not because the market needs it but because the boss wants something done."
"4045","Need to give employees more freedom in terms of work and decision-making. Need to also listen to employees and chuck middle-level managers with bad records instead of rewarding them even more."
"4046","Inept group leaders think they are glorified managers but really have no experience managing people.
No praise for a job well done or all the extra hours put in, instead pointing out all your weak areas with no help to improve.
Giving out awful performance reviews just setting you up to fail and pushing you toward their chopping block.
Awful human resource management - the are not there to help you but instead to... back up the team leaders."
"4047","Hire people to manage that actually have some experience in management.  Take care of your employees and you'll see people that are happy to come to work and give 110% of themselves.  Stop treating people like they are part of an assembly line.  Go back to the way Bloombeeg intended to have his company run.  You are losing good people over insignificant amounts of money and compromising people's health in the... process!"
"4048","Very busy, other than that I like the company."
"4049","Can't think of any for now."
"4050","working hours and no so rewording ."
"4051","some teams are need more management"
"4052","Note: I have many years of software engineering experience but this was my first job in the financial industry. So the ""cons"" I listed here may be ""norms"" for other people who have been in the industry for a long time. 

1. You probably will feel more like an assembly line worker than a professional with special skills. Don't expect to have that feeling of a respected, unique engineer.
2. Sometimes laughable... software practices. You will know what I mean if you can tell the difference between programming and software engineering
3. Need to fix a lot of nonsense code and very often need to work within the constraints of broken/bad architectures
4. Must use the Bloomberg terminal almost for everything, which makes me feel the clock has been turned back to 80's. 
5. Unprofessional/incompetent managers/team leaders. I would say many of them are more like foremen than managers. I suspect they don't feel very secure (because their Bloomberg ""management experience"" probably will be useless if they need to find another job), which makes their management even worse.
6. Many people need to work long hours
7. Not enough bathrooms. 5 out of 10 times you will need to wait in line to get a stall"
"4053","Although bad technology/management can still make a lot of money because of your good business model and market position, that won't work forever. Think ahead."
"4054","The pay is low. If you don't come to the company already demanding a high salary then it will take forever to get salary increases. Also salary increases only happen once a year! Even if you move into a new position, you don't get your new salary, so you can spend months working in a higher paying role, but the new salary doesn't kick in until the 1 year period. Also the long hours. The norm is to work 9/10 hour... days depending on what dept you are in, but if you are overloaded with work (which is pretty often) you're looking at 10 /11 hour days! Most of the time upper management doesn't recognize the extra time that you're putting in anyway."
"4055","When employees are doing a good job, let them know. Don't just harp on the things that need to be improved."
"4056","salary and bonus are belong market rate in SINGAPORE
manager only promote who they like(need to kiss a lot of asses)
there are a lot operational work needed to be done but manager do not see that as exceptional. and they still question you on why you don't stand out, be more creative and innovative. there is no TIME! but they said time can be made... HUH?
Managers are not specialist in the products. They only... know how to butter things to their manager."
"4057","YOU should give your bonus to the people who do the JOB!"
"4058","The employees are loyal to the company but not to each other; they will through you under the bus in a New York minute! Hard work is not acknowledged."
"4059","Show some respect for the people who work so hard for you."
"4060","not a whole lot of ability to move up within company, mostly all very lateral movement and not much room for growth."
"4061","Make it better for temps and low level employees they are the ones who run your business and do the grunt work"
"4062","not a whole lot of ability to move up within company, mostly all very lateral movement and not much room for growth."
"4063","Make it better for temps and low level employees they are the ones who run your business and do the grunt work"
"4064","No after-work human relationships
Too many interns"
"4065","n/a"
"4066","Company is very fast paced, so there's no time to think through the design. It is more important at the company to get the results out rather than have a solid design - ie. create a hack, a short-term band-aid solution that will fix the issue at hand and get the product out the door, even if the hack will create huge amount of problems down the road. Also junior programmer's bonus is not decided based on the... person's performance, but rather divided from the left overs in the bonus pool after the management and the senior developers gets their share. (Each department get a dedicated bonus pool)"
"4067","Please treat your junior programmers the same way as you would with senior ones in terms of opinion, design decisions and bonus. Do not treat us like another piece of resources."
"4068","Too much dictatorship from top management which suppressed creativity. Sales people rely too heavily on policies set out and slowly become cookie cutters.."
"4069","Don't waste time on useless campaigns just for the sake of hitting numbers, most of the campaigns don't generate enough value for the firm nor the clients to justify time and money spent."
"4070","This place is full of h1b visa holders.  They work 100 hour weeks, and if you don't do the same, you will be toast.  They create a culture of corruption and patronage similar to any crony-capitalist third-world country, but on a higher pay scale.  You are a slave and your ideas are not valued, because your success is a threat to your boss.  There is a chain of 12 levels of hierarchy here.   Endless politics.  The... better you are, the worse your life will be."
"4071","Hire some natives to improve the culture.  Silicon valley types."
"4072","* There is really not much room of development (career-wise and skills-wise) for temp, it does  look good on the CV though. But somehow one must take into account of their future career development, try to look for a chance to become a perm.
* Seriously underpaid (as a temp, which is expected I suppose)"
"4073","Generally doing a good job, but I hope that they can pay more attention to the temps. Hopefully there will be more recognition in the future."
"4074","middle management is mediocre at best, micromanage most employees, long hours with not many ""thank yous"" = little appreciation and little life/work balance, pride themselves on transparency but really only tell you what they think will show transparency, not expected to ask questions or the reason why behind concepts"
"4075","new middle management is needed asap, losing good talent!"
"4076","The company is growing very fast - things can get a bit disorganized.
Although we are a Data company, our data within needs to be cleaner.

You are never fully ""done"" with a project/assignment.  You would work on something for weeks, and finally when you are finished, it comes back a day later and people ask for more.  It's hard because you would either need to start over to include what they want, or completely... drive yourself crazy including things that were not initially planned for.  I just wish management knows what they want before handing me work, mostly because it's not easy always editing comprehensive reports just to change a few things, when the reports were designed for only specific metrics/data.

Once you are hired into a role (and are good at it), the common theme is that they will not promote you because they cannot backfill your role once you move up.  From the looks of it, you will either be moving sideways (to a diff business unit), or you will be moving up (if you are even labeled as a successor for management roles)."
"4077","If your employees are your greatest assets, do as much as possible to keep employees happy.  This means larger compensation (remember that a lot of folks who work here used to work in banks - they are actually taking a pay cut to work for you), and stress career development plans as much as possible."
"4078","Time consuming; high stress; peers can be cut throat"
"4079","No life. Just work long hours."
"4080","Management are difficult to deal with."
"4081","Little opportunity for advancement.  A large portion of the company come from the entry level programs who start their careers at Bloomberg and then never leave.  Sometimes a sense of entitlement, people believing they are better than their peers"
"4082","Some of the policies are kind of ridiculous about nepotism or if you leave the company, even to go back to school, you can never work there again.  For a company that perceives itself as ""best of breed,"" it seems senseless to limit an employee's growth opportunity in education unless he or she does so part time while still working at Bloomberg."
"4083","old technology, mess legacy code. the restrooms are just not enough in many floors. 
There is no software engineering, but only code writers. Some developers are not from CS major and write really bad code."
"4084","Pay not great, temps are treated like dirt, people who work there full time don't even seem to like it."
"4085","Treat your temps better, they know more than the people coming out of college without any experience, consider them more for jobs."
"4086","the learning curve is not as steep as an ambitious young professional would like to see. Hence, it's easy to get bored with the job after a while."
"4087","If the nature of the non-technology work becomes more challenging, employees would enjoy working here for a longer period of time."
"4088","The management did not give me adequate advice, or guidance, rather they found that they were dissatisfied and they let me go."
"4089","Work with your employees to make sure that they are doing what you want, and how you want, rather than fire them"
"4090","-Proprietary code and system.
-Lot of bad legacy code and firefighting. 
-Get ready to be micro-managed on everything.
-Processes are decided by out of touch managers and cannot be changed.
-Employees feedback are never taken in account.
-Get ready to be considered as untrustworthy even after years.
-Turnover is really high (60% of company has been here less that two years) so nobody know how thing works....
-Even though the company boast itself of it unique culture and been flexible don't get fooled they will let you down if you need them (sickness, disaster).
-Everything is at manager discretion (so some people get a lot (trip, free meal) but most get nothing).
-Priorities change every 5 min.
-Less and less perks."
"4091","-Trust people more.
-Don't annoy people on petty thing (working at other office, lunch hours, removing team meal).
-Listen to the feedback.
-Don't inflict collective punishment because of some bad apples.
-Stop disparities between treatment of employees within"
"4092","- pay/bonus 
- Communication between management and employees
- If a TL/manager doesn't like you, you wont last long there
- Promote the wrong people to management"
"4093","They need to reevaluate the managers in sales and remove the ones that aren't helping. Just because someone has been there for years doesn't mean they are good. Not fair to hound the new guys on unrealistic metrics while others slack."
"4094","* Top heavy, team leads make all design and key product decisions, programmers are just code monkeys.
* Internal job switch process is not transparent and honestly silly (teams looking to hire will insist on interviewing you inspite of you having worked with similar tech for 4+ years)
* Some teams require you to come in at 9. Leave early will raise eyebrows, you are required to put in at least 10 hours, can easily... go upto 12."
"4095","This isn't the 80s. Do things differently.."
"4096","There is very little opportunity for career advancement.   Whatever it is that you are hired to do, that is what you will always do."
"4097","Provide more opportunites for career advancement.     This will create a more highly motivated and engaged workforce.   A ""career"" is more exciting than a ""job""."
"4098","Annual reviews are frustrating since managers are told to downgrade people even if they are performing well, more experienced employees are not respected and tend to get replaced by very young and cheaper workforce"
"4099","Give people some encouragement and motivation not just punishment, don't focus so much on statistics, give the more experienced people some respect"
"4100","Lots of the codebase is pretty antiquated - Fortran code, old 1000 line C functions from the 1980s etc. 
Lots of proprietary stuff you have to learn that isn't transferrable, so you run the risk of getting a bit institutionalised.  Also, Bloomberg often unnecssarily has it's own little version of something (file I/O libraries etc).
Senior management have their head in the clouds & are fairly political - many have... been since the dawn of time and have an outdated view of how the company works, and they will push through initiatives that they have 'sold' to their superiors even if they just don't make sense at ground level.
One of those companies (and there are many) that sell themselves to applicants as having a 'flat' structure, when what this actually means is that hardly anyone ever gets moved up.
There is also lots of bureaucracy and a culture of micro-management - every working hour must be ticketed, accounted for etc."
"4101","You are sacrificing efficiency by allowing senior managers to progress through political means rather than real achievements.  You only seem to reward people for 'visible' things, rather than good people management, keeping the team happy etc."
"4102","no partition/cubical in the office, hard to advance in title/pay/professional skill after working for a couple of yrs"
"4103","ok"
"4104","Sometimes career paths can be unclear depending on what department you work in."
"4105","Additional opportunities for professional development, as well as clearer career paths, would be appreciated by many,"
"4106","Alpha-males thrive, the socially awkward are suppressed. NY-centric and lack of understanding/awareness of other locations. Upper management rule with an iron grip yet frequently prove to be the blockage. Timetables are often dictated to allow flexibility for the privileged few, at the expense of the many."
"4107","A very small number of upper managers frequently prove to be the blockage on decisions/meetings. As a result, dictated timelines are impossible to meet. Give the impression of disorganisation and short-sightedness."
"4108","1) No career advancement whatsoever. You may be stuck in your department for years and as long as you do the same repetitive tedious job and you hit the ""metrics"" they will like to keep you there.
2) Management is horrible. I can't believe I knew more about my job than my managers. They spend the whole day ""working"" on projects and micromanaging each and every one of your steps.
3) There is no loyalty to any... employee. They downsized a department recently and fired people that has been working with the company for 19 years without trying to accommodate them somehow (This happened in the London office).
4) Out of the blue, your department may just take into a new full set of responsibilities without having the preparation, training and most important, the HUMAN resources to do a good job. More work and more hours but the same pay and don't even dream of a future adjustment.  
5) Salary is very low, you will be working here for years and you barely will beat the inflation with the rises you get (2 % if you do get something). You take it our leave it, no negotiation, no seniority consideration, nothing. They know you will get frustrated and leave and they will get somebody for less money and will start the doom cycle all over again.
6) You spend more than 2 years in this company and you career is utterly and completely DONE. Bloomberg is not a financial software standard as they tell you it is, once you go into the financial industry (yes, the real one, not the one they make you believe you are working for) you realize you wasted your time. Is good if you learn to operate the software while working here, but at most it will take you a year to maximize your exposure. After that, please leave and never look back..... this leads to point:
6) If you are getting out of college, and you want to have some exposure to a financial ""Brand"" you can work here for no more than 1 1/2, 2 years. Get all the knowledge that you can assimilate, drink as much sugar loaded sodas as you can and leave fast! you don't want to get caught in their losers culture nor they ""Approach"" to bussines."
"4109","Read my cons and take them very seriously. They great majority of your employee base thinks this way. If you actually care about your brand and your future prospects, put the people first!"
"4110","* most RnD teams need to work with other teams, but usually there is no proper communication between the teams. you need to constantly badger the other team to get any work done.
* work can be very demanding sometimes"
"4111","Start using newer technologies."
"4112","* Rigorous protocol and procudure, no if or buts
* Everything on need to know bases
* Bonus is not attrative"
"4113","The management should focus more,in term of Human resources, financial investment, operational support, RandD in regional office as they drive the most growth,"
"4114","Managers expect you to work long hours, high turnover. HR goes straight to your manager with a complaint and lets them deal with the issue directly, so you really can't complain about anything without your manager having the last say.  Need a doctor's note on the 5th sick day you take. Salary is terrible and it won't increase much, maybe 4-5%. You will be penny pinching working for this company."
"4115","If you value your employees, start using other revenue lines besides the terminal to give them a bump in salary. I love working for this company but you have to realize that the hard workers are the ones that get the short end of the stick, while the buddy buddy system and hiring friends and family (which is against corporate policy) won't achieve real goals here."
"4116","The company needs management training program. Some news team leaders are incompetent."
"4117","The company needs management training program. Some news team leaders are incompetent."
"4118","Completely arbitrary pay and bonus structure. Newsroom management is left to editors, whose HR capacity is often limited to nonexistent. Work-life balance in San Francisco can be fine, but that's not the case in New York or other bureaux where I worked. Theoretically horizontal management structure, but I never had any interaction with higher level editors. Most of my best stories died on the vine as editors... dithered -- attitude seemed to be ""big stories = big problems."" Inexplicable penny-pinching on reporter travel and magazine subscriptions seemed odd in face of extravagant company parties and office spaces."
"4119","Run newsroom more like a traditional newsroom, with people rewarded for good story ideas and execution rather than attempting to quantify reporting with ""metrics."" Give workers a chance to critique managers as part of annual performance reviews. Give reporters with most boring or stressful jobs a chance to cycle out into more creative tasks after a specific amount of time."
"4120","Management is not great
No appreciation for good work
Promotion are not objective"
"4121","Give better training to managers so that they should learn that productivity will improve by appreciating the good work."
"4122","Considerable amount of micromanagement
Pay not comparable of similar projects elsewhere
expiration date for your time in a single area"
"4123","Company needs to restructure the restructuring they did last year."
"4124","too much office politics, promotion or transfer is not based on work performance, rather personal favors. work can be boring."
"4125","respect employess more and just evaluate them fairly rather than personal feelings or preferences."
"4126","Let me preface this by saying that if one of the 'pros' above works for you, do go ahead and work here for a while, and make up your own mind. Of course, always make sure you can leave if it doesn't work for you. I don't work there anymore, but I gave myself a year before composing this, so that I could be objective, and avoid looking vindictive.
With that, let me begin ...

#1 - Legacy code -- you must have... heard this term thrown about casually, or in the titles of books you might have passed by -- but you will be working with legacy code that could be 10 or 20 years old. Now thats not a bad thing in itself, except that a whole lot of it was written by incompetent people (more of this in #2). I see you're not sufficiently scared yet -- I have three words for you -- ""GUI in Fortran"" -- if that doesn't do it for you, go ahead and send in your resume, you'll love the place.

#2 - Incompetent people -- they're all over the place -- it could be your colleagues, your managers, sales people you interface with. Part of this, I think, has to do with the broken recruitment process - I won't necessarily blame HR, rather the seemingly ad-hoc nature of the actual interview process itself (e.g. asking textbookish ""what is a singleton?"" instead of ""Solve problem XYZ"" self-selects the kinds of people that are unwilling to learn new stuff -- add them to a bunch of old-timers who know a lot of old stuff, and you have a potent mix).
Around the time I left, company policy removed the criteria of having a computer science degree for being hired as a developer -- read into this what you will.
I felt this people factor made everyone excessively paranoid, since, unable to rely on reason for how things should work, they were often reduced to superstition (""don't touch that code -- copy-paste it instead and put it on a flag instead!"" -- rinse and repeat, and you have spaghetti code the likes of which you cannot imagine -- unless, of course, eventually, inevitably -- you have to fix it)

#3 - Opaque work environment -- I never had a clue why we were doing what we were doing, or why we stopped doing it and began doing something else. Mysterious communiques were occasionally delivered once a year, and then ignored in the actual work ordered throughout the year.

#4 - Poor software principles - I was gonna lump this in with #1 or #2 but it deserves special mention since it encompasses and encourages both of them. Expect to waste days, weeks (months ?) doing monotonous work, only because people are unwilling, unable (or both) to do things differently. The excessively proprietary nature of *all* software means that not only are you forced to rely on substandard code, but also have to do without tools that are commonplace elsewhere (""What's that fancy svn/git thing ? We use RCS!"" (Seriously))

#5 - Weird billing process - at the end of each day, you're required to 'bill' time to a 'ticket'. Ok, nothing wrong with that. When I joined, I had no work for about two months -- I still had to bill time -- what's more, I saw that a couple of older employees in my team, actually *did nothing* and billed time to tickets they 'owned' for a long long time. This was quite bizarre at first, but after sufficient time, I internalized it and became a certified slacker myself.

#6 - Top down review process (actually, top down everything) - Your manager has the first, last and only say in what your performance was. Period. (The rest -- employees sucking up to their manager, going behind their colleagues' backs to talk to managers, stabbing said backs etc. -- follows from this)

[Caveat here: I didn't really see #3, #4 and #6 as terrible things until I moved to a different place where I had transparency, good tools and some kind of peer review, and was able to draw some contrast. I'm told that most banks are similar, and so in that respect, Bloomberg is certainly ""no worse"" than many places]


Finally, I must confess to a soft spot for the place, it being my first employer, and in any large organization, no narrative can successfully capture the small details. My manager was ok with time off and sick days, and not (unlike some reviews suggest) scary, intimidating and excessively micro-managing -- but yes, I did observe (both first-hand and second-hand) other managers doing the same, and I will happily admit that I fared better than most."
"4127","Really ? OK I'll take this seriously -- its hard to change the entire culture of an organization overnight, and in this case, I'm not sure if it would be a good idea anyway (after all, the company as a whole is doing great, and it recently expanded its subscriber base beyond the 300,000 mark) so there isn't any incentive for management to do anything.
Unlike other reviewers then, I won't say things like... ""replace/retrain middle management"" etc. -- it just doesn't sound practical.

I would, however, request the initiation of some sort of feedback mechanism to ""listen"" to junior employees -- it is never profitable to make their lives better, or to retain replaceable personnel -- but it might help to spot any trend before it becomes a trend -- and if the rank-and-file are able to realize the difference between their work environment and a different one, and find an easy way out (a competitor? startups? some other job market change) -- there will be a trend indeed."
"4128","Backstabbing, Managers behave like dictators with no accountability throughout the chain of command, outright lies on performance reviews,performance is proportional to psychophancy, culture of meritocracy and fairness being systematically dismantled, basically a H-1B sweatshop, blame the person you don't like instead of the real culprit and get him/her fired."
"4129","Please leave the firm now.."
"4130","Poor codebase and development tools creates a maintenance nightmare, you can find yourself spending more time firefighting and working around inefficient old code than creating new apps. Culture changed a few years ago to a 'metric' based system where you get rewarded more for ticking boxes and saying 'yes' to the right people further up the management chain (don't believe anyone who says the company has a flat... structure - there are 8 levels above mine and this is typical). Coupled with their philosophy of mainly promoting eager to please, inexperienced graduates this has led to whole layers of incompetent mangement led by similar, more senior managers who have no industry or engineering experience other than at Bloomberg. The only way of improving your prospects is by enrolling in a 'leadership' course led by the very same people, few people are promoted based on ability. There is no distinction between project managers and those with the necessary people skills to manage groups. Pension is not particularly good. Used to be able to work from home occasionally but now this must be approved by senior managers, just one example of the atmosphere of mistrust which had led to a general atmosphere of low morale."
"4131","Seriously, I would be shocked if any of them even look at this; let alone act upon it!"
"4132","too much work...thery make you work like donkeys....if u are in a team like global trading u're life will be hell"
"4133","u guys are cool....but u gotta stop making people work that hard...seriously u cant do stuff like that"
"4134","lack of potential for career advancement, without moving horizontally.   
Salary growth is fair but bonus is poor."
"4135","n/a"
"4136","work is repetitive and can be boring"
"4137","Becoming too metric oriented,  poor communication from management"
"4138","Becoming too metric oriented,  poor communication from management"
"4139","the Bloomberg way is not always the best or correct way."
"4140","731 Lex is not the center of the world and not everything in the world should be done the way it's done in the US of A"
"4141","A few of their policies seem rather Mickey Mouse; for instance, if you forget your badge three times you lose a vacation day."
"4142","upper management does not ""get"" what it takes for R&D to be successful"
