Employer's Name,Review Link,Job Title,City/Town Name,State Name,Country Name,Interview Date,Interview Difficulty,Interview Length (no. of days),Process,Interview Outcome,Overall Experience,Why Decline,Negotiation Phase,Interview Question 1,Interview Question 2,Interview Question 3,Interview Question 4,Interview Question 5,Employer Response
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW9835303.htm,Research Assistant,Yo,West Sepik,Papua New Guinea,3/7/2016,Average,21,"Phone interview with HR, phone interview with Lead Analytical Manager, in-person interview with two directors. Basically only asked on background and experience. No trick or highly technical questions. They had asked my views on the economy.",Accepted Offer,Positive, , ,What are your views on the US economy?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW11259548.htm,Research Assistant, , , ,7/16/2016,Average,60,"Standard... First fill in all the questions and submit CV through online application, phone interview with HR, interview with MD and other senior people. As expected, online psychometric testing is also required as well as a background check",Accepted Offer,Neutral, , ,"Where do you see yourself in 5 years?
Tell us more about what you did in your previous role?", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8823020.htm,Research Assistant,London,England,UK,12/4/2015,Very Easy,7,"I applied online. One week later I received an email from a recruiter to set up a telephone interview. We agreed on day and hour. When the day came, she forgot to call me. I waited for more than hour and a half and she didn't call. Later, I had a voice message from her, asking me if I was still interested. I sent her an email to reschedule another interview but she never replied or called again. Surpisingly, this is the 4th time a recruiter from S&P does this to me. Either they don't show up to interview you, they forget to call you or whatever excuse they have. Poor professionalism",No Offer,Negative, , ,Can't say. The interviewer forgot to interview me, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8801833.htm,Research Assistant,Paris,Ile-de-France,France,12/2/2015,Average,60,"2 round of interviews with the team senior analysts (3 analysts at each round), involving an analytical discussion, plus a discussion on my background, my past profesional experiences and professional project looking forward, and an exercise (30mn preparation, financial spreadsheet of an LRG,computer): about an hour each and an interview (relatively short) with HR for salary negociation",Accepted Offer,Positive, , ,"What do you thing about the rating business? what is a rating/use/ for what different purposes?
What are the different levels of LRG in France? their roles/competences ? 
what do you think about the territorial reform?", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8837412.htm,Research Assistant,London,England,UK,12/6/2015,Average,40,"I had a video interview just with competency questions followed by two technical phone interviews. I was invited to the assessment center. Everybody was really nice and they asked me only competency questions. a 15 minutes telephone interview based on competency questions only.Typical questions like why S&P walk me through your CV, why are you interested in Credit ratings,what do you expect from the programme.It was an HR administrator who called me and the questions were tottaly expected.Moreover she asked me to talk her through my cv.",Accepted Offer,Positive, ,I told them what I was expecting,a) 3 factors of the financial crisis b) a lot of questions on the balance sheet c) profitability indeces, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8836947.htm,Research Assistant,London,England,UK,12/6/2015,Difficult, ,"In person interview and assignment. the case study involved analysing the business and financial risk of the company and recommend a rating.It also involved doing a detailed peer comp analysis, industry and country analysis.",No Offer,Positive, , ,they asked me to present the case study, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW17982680.htm,Research Assistant,London,England,UK,11/20/2017,Average,14,"Both interviews were scheduled quickly, and also the interview results. First interview with the immediate manager and the second with the analytical manager. Both interviews were in very good vibes and attitude.",Accepted Offer,Positive, , ,General character and professional knowledge, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW12120432.htm,Research Assistant, , , ,9/29/2016,Very Easy,42,"5 1 on 1 interviews with different directors. Not a single technical question asked in my case, instead they just wanted me to walk them through my CV and answer why I wanted to work at S&P in a Research Assistant position.",No Offer,Positive, , ,"If you went to the Moon, what would you bring with you? Estimate the number of hairs in a human head. and those kind of questions.", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW9259297.htm,Research Associate,Chennai,Tamil Nadu,India,1/19/2016,Average,60,"applied through college or university. I interviewed at S&P Ratings.Applied through college. Process took 2 months and still going on. First round was digital interview(hirevue). It was followed by aptitude test which had quant, eng, LR and basic finance knowledge. It was a bit difficult. The selected students were called for company presentation in gurgaon office. And now i am waiting for next round, that is interview",Accepted Offer,Positive, , ,"Applied through college. Process took 2 months and still going on. First round was digital interview(hirevue). It was followed by aptitude test which had quant, eng, LR and basic finance knowledge. It was a bit difficult. The selected students were called for company presentation in gurgaon office. And now i am waiting for next round, that is interview", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW1186165.htm,Communications Intern,London,England,UK,11/5/2011,Average,2,"Upon applying to S&P online for an internship with their communications department, I received a phone call from human resources with preliminary questions concerning my education and background. About an hour later, I received another call from the same person offering me an in-person interview with the head of the press office at their Canary Wharf location. On the day of the interview, I arrived about 15 minutes early. Instead of waiting that entire time, my interviewer came out early and was very friendly. We talked for about 15 or 20 minutes while he looked through my CV and asked me a series of questions about why I wanted the job, what my background was, and what I thought my strengths were. He then went to find a higher up, who came in and sat down with me individually as well. They were both very personable people and the interview never seemed contrived or awkward. The office was extremely nice and the environment was professional yet surprisingly calm. I received a phone call a few days later from the same person at HR. He gave me great reviews on my interview, actually quoting a couple of the things the interviewers had said about the interview. He then gave me the interview statistics of how many people applied (over a hundred) and how many people were called in for an interview (less than 10). So I didn't get the position, but the experience was extremely positive and also provided me with helpful practice and feedback.",No Offer,Positive, , ,"Can you explain to me what types of issues you think might come up in the press office? For example, S&P has received some negative attention for what types of issues recently?",How would you effectively handle contact with journalists?, , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW1559396.htm,Director Rating Services, , , ,6/5/2012,Average,3,"I interviewed with Manager, piers, and HR",No Offer,Positive, , ,Do you have any published written material?,Do you have experience with mortgage backed securities?, , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW16377461.htm,Data Researcher,Gurgaon,Haryana,India,8/15/2017,Very Easy, ,"They called 15 candidates at the same time for interview, which meant waiting for three hours for five minutes interview. It started with the HR round with basic questions like what is the job description and positive qualities about you. After this first interview many candidates were rejected. They did not take into account any technical or financial knowledge before rejecting a candidate and how a candidate gets rejected at the self-introduction is a bizarre concept.",No Offer,Negative, , ,What is the job description?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8266974.htm,Business Analyst,London,England,UK,10/12/2015,Average,42,"I was contacted by an internal recruiter who sold me the role very hard. I was talked into going for an interview because apparently the hiring managers were very eager to speak to me. After some thought, i tried to cancel the interview as i felt it wasn't the role for me. I was again contacted by the recruiter with another hard sell. I pushed to have a telephone interview before a face to face, however i was assured the hiring managers were very eager to meet me, so i agreed to come for 'a chat'. I attended the interview and it was very obvious that one of the hiring managers had not read my CV, let alone ever being 'very eager' to meet me. It was obvious as she came to the meeting unprepared, without my CV and had no background information on me whatsoever. Her greeting was lackluster as I initiated and drove the handshake, pleasantries and small talk while we waited for the other interviewer. I felt like I was a burden to her. After about 5 minutes into the interview, it was very obvious that the role and I were not suited, from a skills or aspiration perspective. I was sold a role with variety and exciting work by the interviewer, however the hiring managers used the words 'Just keep the wheels turning for this application' many times. There was no variety and it was mentioned that the new CIO was putting pressure to reduce support for applications like this. I considered ending the interview myself, however I decided against it. Although it was obvious the role was not for me, the attitude of one of the interviews was dismissive and uninterested. I knew i didn't have the job when she muttered (literally) that she had no more questions after about 20 minutes into the interview. The other interviewer was pleasant and asked questions focused on what the role needed and what i could bring to the role. I left the interview feeling utterly deflated with the disinterested interviewer as well as angry with both the recruiter for refusing the telephone interview, as well as with myself for not ending the interview sooner. Needless to say, i didn't get offered the role, however i chased both the recruiter and the person who organised the interview many times and for over 6 weeks before I got any feedback. It was a shockingly bad experience.",No Offer,Negative, , ,All the questions were fairly questions., , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW16822724.htm,Manager,Singapore, ,Singapore,9/14/2017,Very Easy,90,"First round was a call with HR who is based in HK. About 30 minutes. Once she evaluated that you are suitable, you will be called up to meet the hiring manager. It was a good chat as the hiring manager was friendly and she asked about my skills and experiences. Then proceed to round 2 to speak to a manager who is based in US. Apparently I will be working closely with him. Again the interview was about my skills and experiences. Then I was arranged for a video call with a director based in US. Twice, the director stood me up and I waited for 20 minutes before calling Hr and realised he was not free. Then finally I was assigned to speak to another manager ok US. She's such a rude person and it was apparent that she was not keen to hire me. Overall bad experiences with the US director and Us manager. Also the hr promised to update me of the final round process but it's been 2 months and she has not contacted me. Disappointed with the lack of professionalism in S&P. Last I heard the position was filled but pls have the courtesy to at least inform me.",No Offer,Negative, , ,Experiences and skills, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW12196944.htm,Client Development Associate,Toronto,Ontario,Canada,10/5/2016,Average,7,"Very Pleasent, the interview itself was very short. I had budgeted for 30 min but lasted only 20 min. Overall a positive experience. Mostly behavioral questions. Have to have some knowledge of Capital Markets. More of a sales role, don't confuse it with the product consultant role. The pay is based on commission so I was not very keen on the position.",No Offer,Positive, , ,Where do you see yourself in 5 years?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW9015881.htm,Graduate Scheme, , , ,12/28/2015,Difficult, ,"I applied online by submitting Cv and other details, then got through to the video interview which was fairly straight forward and asked maybe 10 straight forward questions. I was then asked through to the telephone interview, was a lot more technical than the video interview and required more preperation",No Offer,Positive, , ,"Telephone interview asked about things such as liquidity ratios, the state of the Euro zone and economic crisis and things to consider when investing in a factory abroad.", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8763802.htm,Graduate Programmer, , , ,11/28/2015,Average,30,I had a video interview just with competency questions followed by two technical phone interviews. I was invited to the assessment center. Everybody was really nice and they asked me only competency questions.,Declined Offer,Positive, , ,"1) 3 factors of the financial crisis
2) a lot of questions on the balance sheet
3) profitability indeces", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW627497.htm,MBS Analyst, , , ,8/27/2010,Average,1,"Interview was set up as 3 hour, one after another interviewees. Some from the group to work with, some from HR, some from irrelevant function, just there to interview. Overall, it was a straightforward process. When entering the building, I noticed about 10 other candidates going through the same process.",No Offer,Neutral, , ,Are you familiar with what the position is?,List 3 achievements, , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW21949624.htm,Client Operations Associate,Islamabad,Islamabad,Pakistan,8/13/2018,Easy,28,"The interview process starts with a phone screening in which they will ask you a few basic questions to judge your knowledge of financial statements. After this, they will invite you for an on-site test and interview. The test will be one hour long and will test your financial knowledge through multiple-choice questions. Basic stuff. The interview will be a basic interview in which they will want to get to know you and they will ask you questions on how you responded to a particular sort of situation in a previous situation. The final interview will be with the hiring managers which will be a similar interview to the previous one, only it will be with a panel of four.",No Offer,Positive, , ,Describe one situation in which you were faced with a difficult decision to make and how did you go about it., , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW732808.htm,RMBS Analytics Intern, , , ,12/5/2010,Difficult,1,"First some basic questions, like tell me about yourself. Then move on to some coursework and experience and also extend them to some related theories and algorithms, such as optimization. These tortured me a lot. Always couldn't get the right answer. And some questions on fixed income.",No Offer,Negative, , ,portfolio optimization,"Duration, convexity", , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW23270739.htm,Commodity, , , ,11/5/2018,Average,14,"I applied through S&P website, than in 2-3 weeks got a video interview. It consisted of around 8 questions, most of them were behavioural, some were technical, asking about S&P business model.",No Offer,Neutral, , ,Why S&P?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW1161747.htm,Risk Solutions,London,England,UK,10/19/2011,Average,20,"Be specific, know your thing very well and try to be a very communicative candidate.",Accepted Offer,Positive, , ,What would you do when faced with an endless dataset? How would you check it for validity?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW1696447.htm,Product Development Consultant,London,England,UK,7/6/2012,Average,21,"Contacted initially through a phone interview, which lasted no more than 15 minutes. Short and precise they wanted to get an idea of how I carried myself over the phone (as this was part of the job) and to ask me a few questions. I was called a week later to have a 1:1 interview, I was interviewed by the hiring manager of that section and a team leader who was there to confirm my language skills. The questions were again in the same line as before. There were no financial questions, no catchy questions, and at the end it turned out to be such a smooth interview. The team leader then took over and asked me general questions in the foreign language they requiered just to grasp my knowledge. They did not call or provide any feedback, I contacted them a week later and they did not offer me the positon, as my foreign language skills were not suitable for their business use.",No Offer,Positive, , ,"-What do you know about the role?

-What are the main competitors of S&P?

-Can you describe your last role?

","
Walk me through your CV

What do you know about Standard and Poor's?

Why did you leave your previous job?

Do you know what the role entails?", , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW1966079.htm,Structured Finance Intern,São Paulo,São Paulo,Brazil,9/18/2012,Average,60,"Hard market-oriented test for the fisrt time, together with other candidates. 4 questions, mostly regarding corporate finance, economics and relating to ratings. Last one was ""Why do you want to work for S&P?"" Then had one month later an interview with two directors and four analysts. Cool people, some hard answers and focus on past history and achievements. Also some statistics questions.",Accepted Offer,Positive, ,No negotiation. Take or leave.,What would you rather buy: one AAA $1000 bond or one hundred BBB $10 bonds?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW2790194.htm,Analytical Support Coordinator,Singapore, ,Singapore,7/3/2013,Average,21,"3 round of interview. 1st is the call from HR, 2nd is phone interview with managing director, 3rd round is face to face interview with 2 head of financial service. Most of the questions are about personal qualification and the skills required by the job",No Offer, , , ,How do you link your ability with the job requirement?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW5711923.htm,Credit Ratings Excellence Development Program, , , ,1/16/2015,Difficult,30,"I found the offer online and applied before the 2014 Christmas holidays. Early January, I received an invitation to a 15mn phone interview with a campus recruiter the next week. We went through my resume and my reasons for having applied. As I have an experience in credit rating, I have been asked more details about it. I was left with the impression that this step was a bit standardized and somewhat rushed. The next day, I received an invitation to two other back-to-back phone interviews of 30mn each with two different directors for the next week. These interviews were supposed to be only technical ones, but a good third of the time was spent discussing my earlier experience in credit ratings. The level of the technical question was higher than the earlier comments I read on this website let me think it would be, but not excessively so. Most of the technical questions aimed at making me take distance on what I actually did. Although we discussed the next steps, what this specific programme meant for the company and the role in details and that my experience fuelled an interesting discussion, I have not been invited to the next round. The second round of interview was more casual and less technical than expected. I had the impression to discuss with like-minded, more experienced professionals despite the fact that we had covered different industries. I was surprised when the second interviewer asked to conduct the interview in our common mother tongue, rather than English because it would it would otherwise feel somehow absurd to him (which is different from trying to test the proficiency of an applicant's native language). Also, my interviewers were not located in the office where the programme was supposed to take place.",No Offer,Positive, , ,Assume that a regional or or local governmental entity is planning to finance an infrastructure project with debt: what are the criteria that you would you take into consideration to rate this issuance? (Example: a city planning on developing a tramway network). Follow-up question: how would you monitor this rating after the start of the project?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW6196570.htm,Credit Ratings Excellence Development Program, , , ,3/26/2015,Average,42,"1st round: video interview. Pretty standard questions, such as what do you know about S&P and McGraw Hill? Why did you apply for this program? How does this program help you achieve your career goal? 2nd round: two 30-min phone interviews with 2 of their credit analysts. Apart from standard questions e.g. what do you expect from the program? Why you? Why S&P? The interviews were more focused on technical questions. E.g. What is the structure and some of the items on a balance sheet? What are some of the reasons of the Eurozone crisis? If you are a treasurer of a company and you are financing an acquisition, what would you consider?",No Offer,Positive, , ,"Other questions may include, e.g. what would you consider if you need to rate a company?", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW5975248.htm,CREDit Analyst Programme,London,England,UK,2/23/2015,Easy,90,"On demand-video interview Each question was presented on-screen, 30 sec for preparing your answer, 3 minutes to answer the question. I didn't hear back for quite a while. 2 technical-based telephone interviews Interviewers were from different departments and both very nice. The interviews lasted for 20-30 minutes. I heard back very quickly the next week. 3 behaviourial-based 1:1 interviews in person, dinner with games Dinner was on the day before the interviews. The atmosphere was good and we didn't feel observed. We had the chance to talk to many of senior analysts/directors over food and drinks. The jeopardy game and a team-building exercise were both quite fun. Interviews on the next day were relaxed as well, except for the one with 2 interviewers. They were a bit tougher and had many follow-up questions. None of them lasted for more than 30 minutes. I heard back within one week.",Declined Offer,Neutral, , ,"On-demand video interview: what do you know about McGraw Hill, why do you want to work in Financial Services, what qualifies you for this programme

Technical-based telephone interviews: which factors led to the credit crisis and explain the problems we still have to deal with today

Behavioural-based interviews: talk about a situation where you had to be creative/deal with a lot of information under tight deadlines", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW6494797.htm,Credit Excellence Programmer Summer Analyst,London,England,UK,5/2/2015,Average,180,"First stage -video interview. Basic questions: Why S&P, What is S&P etc.. Second stage - Two 30 minutes phone interviews - Interview divided in 3 questions. 1. Economic outlook, 2. Accounting (Ratios, WC etc..) , 3. Behavioral Third stage - Two 30 minutes interviews with directors of the company. Mostly behavioral questions",Accepted Offer,Positive, , ,Compare the life in North Korea and the US. What are the main causes of the financial crisis? What do you think about the current government bond price in the EU?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8507286.htm,S&P Ratings CREDit Graduate Programmer,London,England,UK,11/2/2015,Very Easy, ,I had a phone interview with S&P. The interview lasted literally 10 minutes. The interviewer was reading through a script and asked me 3 questions. She was uninterested in what I was saying. 5 minutes later I got a rejection e-mail.,No Offer,Negative, , ,"What do you know about S&P?
What do you know about this program?
", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8860553.htm,S&P Ratings CREDit Graduate Program, , , ,12/8/2015,Average, ,"There were two 30 minutes interviews with two supervisors of both behavioral and technical questions. The supervisors are extremely friendly people, whom we are likely to report to in future. It is important to have a basic financial knowledge, whereas math is not tested at all.",No Offer,Positive, , ,"Which offers a higher return,  debt or equity?", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8901816.htm,Graduate Credit Analyst,Melbourne,Victoria,Australia,12/12/2015,Average,30,Interview was highly technical with one question about myself. Come prepared and make sure you are up to date with the latest finance and economic news. Interviewers were very friendly.,No Offer,Neutral, , ,What is the current interest rate?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW11264877.htm,Graduate Credit Analyst, , , ,7/17/2016,Average, ,"2 x 30min technical interviews with department managers from different divisions. very practical application of questions - expect to be asked about current events relating to S&P and be aware of current government projects happening. be aware of global events relating to S&P, not just locally. HR is pretty bad with replying to you after the interview unless you chase them.",No Offer,Neutral, , ,How would an airline company finance its purchase of a plane?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW18268452.htm,Credit Program Analyst,London,England,UK,12/8/2017,Average,14,"After filling out the standard application form, I was invited to complete an online interview, in which I had to video tape my answers to several questions. Unfortunately, the video taping was the last part of the application procedure I was invited to.",No Offer,Negative, , ,Why do you want to work for S&P?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW18250203.htm,Credit Summer, , , ,12/7/2017,Average, ,Video interview after the online application process. It is a motivational and competency based interview - 8 questions and 2 or 3 minutes for each question. Be prepared about the company and the reasons why you are applying. No technical questions.,No Offer,Positive, , ,Which languages do you speak?,Why S&P Global Rating?, , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW22647545.htm,Credit Summer, , , ,9/25/2018,Very Easy, ,"two rounds of telephone interviews. The first round is pretty standard fit questions, the second round was slightly more technical but very basic questions such as basic accounting. Definitely one of the best run recruiting processes I have experienced so far. Don't be thrown if one of your telephone interviews is with someone from a different country to the one that you applied in.",Accepted Offer,Positive, , ,How would you assess a companies credit worthiness, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW11786296.htm,Ratings Support Specialist,London,England,UK,9/3/2016,Average,28,"Straightforward process which was fairly quick with a phone interview and three rounds of interviews with members of the team. The three rounds of interviews was done all the same day. Most questions were about me and my personality characteristics and wasn't particularly challenging. Pleasant process, really friendly interviewer who was honest and made it more a conversation than a formal interview.",Accepted Offer,Positive, , ,How do you handle working in a fast-paced environment? , , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW23579650.htm,CREDit Graduate Program, , , ,11/27/2018,Easy,21,After a brief HireVue interview round there were two subsequent telephone interviews in the second round. The questions were pretty standard and the interviewers were very nice and polite. In general they took into account my non-business academic background. I was only asked a single Accounting question which I could not answer.,No Offer,Positive, , ,"Why do you want to work at S&P?
Why do you think the program is for you?
What interests you in rating agencies as compared to other financial institutions?", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW12613078.htm,CREDit Graduate Program,Nice,Provence-Alpes-Cote d'Azur,France,11/9/2016,Average,21,"I applied online, just submitted my CV (could submit a CL too but not required). I passed the first screening and had de video interview. 10 questions, all motivational based (why S&P, what do you know about S&P, why this program, why credit rating, what are the competencies you think are required for such a job and demonstrate that you have them through past experience). They selected me for the second interview, it was a telephone interview, two analysts called me, each call lasted 30 minutes. Questions were technical and motivational (questions below). I wasn't selected to continue to application process after this interview.",No Offer,Positive, , ,"Walk me through your CV
Give me solvency and liquidity ratios
Economical difference btw North Korea and USA
What are the challenges that the Eurozone has and will face
Tell me about the balance sheet
How would you rate a company
What are the qualities we are looking for in candidates for this program?
How could you convince people to do something", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW12706402.htm,Credit Graduate Analyst, , , ,11/17/2016,Average,6,"Online Application was surprisingly uncomplicated. Only had to fill in my details and upload CV. Received invite for telephone interview after a few days. HR was very friendly. Interview was 5 days after the invitation. Had two 30 min interviews. Asked questions about accounting, global economic events such as US elections and Brexit, and some general motivational questions",No Offer,Positive, , ,Walk me through your cv, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW12777979.htm,S&P CREDit Programmer, , , ,11/24/2016,Average,60,"Applied online, heard back one month later being asked to complete a video interview; a couple of days later I received an e-mail with an invitation to the 2nd round of the process, which consist of two 30 minutes phone interviews. Questions are not difficult and range from technical (accounting and financial ratios) to generic (about yourself etc.) and on the world's economy (suggest to brush up what's happening in nowadays economy)",No Offer,Neutral, , ,Financial ratios, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW13627476.htm,Associate Insurance Role, , , ,2/4/2017,Very Easy,45,"I got the invitation to the interview three weeks after the application. The notification on the tel interview came on the day before interview. The interview was held by an external interviewer and the connection quality was so poor that I barely could understand him. On my question what kind of position this is in the hierarchy of S&P I didn't get any answer, may be because of poor connection quality he didn't catch my question or just didn't know the answer. Now six weeks later I still didn't get an answer and the position has been reposted.",No Offer,Negative, , ,First question was on what is my current salary and my salary requirements,"The salary for this position is S&P would be 15% less than what I require, would it be still interesting for me?","Would I still be ready to move to London, if I knew that S&P doesn't take over the relocation costs?",What are my experiences in the credit risk analyses of insurance companies?,"Am I ready to work in Germany (Frankfurt), if necessary?", 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW14749817.htm,Client Services Associate Graduate Programmer,London,England,UK,4/23/2017,Difficult,28,"Got an email from HR two days after submitting my application, asking to set up a telephone interview. The woman from HR couldn't do any earlier than 3 weeks time. She called me 10 minutes late and responded to one of my answers with 'eeeeeerrrr ok....'. They rejected me two days later.",No Offer,Negative, , ,"What do you know about the company, what would be the biggest challenge within this role", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW16143723.htm,Oil Market Editor,London,England,UK,7/31/2017,Average, ,"Interview was straight forward. Job that was described/advertised by HR was very different to that talked about in interview. I made the effort to turn up presentable and smart; my interviewers turned up in t-shirts and jeans. A second interviewer turned up who I had not been notified was coming to the interview. One interviewer asked why I'd been at current employer for a long period & why it was bad, then proceeded to boast he had been at S&P for almost 6 years. Hours were very different to the job advertised and for no discernible pay increase over current role. I withdrew my application after a bad interview impression.",No Offer,Negative, , ,Why are we a better company than your current employer?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW18085523.htm,Credit Program Summer,Paris,Ile-de-France,France,11/27/2017,Difficult,21,"Online application, they only needed a Resume. Then I got an e-mail confirming that my application was selected for the next round of interviews. After that, they scheduled two phone calls with their analysts.",No Offer,Neutral, , ,Market challenges and trends , , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW17676809.htm,Credit Summer Analyst London,London,England,UK,11/1/2017,Easy,30,I applied online. After around 1 month I received the invitation to an Hireview interview. The questions were position focused. 1)why S&P? 2) Why credit? 3)Who spoke you about the position? 4) What do you know about the position? 5) which are the skills to succeed in the position? 6) speak about yourself 7) Which languages can you speak? All the questions were 3 minutes with 1.30 of preparation. Overall 30 min,No Offer,Neutral, , ,Who spoke you about the position?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW17983566.htm,CREDit Program Summer Analyst,London,England,UK,11/20/2017,Average,60,"After being invited for a motivational video interview (the questions were: why S&P - what do you know about S&P - why this program - why credit rating - what are the competencies you think are required for such a position), I had two phone calls lasting 30 mins each",Accepted Offer,Positive, , ,"Walk me through your CV 
Give me the solvency and liquidity ratios
Economical differences between US and North Korea
Challenges that Eurozone has experienced during the crisis
How would you evaluate a company
How would you finance the acquisition of a company", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW19245281.htm,S&P Ratings CREDit SummerProgrammer,London,England,UK,2/14/2018,Average,30,"I interviewed via phone. There were two 30-minutes interviews, one with Frankfurt and one with London. Before that (final round) I applied online and then did an interview via Hirevue.",No Offer,Positive, , ,What is the book that everyone should read? How would you rate a municipality? How would you rate a company you have no information about? Tell me about S&P Global., , , , , 
