,cons_page1
886,- bad salary progression and even worse bonus. The entry level salary for an associate analyst is decent in London but the bonus is very low (I'm talking 1.8k after taxes kind of bonus). Salary progression is really bad. It doesn't really get better unles
887,"Pay more, simple. In the financial industry you attract motivated people only when the overall package is right. Right now the average Associate Analyst stays for 1.5 years and then leaves. That's not normal! There is just no incentive to stay any longer than that because progression is slow and salary is below average. It seems like most of the people that do stay for much longer are usually the less ambitious ones.... So retaining the top talent needs to be priority!"
888,"Some people take the compliance and regulatory issues too seriously 
Depending on your security clearance you will have to sell all of your industry specific stocks
As with any job that is market based, can be overwhelming at times and underwhelming at other times"
889,Implement casual fridays!!
890,There is no room for internal mobility nor professional development. Compensation is on the lower end. High turnover rate.
891,Develop and treat your employees well so that they can stay and don't desire to look for positions elsewhere.
892,"too meritocratic, low attention to individuals"
893,"Horrible IT, albeit improving
Regulatory burden"
894,Stringent rules and tough to maintain work life balance.
895,bad management and poor communication.
896,give your employees more autonomy - stop micro managing.
897,"Analysts spend about 50% time on compliance related works. While everyone can have different views, some senior management have a strong and dominant view. Very tedious works sometimes,"
898,Upgrade systems to improve efficiency and reduce errors. Improve HR and health plan (HR stops insurance coverage when employees take unpaid leaves to take care of sick dependents)
899,Not much room for growth or advancement
900,more and more bureaucracy as time goes by
901,Promotions are tough to come by
902,"- Responses are slightly slow
- Quite hard to contact in London"
903,Difficult to get promoted from associate to senior analyst level
904,Invest in IT and data management systems to get everyone more productive
905,Successful businesses leads to slow decision making out of fear of hurting current business.
906,Salary may not be as high as other financial institutions.
907,"From time to time, it may look as if the juniors are not as ambitious as in the other financial institutions."
908,"Remuneration and benefits are not great (though not terrible either)
Office and facilities are a bit shabby and cramped
Slow progression
Tough regulatory environment"
909,"While I like what Ray and the board are doing, some members in higher positions, i am not a fan of and question how they got there (or why they are still there).  A con for me but if you are friends with the right person or liked by the right person, you will have a much easier time moving up or going anywhere in the company. On the flip side, if you are not friends with the right person, it can be an arduous... journey. While not necessarily in silos, it seems like every team has a different set of rules on how they can or cannot move up the corporate ladder.

While most of the people here are very talented, sometimes, it can be a real struggle to get anything accomplished. Meetings for days. What do you think about (fill in the blank)?, lets have a 30 minute meeting to discuss."
910,"on a seperate work stream (not in PE's), regularly evaluate VPs and higher. Additionally, create a survey or effort to regularly gauge teams abilities to work with other teams, and how they score on working with other teams.

Get rid of the ambiguity behind promotions or advancement."
911,"Slow career development, not much too learn, if in GMO team."
912,The number of sharks are increasing
913,Please consider to reduce political people who destroy morale of decent employees
914,"- Limited parking space
- Notice period prior to leaving the company is too long"
915,Conduct more in-house training programs
916,Working hours depend on your team and boss
917,Work tends to stretch which in turn leads to long working hours. Seems to lack transparency in the current set up
918,Employee retention along side client retention and growth should be a balanced approach for future growth and success
919,"If you stay in your position for longer than a few years without a promotion, your chances of promotion or being interviewed for other positions within the company are non existent 
New RRS team setup brings in more management and less transparency
Technology is more of a hindrance than a help in day to day work life"
920,"A bit political
Low salary
Low bonuses"
921,I don't think I have discovered any till now
922,Pay. Wide skill range in coworkers at the associate analyst level- a lot of dead weight.
923,"Trend of deterioration in people quality, very hierarchical structures, little investments in technology."
924,"Work more on corporate culture and train your ""management"", which does not know how to manage people."
925,lack of learning technical skills
926,"Boring
Low scope
No work life balance"
927,na
928,There is t a lot of room for growth
929,Do better
930,i dont have cons on top of my head
931,Work is good and senior Management is good
932,"Night shift, salaries, allowance, transport"
933,Learning opportunities are strictly limited
934,Improve technology exposure
935,Upward mobility takes extensive time
936,"HR transformation 2014 was a disaster, high turnover and poor, non-transparent leaders who did not understand the value of retaining HR talent. Politics at play, nobody was told why people were being “let go”, toxic individuals — extremely bad environment that made good people leave. I’ve heard things didn’t exactly get better after."
937,"For such a well-branded global firm, key parts of HR were embarrassingly poorly run in terms of basic management and treatment of employees . I was shocked and saddened at the negative culture. I hope lessons have been learned the past few years, and the necessary improvements made. The HR work culture needs to be improved. I know you there is the leadership talent to do it. Good luck."
938,"-Slow promotions 
-Political upper management"
939,"- Processes need imorovement 
- No flexible worktime arragements"
940,"Poor work life balance, organizationally in Flux, many male immigrant employees who do not respect women in the workplace."
941,"Stop talking the talk and start walking the walk. Many older, foreign born men in the company have strongly held, and loudly voiced anti - woman in the workplace views. It is Extremely hard to be a woman and get ahead in this culture."
942,"As any data analytics company, jobs are good candidates for automation, hence future job growth is probably limited."
943,salary payout is so so
944,"work life balance, time off"
945,A lot of meetings because we want everyone to have a say.
946,some politics to manage at headquarters
947,"Like most large places, very political to move up. The company used to have the people you actually work with have more say in your advancement, but recently, the company introduced middle managers who don't see/understand your work as much, but have a large say in your advancement, so sucking up matters way more than performance.
Also, due to poor management of handling regulatory compliance, there are teams of... people who exist to try and catch you not checking the right box so you can get your bonus taken away. It never happened to me, but it did to people I know and living in fear of the compliance cops isn't fun. Also, lots of lifers work here, so get used to unintentional caps lock and constant whining about how they don't understand the electric typing box."
948,"The middle managers are pointless, compliance checkers create a culture of fear, you spend way too much on rent when you should have people work at home more like your competitors do (cough, s&p), and you're not that progressive so please top telling us that you are when the composition of your c suite and board looks like any other old fortune 500. Thank you for the pay adjustment though to pay market rates. I... liked that."
949,"Low salaries and very low bonuses, especially for most junior staff. Work is very similar to investment banking junior roles, but for less pay. Poor career progression. Some people don't make it to VP after 10 years and retire before they become MDs.

Extreme forced diversity campaigns - you will be forced to attend 2 diversity events a year and you will be spammed with forced diversity e-mails without the option... to unsubscribe.

MDs couldn't care less about junior staff and more focus on how to be friends with other MDs.

Juniors are not respected and are under constant threat of replacement with India offshoring or/and job automation."
950,Stop focusing so much on the outsourcing and focus on hiring best talent instead. Reduce executive compensation. Think long-term rather than quarterly.
951,"No work life balance , but I realize that depends on the department you work in. Being in a shared service environment you would think we wouldn’t work long hours and unnecessary hours at that."
952,Not sure how you have receive the working mother’s award when flexibility and work life balance doesn’t apply to people below VP.
953,"- Very High Turnover
- Few opportunities of promotion within the team"
954,"The work is transaction driven, so often requires working long hours. It can also become slightly repetitive after a few years."
955,"Compensation below median
Progression is limited"
956,"no cons,no cons, no cons"
957,"Days can get pretty boring (depending on who/what team one is supporting), not a lot of career mobility. There are a few admins here who have gone on to other roles within the company, but for the most part this is the perfect job for those who just want a stable job that pays for their lives outside the office - family, vacation, hobbies, etc. Not the place to make tons of money and work your way up the ladder."
958,"Pay more attention to administrative assistants - associate analysts, mid-level women have programs designed to move them up the career ladder, please do something similar for admins that don't want to be pigeonholed into one thing."
959,"Middle-office does not work with the front-office at all
Tasks are repetitive and no new projects
External training not provided to the middle-office"
960,Not so high payments
961,You’re just a number not a person
962,"Bad Work culture,  Stressful company policies , Excessive workload and High Attrition"
963,Improve and come up with Employee engagement programs
964,"Regulations imposed after the recession caused a deepening of policy of procedures that seemed to drop morale. There's more admin tasks that have to be done. Harder to get promoted, little meritocracy. Very few social activities."
965,"Low pay, slow to promote, political"
966,"O meu cargo envolvia muita pressão por parte dos meus superiores, pelo fato de as atividades apresentarem urgência para serem concluídas. Há pouco espaço para erros."
967,Management is not cooperative for your career growth
968,Good work atmosphere here in the company
969,Nothing much
970,"No professional development, and management are very interested in tick box exercises"
971,no cons as of now
972,There is too much politics in the organisation. Manager centric company. Long working hours
973,Change your behavior
974,"office politics, bureaucracy, out of date technology, excessive compliance rules that's detrimental in just being able to be productive"
975,My advice won't matter. The company is comparable to a giant dinosaur that'll continue to chug along
976,Decision making can be slow at times
977,"Depends on which group you work in... Shared Services area is managed by senior management  only interested in empire building... if you are working in Transformation project area, forget about work-life balance... project mismanagement will ensure you work like a dog... if you work in Operations area, you will not have enough resources to deliver quality product or service..."
978,"Executive management should ensure that senior management actually follow up on cultural values involving inter team collaboration... 

Not aligning bottom line goals with cultural values professed will result in bottom line goals corrupting cultural values... Corporate culture is what you do, not what you say..."
979,No program or product strategy on any key transformation projects. Senior managers only like yes men. The work environment is very toxic
980,There is a lot of talent in the company that is under utilized. Listen to people who you disagree with  too.
981,Changing corporate culture as company grows.
982,"Toxic environment, blame culture, poor leadership. Everyone has to opine on things, even when they know nothing about it, and in the end, everyone does whatever the Legal Department says."
983,"Stop the blaming culture, operate like the global company you are not like a small US focused firm."
984,Work is so so....
985,Bring some quality of work
986,The culture and senior management's action don't align.
987,"Not much to learn, No clear career path"
988,Desire of wishful role could be a dilemma.
989,"Upward movement is extremely limited, promotions are not earned and given they are applied for. Communication from superiors is very fragmented and it seems the position is either getting left behind or replaced. You will pigeon-hole yourself if you take a role as an FDA. Skills are not very transferable and management is not very motivating. Superiors do not have the highest level of educational background either.... Moody's is the little brother of the financial services industry that banks are forced to play with due to the government. 401k Matching program is weak as is the Stock Purchase plan...does not compete with other similar firms."
990,Management can be ruthless and overwork staff. Very stringent structure
991,Slow to move up. Too much hierarchy in the company.
992,"Management, the promote poor people in to management positions"
993,Become better at people management!
994,Need to work on employee happiness
995,"- Bureaucratic
- Toxic and blaming culture
- Lip service is paid to mentoring between senior and junior colleagues but never practiced
- Unsociable environment. Social interaction outside the office doesn't exist
- Extremely slow career progressio"
996,"- Change the toxic culture within the organisation. Mood within the rank and file in London has never been this low
- Raise the bar when it comes to hiring low and middle level managers. Those who are there now are just deadweight loss"
997,Limited visibility to senior management
998,"Compensation is low, too much low value added work"
999,Enormous level of compliance and low value added activities. Performance judged on adherence to processes and not creativity or solid work
1000,Difficult career mobility within Company
1001,"- Compensation could be improved
- Talent retention policy weak"
1002,"Communication from management is poor 
Slow decisions 
Not much career progression"
1003,Have been communication of decisions
1004,"Not enough women in leadership roles or in middle management.  Bureaucratic, old systems, and “a dinosaur” as the other reviews say. Some people have been here very long time so the culture is stuck. Communication is poor within and across departments. This impacts US but also when trying to work with global workforce and offshore teams.  Managers can be unnecessarily tough on staff (as others commented). There is... more than average amount of petty complaining and office politics."
1005,"Poor compensations & benefits, very inflexible work-life balance system (i.e. strict rule for working until 6pm)"
1006,"Building is small
Senior Management not good
New team not stream lined
Adopted copal amba culture
Salary hike is not good"
1007,"They separated moody's rating team into rating research and rating support. And rating support think of themselves as separate entity and want to keep junior analysts there as long as possible after they are trained- while the ideal path for those analysts are to move into rating teams. Those analysts need to ""look for new jobs"" instead of being promoted into rating team. Lots of talents left because this system is... ridiculous."
1008,Merge back rating and rating support team. No one is happy about this.
1009,I have nothing you say
1010,"- Some teams and managers are better than others when it comes to promoting from within, almost to an absurd degree.
- Compensation might be on the low end for financial services but I think the company makes up for that in other ways. The make it reall"
1011,"Crescimento na carreira é um pouco lento, o plano de carreira é bem enxuto então os funcionários acabam trabalhando mais de anos na mesma função/cargo. A carga de trabalho é bastante intensa."
1012,"Corporate politics become inevitable as you climb the corporate ladder.
Too many meetings/odd hour calls."
1013,Continue to focus on creating a positive work environment for employees even in the era of embracing AI and robots.
1014,"Frequent travelling, increasing regulatory and compliance hurdles."
1015,Lots of external hiring and lack of internal promotions.
1016,"Multinacional com alta burocracia. Muitos sistemas que engessam o processo criativo, porém asseguram a qualidade e padronização de projetos."
1017,Pays less than at investment banks.
1018,Limited progression on promotion or into lead analyst
1019,"It ia hard to find a work-life balance, as workload ia very intense."
1020,"Decidedly less upside potential than I-banking.
Conflicts of interest."
1021,Management actually listens to you here
1022,high work pressure and ling working hours
1023,Procesos muy burocráticos dentro de la compañía. Existen posibilidades de crecimiento pero las promotions son lentas. No brindan muchos beneficios
1024,Not much really if you have great bosses like I did
1025,Could have more benefits for its employees
1026,"Less pay, no flexible working hours"
1027,"Management is sometimes not interested in the career development of associates.

Managers do not account with enough knowledge or experience, and this undermines the trust of associates in the company’s objectives.

Favoritism is observed on a daily basis. 

Lack of vision or plan career for matured associates. 

Any deviation (with a rationale behind) from the methodologies is prohibited."
1028,Too far away from heart of business for advancement if you’re not in NYC but company is supportive of relocation
1029,Some management level staff are riding the wave until retirement and not bringing any value to the company. Let them go!
1030,Hiring 10% more staff in 2018 was ill-advised decision. Especially when it was known that 2017 was a record year for debt issuance.
1031,Lack of career coaching and guidance.
1032,"Low growth, repetitive work, internal politics"
1033,"zu wenig Geld, 50-60 Stunden Woche ist Minimum, junge Mitarbeiter werden ausgenutzt für stupide Arbeit welcher auch bis zu 35k im Jahr nur bezahlt wird, Betriebsrat wird permanent versucht zu sabotieren , wohl gesteuert aus den USA über MArionetten aus UK und Deutschland, System stürzen immer wieder ab, da alles veraltet ist, Mitarbeiter Zusammenhalt würde ich einfach als Haifischbecken bezeichnen, man wird zu... Veranstaltungen gezwungen für das sogenannte dritte Geschlecht und andere und sollte man sich weigern spiegelt sich das im Bonus aus. Sobald die Unternehmensziele nicht erreicht werden auch wenn mehr Gewinn als vorher erzielt wurden , wurden 100 Mitarbeiter weltweit fristlos entlassen.... ACHTUNG vor der Personalabteilung die direkten Kontakt mit der Geschäftsführung eng pflegt, alles was ihr berichtet wird gelangt direkt an deinem Vorgesetzten und selbst wenn du dich über diesen beschwerst..... im Jahr 2018 gab es ein Skandal von grobem Rassismus , welches meiner Meinung nach versucht wurde zu vertuschen bis der Betriebsrat sich hier eingemischt hatte und dafür sorgte das dieser Kollege das Unternehmen verlassen musste...."
1034,Mitarbeiter sind Menschen mit Familien und einem Privatleben und keine Maschienen....
1035,they need to more pay
1036,pay more
1037,"Poor management, lack of processes"
1038,Maybe that there is no parking for now.
1039,Contrato corto y sin expectativas
1040,Ninguna
1041,Poor management at gurgaon phase 4 office
1042,Puts analytics over process which can create back office challenges
1043,* Work often gets bogged down in process
1044,Slow career progression and technology is not so great
1045,Going under some transformation from past several years off course for efficiency improvement and technology implementation. These may cause some flutter for some departments
1046,Sales quotas were always rising making it difficult to be successful consistently
1047,It can get stressful when conflicts of interest arise between different departments but nothing out of the ordinary
1048,Limited upwards growth for Associate Analyst if working in a regional office like Toronto. Better career prospects if Associate analysts move to New York.
1049,The consistency of the work load is not the greatest so at times it can be very slow and unmotivating.
1050,"Salary not great
Progress very limited"
1051,"Most hostile work environment ever experience (and note that I was a trader in an hedge fund prior). Management completely nonexistent, only present when needed to complain on performance. Embarrassing salary, no bonuses. No career opportunities due to shortage of employees in the bottom of the chain, so Moody's will keep you there until you quit. Work life balance nonexistent if you actually want to perform all... your daily tasks. Nonexistent opportunities of growth. Offshore team in India is more relevant that employees in London, and possibly will be replaced once the India team is properly instructed. No room for mistakes. Constant state of fear of making mistakes which will not be overseen."
1052,"Reevaluate how you are running the company, because it is deeply fragile inside. I can see an ending soon."
1053,"Bad systems, worklife integration, human resource challenges"
1054,Deficient internal communication. Failed attempts at transformation suggest lack of adequate commitment to change and waste of resources. Drain of institutional knowledge with multiple recent retirements.
1055,"low pay, low growth, bad management"
1056,not too much work to do
1057,If you want to make a change....you CANT.
1058,Need to cleam house at the top first.  Need to continue to get rid of senior management.
1059,Employment no longer stable there
1060,"The management people don't care about you at all, and promotion is a black box. Hard-working won't get you promoted"
1061,Limited compensation compared to other financial services companies.
1062,Uninspiring managers who dont really care about employees. You do not develop any hard skills
1063,Get a grip
1064,Promotion progression difficult as Senior staff tend not to leave
1065,Pay compensation and advancement opportunity
1066,"Poor management, no career advancement for junior analysts, no work-life balance, full of politics"
1067,"the company has no future if you keep holding on the ""senior analysts"" who know nothing, being so lazy and only enjoy playing politics"
1068,"The salary could be better, but its comparable to other companies."
1069,"Salary, Learning, Growth, Management, Opportunities"
1070,The business will succeed with or without you.
1071,"Keep moving in the current direction. Love the direction Rob and Tim are moving the company. Move fast, incremental value, break things, be hands on, lead by example."
1072,no fun activities and lunch is not good
1073,no advice as such
1074,Muchos servicios en Estados Unidos
1075,Pay is lower than most financial service firms
1076,"Salary, progression, management, environment, vision"
1077,Relatively low bonus payouts lower progression opportunities since Brexit referendum
1078,"No onsite opportunity , no HR policy in place , can be fired anytime"
1079,Proper HR policy should be placed and followed
1080,"Politics, global teams micro management"
1081,"Salary, mediocrity at times and cost cutting"
1082,Focus less on margins and more on growth
1083,"rating agency, need i say more!"
1084,"Reactionary management, small bonuses, and a staff that generally is not ""best of class"". The best and the brightest don't work at Moody's - and if they do, they will soon leave. People will not get rich there - you might not even afford to live in Manhattan. Company moral is not strong right now."
1085,"It is not a particularly challenging environment because it is very bureaucratic and new ideas/changes are not often welcomed. Risk doesn't seem to be something the firm operationally mitigates , but rather tries to avoid all together. Not a great formula for strategic growth by any means."
1086,"The technology-- computer systems-- are subpar and they can't seem to fix that. e.g. The help desk has recently been outsourced and people report long waits to get help. Or Blackberries arrived at Moody's years after every one else had them. Also, management has a hard time prioritizing which means that analysts can be overwhelmed. They are also going through a transition given all of the negative press and transitions in general are hard. Finally, while the salaries are decent, they are below those of IBankers and Bond INsurers and as a result there is more turnover than there should be."
1087,"dysfunctional bunch of 2nd guessing micro-managers; organizational paralysis; good people leave, incompetent ones stay on."
1088,"Regardless whether you are a junior or a senior employee you should expect to be treated like crap by your supervisors (who in turn are ill-treated by their superiors), be significantly underpaid relative to peers at firms on Wall Street (almost by an order of magnitude)."
1089,"management lost its damn mind. i think the thing that everyone knows and no one is saying is that the business was driven by market share and revenue. managers that created revenue, even over ratings integrity, were promoted quickly. i suppose this is the issue of a rating agency going public."
1090,"Lower salaries than the rest of wall st. It used to be mitigated by stability, but with recent layoffs that stability is no longer there."
1091,"Lack of career direction, growth and planning. There's no where to go, unless your boss is outplaced or leaves."
1092,"Very New York-centric, which can cause resentment outside of US. The company has grown extremely rapidly in the past few years, and this can create a chaotic feel in the way the corporation presents itself to the world.

Projects aren't always managed effectively to completion, partly because of the rapid growth just mentioned, but also sometimes due of a lack of focus from senior management.

Increasing regulatory focus on credit agencies means the company will face a very difficult couple of years ahead, as it tries to justify it's place and function in the markets."
